country,field,year,num_patent_applications,complete
Austria,Agriculture,2016,0,True
Greece,Agriculture,2023,0,False
Morocco,Agriculture,2017,0,True
United Kingdom,All,2022,490,False
Mexico,All,2019,104,True
Hungary,All,2023,5,False
Ukraine,All,2016,4,True
Sweden,All,2022,30,False
Serbia,All,2023,4,False
Azerbaijan,All,2018,1,True
Belgium,All,2023,4,False
Czechia,All,2018,1,True
Lithuania,All,2020,5,True
Argentina,All,2022,15,False
Turkey,All,2016,8,True
International Bureau of WIPO,All,2016,9,True
South Korea,All,2024,439,False
United States,All,2016,6232,True
Israel,All,2024,2,False
Mexico,Banking and Finance,2022,0,False
Serbia,Banking and Finance,2018,0,True
Spain,Banking and Finance,2022,0,False
Spain,Banking and Finance,2024,0,False
Greece,Banking and Finance,2017,0,True
Hungary,Banking and Finance,2020,3,True
United States,Banking and Finance,2019,795,True
United Kingdom,Business,2018,53,True
Taiwan,Business,2017,16,True
Philippines,Business,2023,0,False
Finland,Business,2019,6,True
Finland,Business,2020,7,True
Italy,Business,2022,5,False
Denmark,Business,2022,0,False
Czechia,Business,2023,1,False
Netherlands,Energy Management,2016,0,True
Uruguay,Energy Management,2022,1,False
Slovakia,Energy Management,2020,0,True
Germany,Energy Management,2019,45,True
Germany,Energy Management,2023,91,False
Italy,Energy Management,2016,0,True
Turkey,Energy Management,2020,1,True
Australia,Energy Management,2021,57,True
Portugal,Energy Management,2017,0,True
Greece,Industry and Manufacturing,2016,0,True
China (mainland),Industry and Manufacturing,2019,1834,True
United States,Industry and Manufacturing,2020,576,True
Peru,Industry and Manufacturing,2018,0,True
Luxembourg,Industry and Manufacturing,2016,0,True
Chile,Industry and Manufacturing,2021,0,True
Singapore,Industry and Manufacturing,2020,0,True
Portugal,Industry and Manufacturing,2019,1,True
Argentina,Industry and Manufacturing,2022,1,False
Sweden,Life Sciences,2017,0,True
Finland,Life Sciences,2019,11,True
Romania,Life Sciences,2021,0,True
South Korea,Life Sciences,2020,1349,True
Denmark,Life Sciences,2020,2,True
Luxembourg,Personal Devices and Computing,2020,7,True
Sweden,Personal Devices and Computing,2024,0,False
Argentina,Personal Devices and Computing,2016,0,True
Philippines,Personal Devices and Computing,2023,0,False
Serbia,Personal Devices and Computing,2022,0,False
Austria,Physical Sciences and Engineering,2022,1,False
Peru,Physical Sciences and Engineering,2021,3,True
Luxembourg,Physical Sciences and Engineering,2016,0,True
Luxembourg,Physical Sciences and Engineering,2021,2,True
Slovakia,Physical Sciences and Engineering,2021,0,True
Poland,Physical Sciences and Engineering,2020,1,True
Bulgaria,Physical Sciences and Engineering,2022,0,False
Sweden,Physical Sciences and Engineering,2019,4,True
Turkey,Physical Sciences and Engineering,2022,0,False
Hungary,Security,2019,1,True
Luxembourg,Security,2016,0,True
Sweden,Security,2024,0,False
Czechia,Security,2023,0,False
Austria,Security,2023,0,False
India,Security,2019,2,True
Israel,Telecommunications,2024,1,False
Chile,Telecommunications,2022,0,False
Chile,Telecommunications,2023,1,False
Luxembourg,Telecommunications,2019,4,True
Portugal,Telecommunications,2017,3,True
Portugal,Telecommunications,2021,3,True
United States,Telecommunications,2016,1464,True
United States,Telecommunications,2023,773,False
International Bureau of WIPO,Telecommunications,2018,9,True
Spain,Telecommunications,2019,27,True
Croatia,Telecommunications,2023,0,False
Ireland,Transportation,2016,0,True
Taiwan,Transportation,2024,0,False
United Kingdom,Transportation,2021,45,True
Poland,Transportation,2022,0,False
South Korea,Transportation,2018,313,True
Brazil,Transportation,2017,16,True
Spain,Transportation,2020,6,True
Portugal,Transportation,2016,1,True
Japan,Transportation,2023,45,False
Bulgaria,Transportation,2023,0,False
Denmark,Transportation,2022,0,False
Peru,Agriculture,2016,0,True
Eurasian Patent Organization,Agriculture,2016,0,True
Eurasian Patent Organization,Agriculture,2019,1,True
Netherlands,Agriculture,2018,0,True
International Bureau of WIPO,Agriculture,2018,0,True
Argentina,Agriculture,2021,4,True
Argentina,Agriculture,2022,2,False
United Kingdom,Agriculture,2019,7,True
United States,Agriculture,2019,144,True
Israel,Agriculture,2019,0,True
Hungary,Agriculture,2017,1,True
Jordan,Agriculture,2017,1,True
Philippines,Agriculture,2020,2,True
Philippines,Agriculture,2023,0,False
South Korea,Agriculture,2018,83,True
Norway,Agriculture,2019,0,True
Malaysia,Agriculture,2020,1,True
Germany,All,2022,1187,False
Serbia,All,2022,3,False
Czechia,All,2019,1,True
Norway,All,2022,6,False
Slovenia,All,2019,1,True
San Marino,All,2020,1,True
Argentina,All,2018,7,True
Morocco,All,2018,7,True
France,All,2020,283,True
Colombia,All,2023,2,False
Philippines,All,2023,1,False
Uruguay,All,2017,1,True
China (mainland),Banking and Finance,2016,140,True
France,Banking and Finance,2016,4,True
Lithuania,Banking and Finance,2018,0,True
Mexico,Banking and Finance,2018,3,True
Argentina,Banking and Finance,2021,0,True
Serbia,Banking and Finance,2019,0,True
European Patent Organization,Banking and Finance,2022,23,False
Luxembourg,Banking and Finance,2016,0,True
Thailand,Banking and Finance,2017,0,True
Taiwan,Business,2023,13,False
Japan,Business,2021,248,True
South Korea,Business,2021,1676,True
Norway,Business,2021,0,True
Slovakia,Business,2020,0,True
Malaysia,Business,2021,0,True
Israel,Business,2018,2,True
South Africa,Business,2020,3,True
Spain,Business,2022,2,False
Slovenia,Business,2019,0,True
Czechia,Business,2022,0,False
European Patent Organization,Business,2017,26,True
European Patent Organization,Business,2023,70,False
World Intellectual Property Organization (WIPO),Business,2023,213,False
Netherlands,Energy Management,2017,0,True
Ireland,Energy Management,2023,0,False
Canada,Energy Management,2018,20,True
Canada,Energy Management,2020,22,True
Greece,Energy Management,2018,1,True
Malaysia,Energy Management,2021,0,True
Italy,Energy Management,2021,5,True
European Patent Organization,Energy Management,2019,43,True
Turkey,Energy Management,2017,0,True
Norway,Energy Management,2023,2,False
United States,Energy Management,2023,72,False
China (mainland),Energy Management,2018,1286,True
Sweden,Energy Management,2023,2,False
Italy,Industry and Manufacturing,2016,3,True
Romania,Industry and Manufacturing,2020,0,True
Ireland,Industry and Manufacturing,2023,1,False
Norway,Industry and Manufacturing,2019,2,True
Serbia,Industry and Manufacturing,2021,0,True
Singapore,Industry and Manufacturing,2017,5,True
Spain,Industry and Manufacturing,2018,15,True
New Zealand,Industry and Manufacturing,2017,2,True
Argentina,Industry and Manufacturing,2021,0,True
Philippines,Industry and Manufacturing,2016,0,True
Finland,Life Sciences,2020,5,True
New Zealand,Life Sciences,2016,3,True
Japan,Life Sciences,2021,825,True
China (mainland),Life Sciences,2017,869,True
Czechia,Life Sciences,2021,1,True
Germany,Life Sciences,2017,46,True
Israel,Life Sciences,2016,1,True
Cuba,Life Sciences,2020,0,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2020,269,True
China (mainland),Personal Devices and Computing,2024,64700,False
Norway,Personal Devices and Computing,2023,2,False
Russia,Personal Devices and Computing,2019,79,True
Uruguay,Personal Devices and Computing,2017,0,True
Portugal,Personal Devices and Computing,2023,0,False
Ukraine,Personal Devices and Computing,2022,0,False
Canada,Personal Devices and Computing,2016,162,True
Mexico,Personal Devices and Computing,2021,16,True
Romania,Personal Devices and Computing,2019,0,True
Romania,Personal Devices and Computing,2021,0,True
Serbia,Personal Devices and Computing,2024,0,False
Saudi Arabia,Personal Devices and Computing,2023,0,False
Italy,Personal Devices and Computing,2020,16,True
United Kingdom,Physical Sciences and Engineering,2022,24,False
Chile,Physical Sciences and Engineering,2017,0,True
Greece,Physical Sciences and Engineering,2016,0,True
Greece,Physical Sciences and Engineering,2018,1,True
Switzerland,Physical Sciences and Engineering,2018,0,True
Peru,Physical Sciences and Engineering,2018,1,True
Serbia,Physical Sciences and Engineering,2018,1,True
China (mainland),Physical Sciences and Engineering,2019,1062,True
Portugal,Physical Sciences and Engineering,2022,0,False
Germany,Physical Sciences and Engineering,2018,23,True
France,Physical Sciences and Engineering,2021,8,True
Colombia,Security,2019,0,True
Luxembourg,Security,2018,0,True
Australia,Security,2024,0,False
Singapore,Security,2016,7,True
Slovenia,Security,2019,0,True
New Zealand,Security,2022,0,False
Switzerland,Security,2018,0,True
Netherlands,Telecommunications,2019,3,True
Lithuania,Telecommunications,2018,1,True
Lithuania,Telecommunications,2020,1,True
Panama,Telecommunications,2016,0,True
Uruguay,Telecommunications,2022,1,False
Finland,Telecommunications,2019,9,True
Germany,Telecommunications,2023,91,False
Hungary,Telecommunications,2023,0,False
South Africa,Telecommunications,2022,0,False
South Africa,Telecommunications,2023,0,False
Taiwan,Telecommunications,2023,28,False
Croatia,Telecommunications,2020,0,True
Italy,Transportation,2016,4,True
Taiwan,Transportation,2018,15,True
Norway,Transportation,2021,0,True
Brazil,Transportation,2019,17,True
Switzerland,Transportation,2019,0,True
Australia,Transportation,2020,46,True
Belgium,Transportation,2018,1,True
Russia,Transportation,2017,18,True
Uruguay,Transportation,2020,0,True
Slovenia,Agriculture,2016,0,True
Taiwan,Agriculture,2020,1,True
Serbia,Agriculture,2020,1,True
Poland,Agriculture,2020,1,True
World Intellectual Property Organization (WIPO),Agriculture,2016,0,True
World Intellectual Property Organization (WIPO),Agriculture,2018,5,True
Israel,Agriculture,2017,0,True
Malaysia,Agriculture,2022,0,False
China (mainland),All,2024,131117,False
Japan,All,2021,4270,True
Lithuania,All,2017,4,True
Lithuania,All,2022,1,False
Turkey,All,2023,44,False
Croatia,All,2023,1,False
Argentina,Banking and Finance,2022,2,False
Spain,Banking and Finance,2023,0,False
Slovenia,Banking and Finance,2019,0,True
Australia,Banking and Finance,2020,53,True
Switzerland,Banking and Finance,2023,0,False
Poland,Banking and Finance,2021,1,True
Kenya,Business,2016,0,True
Canada,Business,2018,113,True
Philippines,Business,2021,0,True
Romania,Business,2017,1,True
Argentina,Business,2017,1,True
Sweden,Business,2018,0,True
South Africa,Business,2016,2,True
Spain,Business,2020,8,True
Sri Lanka,Business,2016,0,True
Slovenia,Business,2022,0,False
Germany,Business,2023,28,False
Eurasian Patent Organization,Business,2019,1,True
Singapore,Business,2016,14,True
Russia,Business,2016,15,True
Germany,Energy Management,2020,76,True
Mexico,Energy Management,2024,0,False
Argentina,Energy Management,2021,0,True
World Intellectual Property Organization (WIPO),Energy Management,2018,4,True
Singapore,Energy Management,2021,0,True
Australia,Energy Management,2024,0,False
Serbia,Energy Management,2016,0,True
France,Energy Management,2019,6,True
France,Energy Management,2020,19,True
Sweden,Energy Management,2024,1,False
Hungary,Energy Management,2023,1,False
Tunisia,Energy Management,2021,0,True
Austria,Energy Management,2024,2,False
Hungary,Industry and Manufacturing,2016,3,True
Taiwan,Industry and Manufacturing,2017,14,True
Colombia,Industry and Manufacturing,2023,0,False
Mexico,Industry and Manufacturing,2018,10,True
Australia,Industry and Manufacturing,2021,78,True
Argentina,Industry and Manufacturing,2016,0,True
Peru,Life Sciences,2020,2,True
Turkey,Life Sciences,2016,0,True
Lithuania,Life Sciences,2016,0,True
Ireland,Life Sciences,2021,0,True
Greece,Life Sciences,2018,2,True
Netherlands,Life Sciences,2021,8,True
Spain,Life Sciences,2024,1,False
Brazil,Life Sciences,2020,50,True
Portugal,Life Sciences,2023,2,False
United States,Life Sciences,2019,2131,True
European Patent Organization,Life Sciences,2019,191,True
Spain,Personal Devices and Computing,2016,25,True
Luxembourg,Personal Devices and Computing,2023,26,False
Austria,Personal Devices and Computing,2023,0,False
Croatia,Personal Devices and Computing,2019,1,True
India,Personal Devices and Computing,2021,1,True
Romania,Personal Devices and Computing,2017,0,True
Romania,Personal Devices and Computing,2024,0,False
United States,Personal Devices and Computing,2018,7737,True
Switzerland,Personal Devices and Computing,2017,0,True
Italy,Personal Devices and Computing,2023,8,False
United Kingdom,Physical Sciences and Engineering,2023,34,False
Ukraine,Physical Sciences and Engineering,2016,0,True
United States,Physical Sciences and Engineering,2018,353,True
Greece,Physical Sciences and Engineering,2020,1,True
Taiwan,Physical Sciences and Engineering,2024,0,False
Serbia,Physical Sciences and Engineering,2016,0,True
Hungary,Security,2021,0,True
Sweden,Security,2020,4,True
World Intellectual Property Organization (WIPO),Security,2024,3,False
European Patent Organization,Security,2018,27,True
Morocco,Security,2022,0,False
Japan,Security,2020,125,True
Argentina,Security,2016,0,True
Israel,Telecommunications,2016,3,True
Israel,Telecommunications,2017,7,True
Portugal,Telecommunications,2020,2,True
Japan,Telecommunications,2016,156,True
Oman,Telecommunications,2016,0,True
Argentina,Telecommunications,2019,1,True
Bulgaria,Telecommunications,2023,1,False
Australia,Telecommunications,2017,52,True
Germany,Transportation,2022,191,False
Norway,Transportation,2022,3,False
Singapore,Transportation,2021,1,True
Switzerland,Transportation,2022,1,False
Czechia,Transportation,2017,0,True
Uruguay,Transportation,2017,0,True
France,Agriculture,2019,1,True
Australia,Agriculture,2024,0,False
Ireland,Agriculture,2022,0,False
Japan,Agriculture,2018,40,True
Bulgaria,Agriculture,2018,0,True
Jordan,Agriculture,2021,0,True
Brazil,Agriculture,2016,7,True
Mexico,Agriculture,2017,4,True
Morocco,Agriculture,2016,0,True
Lithuania,Agriculture,2019,0,True
Tunisia,All,2021,4,True
Ukraine,All,2018,4,True
Switzerland,All,2017,2,True
Finland,All,2017,26,True
India,All,2020,10,True
South Africa,All,2019,3,True
World Intellectual Property Organization (WIPO),All,2021,1372,True
Canada,All,2019,760,True
Canada,All,2020,884,True
Greece,All,2018,9,True
United States,All,2021,13124,True
Philippines,All,2021,49,True
Sweden,Banking and Finance,2021,1,True
Ireland,Banking and Finance,2023,1,False
United Kingdom,Banking and Finance,2023,17,False
Singapore,Banking and Finance,2020,3,True
Morocco,Banking and Finance,2016,0,True
Austria,Banking and Finance,2024,0,False
Canada,Business,2017,64,True
Canada,Business,2021,134,True
Taiwan,Business,2019,14,True
Serbia,Business,2020,0,True
Italy,Business,2018,4,True
Argentina,Business,2023,0,False
Norway,Business,2018,1,True
Bulgaria,Energy Management,2021,0,True
Argentina,Energy Management,2023,0,False
Cuba,Energy Management,2020,1,True
Romania,Energy Management,2019,0,True
Italy,Energy Management,2022,2,False
World Intellectual Property Organization (WIPO),Energy Management,2019,20,True
Ukraine,Energy Management,2017,0,True
Brazil,Energy Management,2022,0,False
United States,Energy Management,2024,4,False
Austria,Energy Management,2016,2,True
Lithuania,Industry and Manufacturing,2018,0,True
Sweden,Industry and Manufacturing,2021,4,True
Japan,Industry and Manufacturing,2016,106,True
Jordan,Industry and Manufacturing,2021,1,True
Peru,Industry and Manufacturing,2016,0,True
Peru,Industry and Manufacturing,2023,0,False
Luxembourg,Industry and Manufacturing,2017,0,True
Chile,Industry and Manufacturing,2017,0,True
Chile,Industry and Manufacturing,2018,0,True
Serbia,Industry and Manufacturing,2022,0,False
Slovenia,Industry and Manufacturing,2019,0,True
Czechia,Industry and Manufacturing,2018,0,True
Netherlands,Industry and Manufacturing,2020,2,True
Bulgaria,Industry and Manufacturing,2019,0,True
Croatia,Industry and Manufacturing,2019,0,True
Austria,Industry and Manufacturing,2018,0,True
Panama,Life Sciences,2016,1,True
Mexico,Life Sciences,2017,19,True
China (mainland),Life Sciences,2018,1913,True
Czechia,Life Sciences,2017,0,True
Ireland,Life Sciences,2018,0,True
Germany,Life Sciences,2019,93,True
Chile,Life Sciences,2023,1,False
Norway,Life Sciences,2019,1,True
Norway,Life Sciences,2021,1,True
European Patent Organization,Life Sciences,2020,220,True
Eurasian Patent Organization,Personal Devices and Computing,2016,1,True
Chile,Personal Devices and Computing,2024,0,False
Netherlands,Personal Devices and Computing,2022,14,False
Peru,Personal Devices and Computing,2023,0,False
Australia,Personal Devices and Computing,2018,215,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2020,20,True
Peru,Physical Sciences and Engineering,2022,2,False
China (mainland),Physical Sciences and Engineering,2024,5070,False
Luxembourg,Physical Sciences and Engineering,2017,0,True
Luxembourg,Physical Sciences and Engineering,2019,0,True
Denmark,Physical Sciences and Engineering,2022,1,False
Spain,Physical Sciences and Engineering,2020,4,True
Spain,Physical Sciences and Engineering,2024,0,False
Lithuania,Physical Sciences and Engineering,2018,2,True
Sweden,Physical Sciences and Engineering,2022,4,False
Hungary,Physical Sciences and Engineering,2018,1,True
Bulgaria,Security,2017,0,True
Bulgaria,Security,2024,0,False
Poland,Security,2021,2,True
Denmark,Security,2022,0,False
South Africa,Security,2020,0,True
Czechia,Telecommunications,2023,0,False
Chile,Telecommunications,2024,0,False
Morocco,Telecommunications,2017,0,True
Ukraine,Telecommunications,2024,0,False
Poland,Telecommunications,2024,0,False
European Patent Organization,Telecommunications,2022,384,False
Italy,Telecommunications,2019,12,True
Sweden,Telecommunications,2017,5,True
Austria,Telecommunications,2017,0,True
Peru,Telecommunications,2016,1,True
Peru,Telecommunications,2022,1,False
Serbia,Telecommunications,2016,0,True
Germany,Transportation,2019,199,True
Luxembourg,Transportation,2020,1,True
Ireland,Transportation,2023,1,False
Italy,Transportation,2020,5,True
United Kingdom,Transportation,2022,52,False
Poland,Transportation,2016,4,True
Moldova,Transportation,2021,0,True
Slovenia,Transportation,2023,0,False
Netherlands,Transportation,2020,1,True
Japan,Transportation,2024,1,False
Greece,Transportation,2024,0,False
Peru,Agriculture,2023,0,False
Germany,Agriculture,2016,1,True
India,Agriculture,2017,0,True
India,Agriculture,2018,2,True
Netherlands,Agriculture,2020,0,True
United States,Agriculture,2020,192,True
Italy,Agriculture,2018,1,True
Austria,Agriculture,2021,1,True
Canada,Agriculture,2018,35,True
Canada,Agriculture,2019,32,True
Peru,All,2016,3,True
Italy,All,2017,28,True
Luxembourg,All,2023,81,False
European Patent Organization,All,2018,621,True
Portugal,All,2020,11,True
New Zealand,All,2019,14,True
Brazil,All,2021,107,True
Ireland,Banking and Finance,2016,0,True
Ireland,Banking and Finance,2018,0,True
Canada,Banking and Finance,2019,59,True
Netherlands,Banking and Finance,2022,1,False
International Bureau of WIPO,Banking and Finance,2016,2,True
South Korea,Banking and Finance,2024,5,False
South Africa,Banking and Finance,2016,0,True
Colombia,Banking and Finance,2023,0,False
Slovenia,Banking and Finance,2016,0,True
Australia,Banking and Finance,2018,30,True
Switzerland,Banking and Finance,2019,0,True
Switzerland,Banking and Finance,2021,1,True
Hungary,Banking and Finance,2021,0,True
Norway,Banking and Finance,2017,1,True
Mexico,Business,2018,12,True
Turkey,Business,2017,1,True
Finland,Business,2022,1,False
Argentina,Business,2021,2,True
Norway,Business,2020,0,True
Israel,Business,2019,3,True
Israel,Business,2023,1,False
New Zealand,Business,2022,1,False
Saudi Arabia,Business,2023,0,False
Australia,Business,2021,166,True
Slovakia,Energy Management,2024,1,False
South Africa,Energy Management,2017,0,True
South Africa,Energy Management,2023,0,False
South Africa,Energy Management,2024,0,False
Germany,Energy Management,2024,4,False
Russia,Energy Management,2016,2,True
Russia,Energy Management,2020,0,True
International Bureau of WIPO,Energy Management,2017,1,True
Turkey,Energy Management,2018,0,True
New Zealand,Energy Management,2016,1,True
Croatia,Energy Management,2019,0,True
Brazil,Energy Management,2018,4,True
Morocco,Energy Management,2017,0,True
Morocco,Energy Management,2018,0,True
United States,Industry and Manufacturing,2016,213,True
United States,Industry and Manufacturing,2023,88,False
Sweden,Industry and Manufacturing,2023,5,False
South Africa,Industry and Manufacturing,2021,0,True
South Korea,Industry and Manufacturing,2022,676,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2016,1,True
Morocco,Industry and Manufacturing,2016,0,True
Bulgaria,Industry and Manufacturing,2022,0,False
France,Industry and Manufacturing,2017,2,True
Croatia,Industry and Manufacturing,2018,0,True
India,Industry and Manufacturing,2018,14,True
Argentina,Industry and Manufacturing,2020,0,True
Austria,Life Sciences,2019,0,True
Hungary,Life Sciences,2020,3,True
United Kingdom,Life Sciences,2022,70,False
South Korea,Life Sciences,2016,166,True
Israel,Life Sciences,2018,5,True
Brazil,Life Sciences,2016,28,True
Portugal,Life Sciences,2021,1,True
China (mainland),Personal Devices and Computing,2021,50360,True
Norway,Personal Devices and Computing,2018,2,True
Peru,Personal Devices and Computing,2019,1,True
Peru,Personal Devices and Computing,2022,1,False
Denmark,Personal Devices and Computing,2016,2,True
Denmark,Personal Devices and Computing,2023,1,False
Bulgaria,Personal Devices and Computing,2023,4,False
Argentina,Personal Devices and Computing,2021,1,True
Australia,Personal Devices and Computing,2016,121,True
France,Personal Devices and Computing,2023,44,False
United Kingdom,Personal Devices and Computing,2018,163,True
Switzerland,Personal Devices and Computing,2020,4,True
Greece,Physical Sciences and Engineering,2023,0,False
Poland,Physical Sciences and Engineering,2018,1,True
Poland,Physical Sciences and Engineering,2021,2,True
Spain,Physical Sciences and Engineering,2017,6,True
Malaysia,Physical Sciences and Engineering,2020,1,True
Turkey,Physical Sciences and Engineering,2023,3,False
Mexico,Security,2019,5,True
Colombia,Security,2023,0,False
Ireland,Security,2021,0,True
Italy,Security,2022,4,False
Germany,Security,2024,13,False
Estonia,Security,2022,0,False
Malaysia,Security,2022,0,False
South Africa,Security,2024,0,False
South Korea,Telecommunications,2023,808,False
World Intellectual Property Organization (WIPO),Telecommunications,2021,212,True
Malaysia,Telecommunications,2018,0,True
United Kingdom,Telecommunications,2024,111,False
Italy,Telecommunications,2018,6,True
Norway,Telecommunications,2016,0,True
Norway,Telecommunications,2018,3,True
Thailand,Telecommunications,2017,0,True
China (mainland),Telecommunications,2022,8216,False
Germany,Telecommunications,2020,126,True
Canada,Telecommunications,2017,93,True
Bulgaria,Telecommunications,2019,0,True
Mexico,Telecommunications,2016,11,True
Malaysia,Transportation,2016,2,True
Saudi Arabia,Transportation,2018,0,True
Luxembourg,Transportation,2025,1,False
Italy,Transportation,2023,0,False
Morocco,Transportation,2022,0,False
South Korea,Transportation,2020,513,True
Austria,Transportation,2023,0,False
Philippines,Transportation,2019,1,True
Turkey,Transportation,2022,3,False
Czechia,Transportation,2018,1,True
Mexico,Transportation,2019,6,True
Mexico,Transportation,2023,0,False
Peru,Agriculture,2022,0,False
New Zealand,Agriculture,2018,1,True
Ireland,Agriculture,2018,0,True
Japan,Agriculture,2024,0,False
Portugal,Agriculture,2020,0,True
Argentina,Agriculture,2016,1,True
Taiwan,Agriculture,2023,2,False
Poland,Agriculture,2016,0,True
Romania,Agriculture,2016,0,True
Romania,Agriculture,2018,0,True
Hungary,Agriculture,2023,1,False
Slovakia,Agriculture,2024,0,False
Lithuania,Agriculture,2016,0,True
Poland,All,2021,19,True
Romania,All,2022,11,False
Italy,All,2016,21,True
Austria,All,2023,4,False
Slovenia,All,2018,8,True
Luxembourg,All,2025,1,False
World Intellectual Property Organization (WIPO),All,2016,6,True
Turkey,All,2024,4,False
Denmark,All,2022,7,False
Slovakia,All,2020,4,True
Malaysia,All,2017,30,True
China (mainland),Banking and Finance,2025,29,False
Chile,Banking and Finance,2019,0,True
Chile,Banking and Finance,2022,0,False
Spain,Banking and Finance,2020,4,True
European Patent Organization,Banking and Finance,2016,4,True
Russia,Banking and Finance,2017,8,True
Hungary,Banking and Finance,2019,0,True
Norway,Banking and Finance,2016,0,True
France,Business,2018,17,True
South Korea,Business,2018,623,True
Belgium,Business,2021,1,True
Ukraine,Business,2018,0,True
Denmark,Business,2023,0,False
European Patent Organization,Business,2024,0,False
Bulgaria,Energy Management,2017,0,True
Canada,Energy Management,2022,15,False
Russia,Energy Management,2018,1,True
Turkey,Energy Management,2019,0,True
Turkey,Energy Management,2024,1,False
Norway,Energy Management,2018,0,True
Poland,Energy Management,2023,0,False
Luxembourg,Energy Management,2017,0,True
Serbia,Energy Management,2021,0,True
France,Energy Management,2016,4,True
Lithuania,Energy Management,2017,0,True
India,Energy Management,2018,4,True
United Kingdom,Energy Management,2020,13,True
Spain,Energy Management,2024,0,False
Sweden,Energy Management,2021,0,True
Hungary,Energy Management,2017,0,True
China (mainland),Industry and Manufacturing,2024,9310,False
Sweden,Industry and Manufacturing,2019,3,True
South Africa,Industry and Manufacturing,2020,0,True
European Patent Organization,Industry and Manufacturing,2019,73,True
European Patent Organization,Industry and Manufacturing,2023,40,False
Romania,Industry and Manufacturing,2016,0,True
Portugal,Industry and Manufacturing,2020,0,True
Germany,Industry and Manufacturing,2022,86,False
Austria,Industry and Manufacturing,2021,2,True
Morocco,Life Sciences,2020,0,True
New Zealand,Life Sciences,2018,10,True
Colombia,Life Sciences,2021,1,True
Eurasian Patent Organization,Life Sciences,2018,3,True
Philippines,Life Sciences,2016,1,True
Turkey,Life Sciences,2017,2,True
Lithuania,Life Sciences,2017,0,True
Lithuania,Life Sciences,2020,1,True
Hungary,Life Sciences,2021,2,True
Taiwan,Life Sciences,2022,71,False
Poland,Life Sciences,2020,8,True
Chile,Personal Devices and Computing,2021,1,True
Russia,Personal Devices and Computing,2020,81,True
Austria,Personal Devices and Computing,2017,1,True
Japan,Personal Devices and Computing,2016,495,True
Australia,Personal Devices and Computing,2023,71,False
Australia,Personal Devices and Computing,2024,0,False
San Marino,Personal Devices and Computing,2020,0,True
Poland,Personal Devices and Computing,2022,3,False
Czechia,Physical Sciences and Engineering,2023,1,False
South Korea,Physical Sciences and Engineering,2016,46,True
Mexico,Physical Sciences and Engineering,2018,11,True
Mexico,Physical Sciences and Engineering,2022,1,False
Poland,Physical Sciences and Engineering,2019,1,True
Portugal,Physical Sciences and Engineering,2018,2,True
Germany,Physical Sciences and Engineering,2022,63,False
Israel,Physical Sciences and Engineering,2019,0,True
Malaysia,Physical Sciences and Engineering,2016,0,True
Japan,Physical Sciences and Engineering,2022,120,False
Sweden,Security,2018,1,True
France,Security,2016,6,True
Taiwan,Security,2023,5,False
Panama,Security,2016,0,True
Poland,Security,2022,2,False
Norway,Security,2020,2,True
World Intellectual Property Organization (WIPO),Security,2016,0,True
New Zealand,Security,2018,2,True
Spain,Security,2019,7,True
Romania,Security,2020,0,True
Romania,Security,2021,0,True
Austria,Security,2018,0,True
South Africa,Security,2022,0,False
Lithuania,Telecommunications,2022,1,False
New Zealand,Telecommunications,2022,0,False
India,Telecommunications,2017,53,True
Switzerland,Telecommunications,2018,2,True
Russia,Telecommunications,2021,5,True
China (mainland),Telecommunications,2025,126,False
United States,Telecommunications,2024,32,False
Spain,Telecommunications,2022,6,False
Canada,Telecommunications,2019,144,True
Canada,Telecommunications,2021,137,True
Philippines,Telecommunications,2019,1,True
Bulgaria,Telecommunications,2018,0,True
Australia,Telecommunications,2023,42,False
Poland,Transportation,2017,2,True
Peru,Transportation,2018,0,True
Israel,Transportation,2020,1,True
Philippines,Transportation,2016,0,True
Sweden,Transportation,2020,2,True
India,Transportation,2020,0,True
Portugal,Transportation,2021,0,True
Belgium,Transportation,2022,2,False
Costa Rica,Transportation,2020,0,True
France,Agriculture,2018,0,True
New Zealand,Agriculture,2022,0,False
Portugal,Agriculture,2021,0,True
Portugal,Agriculture,2022,1,False
Argentina,Agriculture,2017,1,True
Czechia,Agriculture,2021,1,True
Romania,Agriculture,2019,0,True
Italy,Agriculture,2016,2,True
Italy,Agriculture,2023,2,False
Sweden,Agriculture,2016,0,True
South Korea,Agriculture,2019,114,True
Norway,Agriculture,2016,1,True
South Africa,Agriculture,2024,0,False
Sweden,All,2020,27,True
Latvia,All,2017,1,True
Switzerland,All,2019,2,True
Serbia,All,2020,6,True
India,All,2016,156,True
World Intellectual Property Organization (WIPO),All,2023,2173,False
Portugal,All,2019,6,True
Cuba,All,2020,1,True
South Korea,All,2019,6615,True
China (mainland),Banking and Finance,2023,2950,False
Japan,Banking and Finance,2017,71,True
Chile,Banking and Finance,2024,0,False
South Africa,Banking and Finance,2018,0,True
Luxembourg,Banking and Finance,2021,0,True
Azerbaijan,Banking and Finance,2018,0,True
Israel,Banking and Finance,2016,0,True
United States,Banking and Finance,2022,300,False
Mexico,Business,2017,8,True
Netherlands,Business,2019,2,True
Norway,Business,2016,0,True
Croatia,Business,2023,0,False
Latvia,Business,2020,0,True
