country,field,year,num_articles,complete
Mexico,All,2020,1344,True
Peru,All,2018,158,True
Mauritania,All,2016,2,True
Kuwait,All,2023,258,True
United Kingdom,All,2024,15431,True
Nigeria,All,2023,1089,True
Laos,All,2019,3,True
Ghana,All,2020,82,True
Nepal,All,2023,172,True
Seychelles,All,2022,1,True
EU,All,2025,30991,False
Norway,All,2016,534,True
Moldova,All,2021,13,True
Bahrain,All,2018,34,True
Israel,Computer Vision,2025,174,False
Ethiopia,Computer Vision,2022,207,True
Burundi,Computer Vision,2023,2,True
Bangladesh,Computer Vision,2022,657,True
New Zealand,Computer Vision,2024,244,True
Honduras,Computer Vision,2019,1,True
Swaziland,Computer Vision,2020,1,True
Quad,Computer Vision,2018,16379,True
Europe,Computer Vision,2019,14269,True
Uganda,Computer Vision,2022,18,True
Costa Rica,Computer Vision,2018,16,True
South Africa,Computer Vision,2017,86,True
Timor-Leste,Computer Vision,2023,4,True
North America and the Caribbean,Computer Vision,2024,13189,True
Estonia,Computer Vision,2023,42,True
Luxembourg,Computer Vision,2018,26,True
Luxembourg,Computer Vision,2019,25,True
Chile,Computer Vision,2020,74,True
Brunei Darussalam,Computer Vision,2023,39,True
Morocco,Computer Vision,2024,386,True
United States,Computer Vision,2024,11243,True
Serbia,Computer Vision,2020,78,True
Thailand,Computer Vision,2022,445,True
United Arab Emirates,Computer Vision,2022,527,True
Poland,Computer Vision,2023,575,True
Denmark,Computer Vision,2020,244,True
Congo,Computer Vision,2019,1,True
Albania,Large language models,2024,1,True
Singapore,Large language models,2023,789,True
Austria,Large language models,2021,55,True
Brunei Darussalam,Large language models,2022,2,True
North America and the Caribbean,Large language models,2025,4202,False
Asia,Large language models,2024,18684,True
South and Central America,Large language models,2016,2,True
South and Central America,Large language models,2021,112,True
Turkey,Large language models,2019,12,True
Luxembourg,Large language models,2023,23,True
Spain,Large language models,2024,299,True
Cambodia,Large language models,2024,6,True
Georgia,Large language models,2022,2,True
Malaysia,Large language models,2018,3,True
Israel,Large language models,2019,84,True
Israel,Large language models,2020,133,True
Cuba,Large language models,2023,2,True
Vietnam,Large language models,2024,135,True
EU,Large language models,2016,144,True
Latvia,Large language models,2017,2,True
Sweden,Large language models,2019,28,True
Iran,Large language models,2024,109,True
Cyprus,Large language models,2019,2,True
Thailand,Large language models,2020,13,True
Portugal,Large language models,2023,71,True
Singapore,Natural Language Processing,2023,540,True
Burundi,Natural Language Processing,2019,1,True
Australia,Natural Language Processing,2024,653,True
Timor-Leste,Natural Language Processing,2024,1,True
Vatican City,Natural Language Processing,2019,1,True
France,Natural Language Processing,2021,792,True
Estonia,Natural Language Processing,2025,16,False
Norway,Natural Language Processing,2022,165,True
Tanzania,Natural Language Processing,2021,3,True
United Arab Emirates,Natural Language Processing,2017,64,True
Albania,Natural Language Processing,2023,12,True
Portugal,Natural Language Processing,2020,161,True
Argentina,Natural Language Processing,2024,32,True
NATO,Natural Language Processing,2019,10313,True
ASEAN,Natural Language Processing,2022,1677,True
Sweden,Natural Language Processing,2023,260,True
Afghanistan,Natural Language Processing,2020,2,True
Philippines,Natural Language Processing,2023,101,True
Netherlands,Natural Language Processing,2022,516,True
Chile,Natural Language Processing,2025,38,False
Saudi Arabia,Natural Language Processing,2019,200,True
Lithuania,Natural Language Processing,2024,25,True
Bosnia and Herzegovina,Natural Language Processing,2020,8,True
Zambia,Natural Language Processing,2025,1,False
Singapore,Robotics,2021,481,True
Bulgaria,Robotics,2021,68,True
Bulgaria,Robotics,2024,77,True
Iraq,Robotics,2022,174,True
Ethiopia,Robotics,2021,13,True
Syria,Robotics,2024,9,True
Turkey,Robotics,2024,524,True
Oceania,Robotics,2016,748,True
Brunei Darussalam,Robotics,2022,5,True
Rwanda,Robotics,2021,1,True
Belarus,Robotics,2025,11,False
Switzerland,Robotics,2022,660,True
Kazakhstan,Robotics,2016,33,True
OECD,Robotics,2023,25565,True
Austria,Robotics,2019,264,True
Peru,Robotics,2017,41,True
Quad,Robotics,2022,12589,True
Serbia,Robotics,2017,49,True
Malta,Robotics,2016,7,True
Benin,Robotics,2020,1,True
Taiwan,Robotics,2017,369,True
Denmark,Robotics,2017,225,True
South Africa,Robotics,2025,36,False
Luxembourg,Robotics,2018,40,True
Sweden,Robotics,2021,432,True
Sweden,Robotics,2023,491,True
Germany,Robotics,2020,2264,True
Spain,Robotics,2020,877,True
Europe,Robotics,2024,13118,True
Netherlands,Robotics,2026,1,False
EU,Robotics,2020,8765,True
Romania,Robotics,2019,306,True
Malaysia,Robotics,2019,294,True
Uganda,AI Safety,2023,5,True
Jordan,AI Safety,2019,1,True
Jordan,AI Safety,2022,5,True
OECD,AI Safety,2019,3364,True
OECD,AI Safety,2020,4479,True
Sweden,AI Safety,2023,95,True
Azerbaijan,AI Safety,2017,1,True
Costa Rica,AI Safety,2025,1,False
Indonesia,AI Safety,2019,2,True
Estonia,AI Safety,2018,2,True
Sri Lanka,AI Safety,2023,16,True
Iran,AI Safety,2018,8,True
Iran,AI Safety,2020,12,True
Poland,AI Safety,2016,6,True
Kenya,All,2022,164,True
Cameroon,All,2020,56,True
North Korea,All,2018,8,True
Portugal,All,2019,1481,True
Djibouti,All,2017,1,True
Qatar,All,2025,413,False
Mali,All,2018,3,True
ASEAN,All,2017,6423,True
Malaysia,All,2022,3342,True
United Arab Emirates,All,2024,2706,True
Swaziland,All,2016,1,True
Swaziland,All,2018,2,True
Malawi,All,2020,4,True
Mexico,All,2016,949,True
Greece,All,2017,809,True
Greece,All,2024,2010,True
Slovakia,All,2018,293,True
Croatia,All,2018,265,True
United Kingdom,All,2026,5,False
Belgium,All,2016,1051,True
Belgium,All,2017,1048,True
Sri Lanka,All,2020,419,True
EU,All,2022,49465,True
Cuba,All,2024,48,True
Bhutan,All,2016,1,True
Egypt,All,2018,888,True
Egypt,All,2023,2641,True
Dominican Republic,Computer Vision,2023,1,True
Israel,Computer Vision,2019,273,True
Philippines,Computer Vision,2024,440,True
Armenia,Computer Vision,2017,6,True
Oceania,Computer Vision,2022,2072,True
Jamaica,Computer Vision,2016,2,True
Bangladesh,Computer Vision,2016,123,True
Bolivia,Computer Vision,2018,1,True
Mongolia,Computer Vision,2021,8,True
Cuba,Computer Vision,2021,23,True
South Korea,Computer Vision,2023,3609,True
Oman,Computer Vision,2019,22,True
Greece,Computer Vision,2024,395,True
Brunei Darussalam,Computer Vision,2020,10,True
Nigeria,Computer Vision,2020,98,True
Cambodia,Computer Vision,2017,3,True
Zambia,Computer Vision,2022,6,True
United States,Computer Vision,2023,11628,True
Cameroon,Computer Vision,2017,3,True
Malaysia,Computer Vision,2024,1239,True
Barbados,Computer Vision,2020,1,True
Guinea,Computer Vision,2021,1,True
Indonesia,Computer Vision,2020,1244,True
Indonesia,Computer Vision,2024,1856,True
Iran,Computer Vision,2019,616,True
Czechia,Computer Vision,2021,256,True
Albania,Large language models,2023,1,True
Austria,Large language models,2016,1,True
Quad,Large language models,2025,5663,False
Kazakhstan,Large language models,2025,36,False
Nepal,Large language models,2020,2,True
Ethiopia,Large language models,2019,1,True
North Macedonia,Large language models,2021,1,True
Malawi,Large language models,2022,2,True
Malta,Large language models,2022,6,True
Indonesia,Large language models,2018,6,True
New Zealand,Large language models,2020,16,True
Slovenia,Large language models,2016,3,True
Europe,Large language models,2026,1,False
Denmark,Large language models,2025,70,False
Ghana,Large language models,2020,1,True
Algeria,Large language models,2024,27,True
Egypt,Large language models,2021,33,True
China (mainland),Large language models,2018,699,True
China (mainland),Large language models,2020,2640,True
Russia,Large language models,2017,7,True
Brazil,Large language models,2016,2,True
United Arab Emirates,Large language models,2021,54,True
Greece,Natural Language Processing,2025,87,False
Denmark,Natural Language Processing,2023,260,True
North America and the Caribbean,Natural Language Processing,2016,3474,True
Rwanda,Natural Language Processing,2021,2,True
Japan,Natural Language Processing,2021,844,True
Belarus,Natural Language Processing,2020,7,True
Australia,Natural Language Processing,2019,402,True
Australia,Natural Language Processing,2025,430,False
Somalia,Natural Language Processing,2019,1,True
New Zealand,Natural Language Processing,2017,55,True
OECD,Natural Language Processing,2016,8721,True
Ireland,Natural Language Processing,2022,165,True
EU,Natural Language Processing,2023,5974,True
Venezuela,Natural Language Processing,2020,1,True
Malaysia,Natural Language Processing,2020,146,True
Kosovo,Natural Language Processing,2024,5,True
Niger,Natural Language Processing,2016,1,True
Lebanon,Natural Language Processing,2025,16,False
Nicaragua,Natural Language Processing,2023,1,True
Norway,Natural Language Processing,2016,82,True
Tunisia,Natural Language Processing,2016,92,True
United Arab Emirates,Natural Language Processing,2018,58,True
Five Eyes,Natural Language Processing,2020,7959,True
Five Eyes,Natural Language Processing,2021,8812,True
Taiwan,Natural Language Processing,2020,239,True
Brunei Darussalam,Natural Language Processing,2021,6,True
India,Natural Language Processing,2022,2732,True
Malta,Natural Language Processing,2019,12,True
Jordan,Natural Language Processing,2022,88,True
Netherlands,Natural Language Processing,2023,607,True
Chile,Natural Language Processing,2019,31,True
Liechtenstein,Natural Language Processing,2022,1,True
Costa Rica,Natural Language Processing,2019,9,True
Uganda,Natural Language Processing,2019,1,True
Mauritania,Natural Language Processing,2024,1,True
Azerbaijan,Natural Language Processing,2024,15,True
Italy,Natural Language Processing,2020,567,True
Iran,Natural Language Processing,2022,162,True
El Salvador,Robotics,2020,7,True
United Arab Emirates,Robotics,2021,130,True
Mongolia,Robotics,2018,2,True
Guatemala,Robotics,2017,3,True
Vatican City,Robotics,2021,3,True
Syria,Robotics,2020,7,True
Syria,Robotics,2023,10,True
Barbados,Robotics,2019,2,True
Kyrgyzstan,Robotics,2017,1,True
Bolivia,Robotics,2023,2,True
Cuba,Robotics,2017,2,True
North Macedonia,Robotics,2023,7,True
Trinidad and Tobago,Robotics,2020,2,True
Cambodia,Robotics,2024,5,True
Brazil,Robotics,2024,539,True
Iran,Robotics,2019,415,True
Poland,Robotics,2018,392,True
Taiwan,Robotics,2019,506,True
Czechia,Robotics,2020,169,True
Chile,Robotics,2021,65,True
France,Robotics,2017,1151,True
Lebanon,Robotics,2024,28,True
Philippines,Robotics,2024,78,True
Yemen,Robotics,2021,5,True
Myanmar,Robotics,2017,7,True
Australia,Robotics,2022,715,True
Colombia,Robotics,2019,150,True
Tanzania,Robotics,2022,2,True
Germany,Robotics,2026,2,False
South Korea,Robotics,2021,1411,True
Qatar,Robotics,2020,26,True
Qatar,Robotics,2023,48,True
Qatar,Robotics,2025,29,False
Angola,Robotics,2016,1,True
India,Robotics,2019,1473,True
India,Robotics,2021,2186,True
Bosnia and Herzegovina,Robotics,2020,30,True
Sri Lanka,Robotics,2022,52,True
Tajikistan,Robotics,2021,1,True
Estonia,Robotics,2018,22,True
Japan,AI Safety,2024,249,True
Global Partnership on Artificial Intelligence,AI Safety,2019,3391,True
France,AI Safety,2021,204,True
Switzerland,AI Safety,2017,39,True
Morocco,AI Safety,2020,2,True
South Africa,AI Safety,2023,16,True
Quad,AI Safety,2021,2957,True
Brazil,AI Safety,2023,63,True
Syria,AI Safety,2021,1,True
Cyprus,AI Safety,2021,10,True
Africa,AI Safety,2023,126,True
Iceland,AI Safety,2018,1,True
Saudi Arabia,AI Safety,2020,25,True
Russia,AI Safety,2019,9,True
Thailand,AI Safety,2022,8,True
Thailand,AI Safety,2024,23,True
Tajikistan,AI Safety,2019,1,True
Saint Lucia,AI Safety,2024,2,True
Chile,AI Safety,2017,1,True
Chile,AI Safety,2025,9,False
Romania,AI Safety,2022,8,True
Colombia,AI Safety,2017,1,True
United Kingdom,AI Safety,2016,134,True
Serbia,AI Safety,2016,2,True
Netherlands,AI Safety,2020,126,True
Libya,AI Safety,2024,1,True
North America and the Caribbean,AI Safety,2018,1373,True
Cameroon,All,2024,117,True
Barbados,All,2019,4,True
Montenegro,All,2024,44,True
Estonia,All,2020,219,True
ASEAN,All,2018,8413,True
Bosnia and Herzegovina,All,2023,140,True
Costa Rica,All,2018,48,True
Costa Rica,All,2021,55,True
Zimbabwe,All,2023,56,True
Mongolia,All,2016,7,True
Liechtenstein,All,2017,3,True
Bahamas,All,2019,1,True
Singapore,All,2021,3402,True
Bangladesh,All,2023,2562,True
Switzerland,All,2017,1711,True
Kazakhstan,All,2018,137,True
Morocco,All,2021,1006,True
Azerbaijan,All,2025,85,False
Mauritius,All,2016,6,True
Mauritius,All,2017,9,True
Norway,All,2020,1265,True
India,All,2025,25220,False
France,All,2019,6931,True
South and Central America,All,2025,3347,False
Bhutan,All,2024,7,True
Burkina Faso,All,2018,5,True
Canada,Computer Vision,2025,1151,False
Dominican Republic,Computer Vision,2022,2,True
Belgium,Computer Vision,2021,425,True
Armenia,Computer Vision,2022,10,True
Belarus,Computer Vision,2020,37,True
Uruguay,Computer Vision,2025,6,False
Ghana,Computer Vision,2024,71,True
Finland,Computer Vision,2020,301,True
Cape Verde,Computer Vision,2018,1,True
Italy,Computer Vision,2018,913,True
Iraq,Computer Vision,2024,875,True
North America and the Caribbean,Computer Vision,2023,13734,True
Mongolia,Computer Vision,2025,10,False
Ecuador,Computer Vision,2023,78,True
Congo,Computer Vision,2023,1,True
Malta,Computer Vision,2025,10,False
Brazil,Computer Vision,2025,471,False
OECD,Computer Vision,2025,20597,False
Luxembourg,Computer Vision,2016,20,True
China (mainland),Computer Vision,2023,43254,True
Cyprus,Computer Vision,2023,96,True
Zambia,Computer Vision,2023,7,True
Vietnam,Computer Vision,2018,219,True
Cameroon,Computer Vision,2025,11,False
Botswana,Computer Vision,2020,4,True
Denmark,Computer Vision,2019,190,True
Denmark,Computer Vision,2025,201,False
Guatemala,Computer Vision,2023,2,True
Congo,Computer Vision,2022,3,True
Congo,Computer Vision,2023,4,True
Japan,Large language models,2021,495,True
Estonia,Large language models,2018,1,True
Togo,Large language models,2022,1,True
Singapore,Large language models,2022,426,True
Switzerland,Large language models,2017,26,True
Bosnia and Herzegovina,Large language models,2024,1,True
Sri Lanka,Large language models,2023,24,True
Afghanistan,Large language models,2022,1,True
India,Large language models,2017,36,True
India,Large language models,2018,82,True
Turkey,Large language models,2021,69,True
Zambia,Large language models,2025,1,False
Global Partnership on Artificial Intelligence,Large language models,2021,7968,True
Uganda,Large language models,2023,6,True
Comoros,Large language models,2024,1,True
Mongolia,Large language models,2024,1,True
Ireland,Large language models,2025,74,False
France,Large language models,2025,296,False
Panama,Large language models,2024,1,True
Italy,Large language models,2016,10,True
Saudi Arabia,Large language models,2025,272,False
Argentina,Large language models,2023,8,True
Argentina,Large language models,2025,13,False
Africa,Natural Language Processing,2023,922,True
North Macedonia,Natural Language Processing,2021,17,True
North America and the Caribbean,Natural Language Processing,2017,3501,True
Global Partnership on Artificial Intelligence,Natural Language Processing,2023,18687,True
OECD,Natural Language Processing,2022,12717,True
Iraq,Natural Language Processing,2024,161,True
Europe,Natural Language Processing,2024,6758,True
Sri Lanka,Natural Language Processing,2024,88,True
South and Central America,Natural Language Processing,2022,422,True
Ireland,Natural Language Processing,2019,149,True
Estonia,Natural Language Processing,2022,42,True
EU,Natural Language Processing,2024,4533,True
Malaysia,Natural Language Processing,2016,104,True
Lebanon,Natural Language Processing,2018,19,True
Belgium,Natural Language Processing,2024,166,True
Iceland,Natural Language Processing,2024,3,True
Tunisia,Natural Language Processing,2022,67,True
Five Eyes,Natural Language Processing,2016,4460,True
Sweden,Natural Language Processing,2022,205,True
Myanmar,Natural Language Processing,2025,8,False
Vietnam,Natural Language Processing,2018,107,True
Vietnam,Natural Language Processing,2019,142,True
Spain,Natural Language Processing,2021,609,True
South Korea,Natural Language Processing,2016,177,True
Kuwait,Natural Language Processing,2024,28,True
Libya,Natural Language Processing,2022,7,True
Bosnia and Herzegovina,Natural Language Processing,2017,7,True
Iran,Natural Language Processing,2023,189,True
South Africa,Natural Language Processing,2017,38,True
El Salvador,Robotics,2025,2,False
Zimbabwe,Robotics,2019,6,True
Zimbabwe,Robotics,2022,1,True
Honduras,Robotics,2017,1,True
Honduras,Robotics,2025,4,False
Guatemala,Robotics,2022,1,True
Ethiopia,Robotics,2017,3,True
Kyrgyzstan,Robotics,2020,2,True
Mozambique,Robotics,2019,2,True
Africa,Robotics,2024,700,True
Vietnam,Robotics,2021,281,True
San Marino,Robotics,2025,1,False
Georgia,Robotics,2022,2,True
France,Robotics,2023,1183,True
Costa Rica,Robotics,2025,7,False
Finland,Robotics,2023,229,True
Lebanon,Robotics,2023,44,True
Iceland,Robotics,2022,8,True
Panama,Robotics,2020,5,True
Luxembourg,Robotics,2020,36,True
Libya,Robotics,2019,3,True
Germany,Robotics,2016,1754,True
South Korea,Robotics,2026,6,False
Europe,Robotics,2025,7701,False
Mexico,Robotics,2017,265,True
Asia,Robotics,2023,28499,True
Ireland,Robotics,2018,77,True
South Korea,AI Safety,2018,39,True
Algeria,AI Safety,2019,3,True
Germany,AI Safety,2017,168,True
Germany,AI Safety,2018,270,True
Italy,AI Safety,2018,61,True
Egypt,AI Safety,2022,11,True
Brazil,AI Safety,2016,17,True
China (mainland),AI Safety,2022,955,True
Cyprus,AI Safety,2025,15,False
Croatia,AI Safety,2016,1,True
Montenegro,AI Safety,2025,1,False
Chile,AI Safety,2024,24,True
Colombia,AI Safety,2016,3,True
EU,AI Safety,2021,1418,True
Asia,AI Safety,2022,1705,True
United Kingdom,AI Safety,2017,159,True
Mauritius,AI Safety,2023,1,True
Norway,AI Safety,2018,10,True
South and Central America,AI Safety,2020,71,True
North America and the Caribbean,AI Safety,2021,2759,True
Poland,AI Safety,2022,16,True
Bulgaria,All,2021,349,True
Lebanon,All,2019,197,True
Cambodia,All,2017,4,True
Tanzania,All,2017,15,True
Italy,All,2023,9127,True
Namibia,All,2024,42,True
Guyana,All,2025,3,False
Algeria,All,2017,506,True
Ukraine,All,2020,1157,True
Congo,All,2017,1,True
Iceland,All,2022,96,True
Slovenia,All,2018,255,True
Kyrgyzstan,All,2022,29,True
Guatemala,All,2025,6,False
China (mainland),All,2018,35534,True
Mexico,All,2021,1448,True
Jordan,All,2021,567,True
Jordan,All,2022,716,True
Iraq,All,2016,275,True
Peru,All,2023,536,True
North America and the Caribbean,All,2025,37005,False
Saint Lucia,All,2020,1,True
Saint Lucia,All,2021,1,True
Oman,All,2024,589,True
Spain,All,2024,5524,True
Morocco,All,2018,657,True
Azerbaijan,All,2018,55,True
Azerbaijan,All,2020,51,True
Nepal,All,2019,60,True
Côte d'Ivoire,All,2025,11,False
Saudi Arabia,All,2025,3877,False
Ireland,All,2016,486,True
United States,All,2025,31973,False
Vietnam,All,2024,1823,True
South Korea,All,2016,3087,True
South and Central America,All,2023,6105,True
Bhutan,All,2017,3,True
Paraguay,Computer Vision,2019,8,True
Spain,Computer Vision,2018,931,True
Uruguay,Computer Vision,2024,15,True
Namibia,Computer Vision,2022,3,True
Namibia,Computer Vision,2024,6,True
Liechtenstein,Computer Vision,2022,4,True
Kenya,Computer Vision,2023,51,True
Asia,Computer Vision,2018,30871,True
Angola,Computer Vision,2019,1,True
Hungary,Computer Vision,2024,165,True
Nepal,Computer Vision,2021,36,True
Uganda,Computer Vision,2020,17,True
Lithuania,Computer Vision,2023,78,True
Papua New Guinea,Computer Vision,2019,2,True
Benin,Computer Vision,2024,11,True
Bhutan,Computer Vision,2024,2,True
Ecuador,Computer Vision,2020,66,True
Cuba,Computer Vision,2017,20,True
Qatar,Computer Vision,2025,123,False
India,Computer Vision,2018,6092,True
Singapore,Computer Vision,2017,538,True
Luxembourg,Computer Vision,2022,47,True
Dominica,Computer Vision,2025,1,False
Kosovo,Computer Vision,2022,4,True
Kosovo,Computer Vision,2025,3,False
Kuwait,Computer Vision,2021,16,True
Vietnam,Computer Vision,2019,289,True
Fiji,Computer Vision,2017,1,True
Romania,Large language models,2025,35,False
ASEAN,Large language models,2022,711,True
ASEAN,Large language models,2025,946,False
Uzbekistan,Large language models,2024,11,True
Nigeria,Large language models,2024,14,True
South and Central America,Large language models,2018,28,True
Finland,Large language models,2022,50,True
Global Partnership on Artificial Intelligence,Large language models,2018,1630,True
Oceania,Large language models,2025,675,False
Ecuador,Large language models,2025,11,False
Peru,Large language models,2023,4,True
Armenia,Large language models,2020,2,True
Europe,Large language models,2016,218,True
Ghana,Large language models,2021,1,True
NATO,Large language models,2021,6254,True
NATO,Large language models,2025,6972,False
Yemen,Large language models,2023,7,True
Ukraine,Large language models,2024,41,True
Algeria,Large language models,2025,22,False
Sweden,Large language models,2021,80,True
Egypt,Large language models,2024,91,True
Singapore,Natural Language Processing,2017,190,True
Latvia,Natural Language Processing,2022,16,True
North Macedonia,Natural Language Processing,2025,12,False
North America and the Caribbean,Natural Language Processing,2023,7026,True
Botswana,Natural Language Processing,2024,14,True
Côte d'Ivoire,Natural Language Processing,2016,3,True
New Zealand,Natural Language Processing,2016,36,True
Guatemala,Natural Language Processing,2021,1,True
Yemen,Natural Language Processing,2017,8,True
South Sudan,Natural Language Processing,2022,1,True
Congo,Natural Language Processing,2022,1,True
Estonia,Natural Language Processing,2018,21,True
Estonia,Natural Language Processing,2019,29,True
Asia,Natural Language Processing,2016,5179,True
Tunisia,Natural Language Processing,2020,51,True
Syria,Natural Language Processing,2021,5,True
Syria,Natural Language Processing,2025,5,False
Algeria,Natural Language Processing,2024,87,True
Oman,Natural Language Processing,2024,35,True
Poland,Natural Language Processing,2023,283,True
Russia,Natural Language Processing,2018,348,True
Russia,Natural Language Processing,2025,170,False
Costa Rica,Natural Language Processing,2024,2,True
Congo,Natural Language Processing,2024,3,True
Indonesia,Natural Language Processing,2017,212,True
Indonesia,Natural Language Processing,2024,926,True
Cape Verde,Natural Language Processing,2024,1,True
Armenia,Natural Language Processing,2024,7,True
Mongolia,Natural Language Processing,2016,2,True
Iran,Natural Language Processing,2021,183,True
Bulgaria,Robotics,2025,38,False
El Salvador,Robotics,2017,2,True
Ethiopia,Robotics,2016,4,True
Uruguay,Robotics,2017,7,True
Uruguay,Robotics,2020,2,True
Bolivia,Robotics,2017,1,True
Indonesia,Robotics,2021,489,True
Montenegro,Robotics,2023,1,True
Ghana,Robotics,2023,3,True
Vietnam,Robotics,2018,93,True
Liechtenstein,Robotics,2017,1,True
Malta,Robotics,2019,9,True
Hungary,Robotics,2023,148,True
Slovenia,Robotics,2017,65,True
Czechia,Robotics,2016,124,True
Nigeria,Robotics,2023,78,True
Denmark,Robotics,2025,187,False
Philippines,Robotics,2019,58,True
South Africa,Robotics,2021,94,True
Tanzania,Robotics,2016,1,True
Kosovo,Robotics,2018,9,True
Global Partnership on Artificial Intelligence,Robotics,2025,16029,False
Netherlands,Robotics,2016,354,True
Netherlands,Robotics,2018,455,True
Egypt,Robotics,2018,148,True
Egypt,Robotics,2024,211,True
India,Robotics,2018,1338,True
Armenia,Robotics,2023,9,True
Slovenia,AI Safety,2019,3,True
United States,AI Safety,2025,2009,False
France,AI Safety,2016,81,True
Switzerland,AI Safety,2024,113,True
Germany,AI Safety,2021,545,True
Austria,AI Safety,2017,23,True
Brazil,AI Safety,2017,27,True
Brazil,AI Safety,2022,68,True
Bulgaria,AI Safety,2018,1,True
Ukraine,AI Safety,2018,1,True
ASEAN,AI Safety,2021,171,True
Niger,AI Safety,2019,1,True
Bosnia and Herzegovina,AI Safety,2023,2,True
Luxembourg,AI Safety,2017,3,True
Singapore,AI Safety,2022,101,True
Liechtenstein,AI Safety,2020,4,True
Burkina Faso,AI Safety,2022,1,True
Asia,AI Safety,2020,1466,True
Asia,AI Safety,2025,4134,False
United Kingdom,AI Safety,2019,346,True
Serbia,AI Safety,2021,5,True
Taiwan,AI Safety,2018,18,True
South and Central America,AI Safety,2018,52,True
Argentina,AI Safety,2017,4,True
North America and the Caribbean,AI Safety,2016,664,True
Pakistan,AI Safety,2018,9,True
Kazakhstan,AI Safety,2021,1,True
Sweden,All,2023,2676,True
Belarus,All,2022,103,True
Vatican City,All,2018,1,True
North Korea,All,2019,7,True
Romania,All,2020,1272,True
Lesotho,All,2021,2,True
Russia,All,2016,1730,True
Ukraine,All,2022,994,True
Mali,All,2016,3,True
Zambia,All,2018,4,True
Serbia,All,2022,530,True
Guatemala,All,2017,10,True
Burundi,All,2020,2,True
United Arab Emirates,All,2019,740,True
Bangladesh,All,2024,3173,True
Kosovo,All,2017,27,True
Antigua and Barbuda,All,2024,6,True
United Kingdom,All,2018,9054,True
Nigeria,All,2018,218,True
Laos,All,2022,2,True
Belgium,All,2024,1796,True
Kazakhstan,All,2025,415,False
Fiji,All,2016,28,True
Côte d'Ivoire,All,2022,20,True
Uruguay,All,2023,72,True
Norway,All,2022,1713,True
Norway,All,2025,885,False
Cuba,All,2020,85,True
South Korea,All,2025,7062,False
Turkey,All,2017,1783,True
Taiwan,Computer Vision,2021,1334,True
Tunisia,Computer Vision,2021,297,True
Philippines,Computer Vision,2022,307,True
Namibia,Computer Vision,2016,1,True
Jamaica,Computer Vision,2023,3,True
Bangladesh,Computer Vision,2020,482,True
Sri Lanka,Computer Vision,2020,103,True
Colombia,Computer Vision,2016,111,True
Cape Verde,Computer Vision,2019,1,True
Venezuela,Computer Vision,2018,10,True
Iraq,Computer Vision,2017,169,True
Albania,Computer Vision,2016,2,True
Saudi Arabia,Computer Vision,2021,954,True
Lebanon,Computer Vision,2022,65,True
Mongolia,Computer Vision,2024,15,True
South Korea,Computer Vision,2016,1122,True
Oman,Computer Vision,2016,11,True
Singapore,Computer Vision,2021,1079,True
Singapore,Computer Vision,2024,1425,True
Brazil,Computer Vision,2017,579,True
Brazil,Computer Vision,2022,774,True
China (mainland),Computer Vision,2025,30919,False
Greece,Computer Vision,2022,374,True
Brunei Darussalam,Computer Vision,2017,3,True
Brunei Darussalam,Computer Vision,2019,10,True
Sweden,Computer Vision,2016,220,True
Romania,Computer Vision,2021,369,True
Latvia,Computer Vision,2017,14,True
Morocco,Computer Vision,2019,219,True
Trinidad and Tobago,Computer Vision,2022,2,True
Yemen,Computer Vision,2022,54,True
Sierra Leone,Computer Vision,2020,2,True
Iran,Computer Vision,2025,391,False
South and Central America,Computer Vision,2019,1367,True
Denmark,Computer Vision,2024,385,True
Norway,Large language models,2023,85,True
Romania,Large language models,2023,46,True
Switzerland,Large language models,2022,224,True
Switzerland,Large language models,2025,225,False
India,Large language models,2020,309,True
Kazakhstan,Large language models,2018,1,True
Nepal,Large language models,2022,4,True
Australia,Large language models,2024,802,True
Libya,Large language models,2025,2,False
Czechia,Large language models,2023,78,True
Cambodia,Large language models,2022,1,True
New Zealand,Large language models,2018,4,True
New Zealand,Large language models,2025,44,False
Bangladesh,Large language models,2021,55,True
South Africa,Large language models,2020,10,True
Mauritius,Large language models,2025,3,False
Serbia,Large language models,2021,6,True
Azerbaijan,Large language models,2025,4,False
Europe,Large language models,2019,1064,True
OECD,Large language models,2020,5245,True
Brazil,Large language models,2022,78,True
United Arab Emirates,Large language models,2022,63,True
Hungary,Large language models,2016,2,True
Slovenia,Natural Language Processing,2024,49,True
Greece,Natural Language Processing,2022,125,True
Latvia,Natural Language Processing,2020,36,True
North Macedonia,Natural Language Processing,2022,21,True
North America and the Caribbean,Natural Language Processing,2022,5730,True
Botswana,Natural Language Processing,2016,4,True
Côte d'Ivoire,Natural Language Processing,2024,2,True
Kenya,Natural Language Processing,2020,8,True
Montenegro,Natural Language Processing,2023,5,True
El Salvador,Natural Language Processing,2024,1,True
New Zealand,Natural Language Processing,2018,46,True
Bahrain,Natural Language Processing,2020,6,True
Namibia,Natural Language Processing,2021,3,True
Europe,Natural Language Processing,2021,8173,True
Estonia,Natural Language Processing,2021,33,True
Slovakia,Natural Language Processing,2022,58,True
Finland,Natural Language Processing,2020,176,True
Nepal,Natural Language Processing,2024,17,True
Syria,Natural Language Processing,2024,5,True
Oceania,Natural Language Processing,2016,264,True
Austria,Natural Language Processing,2020,138,True
Poland,Natural Language Processing,2019,188,True
Malta,Natural Language Processing,2022,8,True
