Country,CountryName,Year,INVESTMENT,CAPITAL,GDP,HC_index,LABOR,TFP,TFP_Growth,GDP_Growth,AI_Patents,TFP_Change,Efficiency_Change,Technical_Change,FDI_inflows,FIN_credit_financial,FIN_credit_private,FIN_deposits,GDPPC_constant2015,GDPPC_ppp,GOV_consumption,GOV_expense,INF_broadband,INF_internet,INF_mobile,INF_telephone,INST_rule_of_law,OPEN_trade,URB_urban_pop,LNPGDP_constant2015,LNPGDP_ppp,LN_AI_Patents,LN_HC_index,AI_Patents_L1,LN_AI_Patents_L1,AI_Patents_L2,LN_AI_Patents_L2,AI_Patent_Stock,LN_AI_Patent_Stock,AI_x_RL,AI_x_MOBILE,AI_x_BROADBAND
BRA,Brazil,2005,221336823885.976,3053225047591.243,1368459094848.72,2.25713014602661,83330243.0,244.47402475081034,-0.579214400686312,3.202132062162777,160.0,0.9843638705091116,0.9999999999999911,0.9843638705091203,1.73389357182998,,31.8397841553463,50.75538,7409.56827992249,15221.0138281917,18.8900014180073,,1.75095,21.0227,46.6789,21.6,-0.475531458854675,27.0867952052479,82.9838799596945,8.91052745477402,9.630432240773551,5.081404364984463,0.8140941594545528,86.0,4.465908118654584,100.0,4.61512051684126,926.0,6.831953565565855,-2.416367630711575,237.19436621267326,8.897284972869546
BRA,Brazil,2006,236079601195.265,3136643396406.946,1422677289673.84,2.29880857467651,85281316.0,245.0821837208361,0.24876220311980113,3.9619887089949124,146.0,0.9807599226036119,1.00000000000001,0.9807599226036021,1.753125434984,,35.4251666759672,54.36062,7622.03919432148,15657.4795714009,19.0389169434879,,2.55394,28.1784,53.5317,20.8,-0.402620196342468,26.0416998879446,83.2672101364439,8.938799223682652,9.658704009682184,4.990432586778736,0.8323909777108361,160.0,5.081404364984463,86.0,4.465908118654584,1072.0,6.9782137426306985,-2.009248947922705,267.1463401056633,12.745265400677685
BRA,Brazil,2007,264296798014.956,3244108024601.554,1509031960316.93,2.34125638008118,86726175.0,251.116715448194,2.4622482286315917,6.069870607331285,140.0,0.9709659057459715,0.9999999999999845,0.9709659057459866,3.19082655934052,,40.6909379439314,57.08057,8003.2532101272,16440.5837398046,18.9429876166654,,4.03572,30.88,64.1626,20.9,-0.40977942943573,25.2926113757805,83.5382571292649,8.987603389267655,9.707508175267186,4.948759890378168,0.8506876998471646,146.0,4.990432586778736,160.0,5.081404364984463,1212.0,7.10085190894405,-2.0279000042935915,317.52530134237827,19.971809264796985
BRA,Brazil,2008,296770834353.685,3378673457725.1616,1585904997750.07,2.38448834419251,89200229.0,252.44758946886776,0.5299822508025409,5.094195448119931,94.0,2.3018463883063918,1.0000000000000124,2.3018463883063633,2.99060892561747,,45.7822559944444,58.68953,8330.76364001877,17113.3679822772,18.8393928715842,,5.26189,33.83,79.132,21.7,-0.288044780492783,27.2575694165953,83.8036050557184,9.027710404430774,9.747615190430306,4.553876891600541,0.8689845705884013,140.0,4.948759890378168,146.0,4.990432586778736,1306.0,7.175489713624222,-1.3117204696322347,360.357386186134,23.96199927714397
BRA,Brazil,2009,290438116325.471,3500177901164.3745,1583909738906.86,2.42851853370667,89786445.0,245.04167841704577,-2.933643005822917,-0.12581200299138784,96.0,1.5348001785625933,1.000000000000004,1.534800178562587,1.88848240446291,,47.4942898468856,51.55722,8246.09612122851,16939.4407809047,19.6506384028556,,6.10683,39.22,88.1849,21.6,-0.103854693472385,22.1059756060711,84.0698380333651,9.017495169908646,9.737399955908176,4.574710978503383,0.8872814145252799,94.0,4.553876891600541,140.0,4.948759890378168,1402.0,7.246368080102461,-0.4751052063972233,403.42043016822294,27.936982244853816
BRA,Brazil,2010,342292709370.151,3667461715476.3066,1703150040806.99,2.47336173057556,96467543.0,244.47823298578066,-0.2299386108130408,7.52822581812167,78.0,1.2458830791256001,0.9999999999999969,1.245883079125604,3.73001226987179,,52.7646576299427,50.26419,8792.63334959864,18062.158110224,19.0168578361845,28.0594682315254,7.27968,40.65,101.667,21.8,0.0564144365489483,22.7721781132208,84.343846036308,9.081669530522428,9.80157431652196,4.3694478524670215,0.9055782498100508,96.0,4.574710978503383,94.0,4.553876891600541,1480.0,7.300472814267799,0.2464999386269392,444.2286548167647,31.808182142647127
BRA,Brazil,2011,365685151995.703,3849773781698.1943,1770840429106.43,2.5608959197998,90931209.0,253.89779198612834,3.852923381074813,3.974423079446754,88.0,1.332696077757999,1.0000000000000024,1.3326960777579957,3.91517954138648,,58.0784911068154,50.17903,9067.99212019529,18627.8104527933,18.6692569362796,28.6625216779187,9.13182,45.69,120.008,22.0,0.0451417230069637,23.9344051765103,84.6225758599683,9.112506142658724,9.832410928658256,4.48863636973214,0.9403571659385164,78.0,4.3694478524670215,96.0,4.574710978503383,1568.0,7.358193752733032,0.20262477968143136,538.6722734588146,40.98941937384735
BRA,Brazil,2012,368533023762.941,4025818116376.2256,1804861390164.77,2.62187433242798,89317315.0,253.82769555071098,-0.02760813115743055,1.9211759850946697,90.0,1.1487867722890015,0.9999999999999978,1.148786772289004,3.75496210868766,,62.5192932013758,53.67015,9167.49818450433,18832.2195524356,18.530103265812,28.1749993080182,9.71151,48.56,126.132,22.5,-0.0769327953457832,25.1142736103322,84.8973874181312,9.123419701909391,9.843324487908925,4.51085950651685,0.9638894560571364,88.0,4.48863636973214,78.0,4.3694478524670215,1658.0,7.413970290190444,-0.3470330312484414,568.9637312759833,43.80725720613346
BRA,Brazil,2013,390008184132.424,4214535394689.838,1859094274383.73,2.68430471420288,90770602.0,250.7459614935887,-1.2141047297601126,3.004822670288765,114.0,1.1124666152261136,1.0000000000000013,1.112466615226112,3.04150922966082,,64.2305738280513,52.60246,9366.73824670239,19241.5059814525,18.8924789945529,28.1504864221259,10.7622,51.04,136.589,22.7,-0.0920452028512955,25.7859573281452,85.1676585442726,9.144920208621224,9.864824994620758,4.74493212836325,0.987421742547254,90.0,4.51085950651685,88.0,4.48863636973214,1772.0,7.480428306074208,-0.43674824027082465,648.105534481008,51.06590855187097
BRA,Brazil,2014,373533970831.149,4377342595786.4946,1868463286696.58,2.74822163581848,91977782.0,242.8193733329422,-3.1612027222417183,0.5039557402733541,86.0,1.1172262051851904,1.000000000000001,1.1172262051851891,3.57135261310663,,66.0285103939577,54.7546,9338.34170840985,19183.1727445223,19.1535387106968,29.2822360063977,11.9791,54.551,140.305,22.1,-0.0529657602310181,24.685405813292,85.4331367898168,9.141883968180045,9.86178875417958,4.465908118654584,1.010954024607959,114.0,4.74493212836325,90.0,4.51085950651685,1858.0,7.527793987721444,-0.2365402186264158,626.5892385878313,53.49755994417513
BRA,Brazil,2015,321439054845.258,4479914520842.428,1802211999456.42,2.81366038322449,91961930.0,228.8177089895707,-5.766287982373264,-3.5457633934724786,80.0,1.146006533324978,0.9999999999999993,1.1460065333249787,3.59214973121732,,66.8297006472797,56.98655,8936.1955889444,18357.0690615421,19.7768199561866,33.9491788064342,12.6354,58.328,127.836,21.7,-0.187332957983017,26.9536259372369,85.6935697061881,9.097865228260668,9.817770014260203,4.394449154672439,1.0344862631445646,86.0,4.465908118654584,114.0,4.74493212836325,1938.0,7.569927655242652,-0.8232251588507566,561.768802136706,55.52562284894814
BRA,Brazil,2016,282449055268.201,4538367850068.507,1743173031878.48,2.8806574344635,90212798.0,219.7008596020657,-3.984328585302166,-3.2759169063210747,140.0,1.0939765300072934,0.9999999999999973,1.0939765300072963,4.13737853830264,,62.1940069637572,62.6458,8577.84277969667,17620.9272434403,20.3792974269012,33.4051681395528,13.2177,60.8725,120.101,20.7,-0.201301991939545,24.5336820770756,85.9487048448108,9.056937736591848,9.77684252259138,4.948759890378168,1.058018543952268,80.0,4.394449154672439,86.0,4.465908118654584,2078.0,7.639642287858013,-0.9961952235636498,594.3510115943084,65.41122360305152
BRA,Brazil,2017,275225828621.726,4586675286186.807,1766232928473.27,2.94924998283386,90503629.0,217.9607292228576,-0.7920453212426737,1.3228690539079935,134.0,1.0361877086988773,1.000000000000003,1.036187708698874,3.33826028420938,,59.4843092970149,64.4621,8628.25209645723,17724.4799577815,20.1619046967128,32.3610510088146,14.1218,67.4713,108.093,19.7,-0.305428564548492,24.3197343741684,86.1982897571091,9.062797225494023,9.782702011493557,4.90527477843843,1.0815508949193045,140.0,4.948759890378168,80.0,4.394449154672439,2212.0,7.70210434005105,-1.4982110342943717,530.2258666257452,69.27130936615181
BRA,Brazil,2018,289624978886.943,4646966500764.409,1797736638146.82,3.01947546005249,92076304.0,215.062718543242,-1.3296022131823904,1.7836667613700286,200.0,1.0223929799768656,0.9999999999999958,1.0223929799768698,4.07858861807831,,60.2183479382347,66.60847,8722.33529970988,17917.7492122925,19.8950877838984,32.2312978931774,15.1538,70.4343,101.602,18.6,-0.30234295129776,28.876203376153,86.4420719945072,9.073642290648193,9.793547076647725,5.303304908059076,1.1050831275768038,134.0,4.90527477843843,140.0,4.948759890378168,2412.0,7.7886260656250315,-1.6034168575344767,538.8263852686182,80.36522191574562
BRA,Brazil,2019,301285475912.595,4715903651638.783,1819683008336.22,3.09137320518494,94129066.0,210.246678985391,-2.2393651444904794,1.220777822719521,396.0,1.0234178388296025,1.0000000000000009,1.0234178388296016,3.69267330426814,,62.7905050793429,68.66895,8771.43950372603,18018.62091495,19.9835812871943,31.1361557852699,15.8622,73.9124,97.3747,16.3,-0.224319815635681,28.8902578697354,86.6797991084296,9.079256211432273,9.79916099743181,5.983936280687191,1.1286153951643716,200.0,5.303304908059076,134.0,4.90527477843843,2808.0,7.940583827104244,-1.3423154832594133,582.684000151031,94.91839407151636
BRA,Brazil,2020,296022135253.885,4776130604310.729,1760056385298.89,3.16498303413391,86874675.0,210.05253960800866,-0.09233885563340039,-3.276758796129453,554.0,1.040710839330716,0.9999999999999987,1.0407108393307174,2.59263784624068,,68.6961548472792,76.00596,8435.01046209185,17327.5157248143,20.1351530146558,34.9119748287171,17.4181,81.3427,98.6456,14.7,-0.231919765472412,32.3020785443492,86.9112186503004,9.040146235298428,9.760051021297963,6.318968113746434,1.1521476951185525,396.0,5.983936280687191,200.0,5.303304908059076,3362.0,8.12058871174027,-1.4654936029677228,623.3384009613853,110.06441850204676
BRA,Brazil,2021,334230064783.313,4871554138878.504,1843880907790.44,3.22658061981201,91187695.0,209.1260033084546,-0.4410974041461735,4.76260437970657,622.0,0.9787899016210954,1.0000000000000027,0.9787899016210928,2.77979074096507,,68.8052246831437,71.39072,8799.22844579944,18075.7060048757,18.5475883604547,29.498104322117,19.8363,80.6899,104.825,13.8,-0.301417380571365,37.6563307592575,87.1360781715439,9.082419320008778,9.802324106008314,6.434546518787453,1.1714229448511608,554.0,6.318968113746434,396.0,5.983936280687191,3984.0,8.290292591224315,-1.9394841568575096,674.5013388318948,127.63759511062356
BRA,Brazil,2022,337871418527.24,4965847850461.818,1899505159031.73,3.29099345207214,97918963.0,201.7050626813591,-3.548549921909927,3.0166943540809177,938.0,0.9983492690437268,1.0000000000000016,0.9983492690437252,3.86803201499441,,70.6060973784652,,9032.08377657776,18554.0461828519,18.4022127200972,31.6414358454924,20.9534,80.5278,101.245,13.0,-0.257879137992859,38.8160659764321,87.349556243881,9.108538381315462,9.828443167314997,6.844815479208263,1.1911894803123502,622.0,6.434546518787453,554.0,6.318968113746434,4922.0,8.5016733797582,-1.765135115498405,693.0033431924406,143.4221566620424
BRA,Brazil,2023,327806716034.428,5045362173973.155,1961080569227.7,3.35838437080383,99281765.0,202.5504382028425,0.4191146767688725,3.241655328135984,604.0,0.9900190997211907,0.9999999999999849,0.9900190997212057,2.86383330702497,,71.0755405508788,,9288.02594608687,19079.8122132253,19.0426107944103,32.4311004876146,22.4192,84.1506,101.02,12.1,-0.308802843093872,33.6662298301284,87.6159710235763,9.136481316880165,9.856386102879698,6.405228458030842,1.211460016310846,938.0,6.844815479208263,622.0,6.434546518787453,5526.0,8.617400451833262,-1.9779527585057017,647.0561788302756,143.60009784628505
BRA,Brazil,2024,350296743007.11,5143390808281.607,2028136094548.34,3.4271552788893853,102111527.0,201.62955950340867,-0.4546416722691293,3.4193151659774657,244.0,0.9880178813879223,0.9999999999999996,0.9880178813879228,3.38960802616211,,75.6163785183391,,9566.74408628371,19652.3654991704,18.7696027831201,,,84.4635,,,,35.5845239385389,87.8958549533146,9.166048205689753,9.88595299168929,5.501258210544727,1.2317305523093418,604.0,6.405228458030842,938.0,6.844815479208263,5770.0,8.660600654710967,,,
CHL,Chile,1992,11790748775.4314,106371916881.82115,85414661278.3917,2.66467809677124,4723765.0,286.5408234211294,,,0.0,,,,2.01143578120064,,,31.585,6151.76546454326,12735.6013333406,9.55139959410647,16.3836227075877,,0.0365,0.467541804,9.24,,55.5417477003547,83.4959351320883,8.724494387010008,9.452156605249748,0.0,0.9800832611181669,,,,,0.0,0.0,,0.0,
CHL,Chile,1993,13907897365.0331,114961218402.76318,91125130548.8196,2.67962789535522,4992285.0,285.9579525071272,-0.20341636037863875,6.685584400804201,0.0,1.0005784699956457,1.0000000000000113,1.0005784699956344,2.07129503152446,,,33.34779,6461.73217350303,13377.3053213538,9.90342618638723,16.3830092415828,,0.0718,0.608541585,10.8,,52.9138530560271,83.7341884954788,8.773652699147158,9.501314917386898,0.0,0.9856779398661948,0.0,0.0,,,0.0,0.0,,0.0,
CHL,Chile,1994,14768248442.7463,123981405925.3713,95751374590.6832,2.69466161727905,5036220.0,289.91749139435905,1.3846577276542815,5.076803746673519,0.0,0.9969202233500134,0.9833357748932989,1.0138146590448096,4.49543455707598,,,31.15535,6688.29717704707,13846.3481640718,9.87254217393678,15.8593050019995,,0.141,0.814113391,11.1,,52.8076839539658,84.0491405833779,8.808114588144447,9.535776806384186,0.0,0.9912726370265253,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CHL,Chile,1995,18238747725.666,136021083354.76874,104613573720.419,2.70977973937988,5095317.0,303.21974503998575,4.588289441126681,9.255427577535924,0.0,1.0091227890056444,1.0169466275225356,0.9923065396893528,4.00566641535027,,,32.72477,7201.13100361441,14908.0347974549,9.77908979379382,15.0472060924644,,0.347,1.368639745,12.5,,54.6874835998853,84.4167268897386,8.881993376503107,9.609655594742849,0.0,0.9968673546068626,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CHL,Chile,1996,19865415630.8878,149085444817.9181,112056685779.901,2.72498273849487,5343801.0,303.84095785247706,0.20487215052877872,7.114862627075325,0.0,1.0158494489816285,0.9999999999999956,1.015849448981633,6.1267050997206,,,35.82591,7605.28953010603,15744.7380005491,11.3042387762434,15.7384446004602,,0.683,2.185860172,14.6,1.11373817920685,53.9207498943257,84.8148594016272,8.93659927498857,9.664261493228311,0.0,1.002462093597849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CHL,Chile,1997,22444884651.3311,164076057228.35327,120339623825.598,2.7402708530426,6086471.0,288.8946133145306,-4.919134221925181,7.391739268432551,0.0,1.023801925435596,1.0000000000000029,1.023801925435593,6.14802074641292,,,40.60091,8058.94228801535,16683.9059031298,11.4376438172391,15.864974471906,,1.06,2.766776987,18.0,,54.0992981792892,85.2214501061097,8.994537597114522,9.722199815354264,0.0,1.0080567669898952,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CHL,Chile,1998,23238874488.7083,179111128855.64392,125370887065.113,2.75564479827881,5379402.0,315.12408315934755,9.079251961081013,4.180886627007041,0.0,1.0329888119398998,1.0000000000000004,1.0329888119398993,5.64436806174344,,,44.19012,8287.45061096547,17156.9718740639,11.8075864366811,17.2263941664218,,1.66,6.429716534,20.1,1.09760177135468,53.8361785153282,85.6144109902521,9.022497675015181,9.75015989325492,0.0,1.0136514617824355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CHL,Chile,1999,20097720510.9821,190253292923.8438,125027832953.909,2.77110481262207,6313009.0,276.28821164884585,-12.323993495242869,-0.2736313981936189,0.0,1.0726312695488425,0.9999999999999996,1.072631269548843,11.5919139537542,,,48.80331,8161.45168872186,16896.1244715786,12.6522045996008,18.7140038461769,,4.1,14.89605908,20.3,,54.6956098321562,85.9716540411206,9.007177335164926,9.734839553404669,0.0,1.0192460900020466,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CHL,Chile,2000,22073999301.2587,202814627578.9103,131243743563.397,2.7866518497467,5496444.0,309.19817711140456,11.911462043985544,4.971621488296507,10.0,1.003801015797236,1.0000000000000018,1.0038010157972341,6.20376708218785,,,48.89816,8465.35303258864,17525.2717273479,12.5909258671039,20.1386805049182,0.0495368,16.6,21.9402,21.3,1.26092338562012,58.7119230876973,86.2710912457813,9.043736998669685,9.77139921690943,2.3978952727983707,1.0248408213378217,0.0,0.0,0.0,0.0,10.0,2.3978952727983707,3.023562225739403,52.610301864250815,0.11878405854955833
CHL,Chile,2001,22569037125.1008,215242933325.06558,135383217071.739,2.80529260635376,6355065.0,283.0257224281614,-8.464621275504225,3.154034924600002,4.0,1.0367056286342864,1.000000000000001,1.0367056286342853,5.8676609577396,83.0812104223081,73.0816959622537,48.04718,8632.0148244056,17870.3008332711,12.6430976838425,20.0571230559933,0.425425,19.1,32.5225,22.2,,62.1447669687645,86.4906345913002,9.063233224314345,9.790895442554085,1.6094379124341003,1.0315078495247705,10.0,2.3978952727983707,0.0,0.0,14.0,2.70805020110221,,52.34294450713803,0.6846951238972772
CHL,Chile,2002,23568705901.2465,228049492560.05878,139719269577.32,2.82405781745911,5085885.0,329.4124735622354,16.389588457228687,3.202799135201051,1.0,0.9992577883762451,0.9999999999999949,0.9992577883762502,3.62905823074114,85.5050738161704,74.3460982791172,48.47106,8810.69052712257,18240.2015602857,12.7485938739069,20.0926250802076,1.18839,22.1,39.3766,21.9,1.25724005699158,62.4838519016295,86.6114115090282,9.083721095781787,9.811383314021526,0.6931471805599453,1.0381747930259149,4.0,1.6094379124341003,10.0,2.3978952727983707,15.0,2.772588722239781,0.8714524007907386,27.293779270036744,0.8237291779056334
CHL,Chile,2003,25583503697.446,242230521629.50183,146318553366.968,2.84294891357422,5994631.0,302.22042643418206,-8.254710829253398,4.723245268610543,1.0,1.021985651234915,0.9999999999999984,1.0219856512349166,4.556949756395,84.9762769918847,75.8320621380067,44.49008,9130.7842621819,18902.8708740806,12.1781884394566,19.3366626993026,2.19806,25.4738,45.3566,20.3,1.17721080780029,65.693419590905,86.6792973033246,9.119406869372144,9.847069087611889,0.6931471805599453,1.044841863310869,1.0,0.6931471805599453,4.0,1.6094379124341003,16.0,2.833213344056216,0.8159803523514667,31.438799409785215,1.5235790917015932
CHL,Chile,2004,28977109190.0792,259096104738.10593,156084225513.955,2.8619658946991,6752634.0,290.17381665621645,-3.986034273096739,6.674254168228844,5.0,1.0025073763340124,1.0000000000000067,1.0025073763340058,5.01507138064187,83.8572390797467,76.7499857822204,45.95288,9642.37478651228,19961.9835794233,11.4302095052364,18.2083109080648,2.95838,28.1779,57.2138,20.7,1.16569674015045,69.8893600532458,86.7336754490112,9.173922704414691,9.901584922654434,1.791759469228055,1.051508764466156,1.0,0.6931471805599453,1.0,0.6931471805599453,21.0,3.091042453358316,2.0886481724128445,102.51336792052008,5.300705378574893
CHL,Chile,2005,35665748849.1411,281807048350.34174,165194933117.629,2.88111042976379,6916575.0,292.328008317565,0.7423797523057329,5.837045719177714,2.0,1.0049222686717025,0.9791139258224224,1.026358876294811,4.89870698303569,80.8487879494584,77.634565408211,48.47657,10104.4208391373,20918.5275760681,10.9536305505405,17.2109749859784,4.33405,31.1753,64.6505,21.2,1.21021103858948,72.0625342380294,86.7768244484887,9.22072831390893,9.94839053214867,1.0986122886681096,1.0581757857266323,5.0,1.791759469228055,1.0,0.6931471805599453,23.0,3.1780538303479458,1.3295527188761984,71.02583376853761,4.761440589702021
CHL,Chile,2006,37967086197.7195,305683782130.5441,175189211415.667,2.90038323402405,6578325.0,309.9495825042981,6.028014314519692,6.049990825639573,1.0,0.9721526182042467,0.9490570914761626,1.0243352343452399,3.0910197191962,79.1456005798182,78.1133233692663,47.25979,10611.6144012877,21968.5375355854,10.2971154567969,15.8867269551126,6.12777,34.4978,75.4174,20.5,1.18129122257233,73.7116350448521,86.8125123390851,9.269704378495659,9.997366596735402,0.6931471805599453,1.0648428779248964,2.0,1.0986122886681096,5.0,1.791759469228055,24.0,3.2188758248682006,0.8188086803462213,52.27535817516162,4.247446498619816
CHL,Chile,2007,41980886339.0524,332380479363.06934,184243394522.927,2.91978454589844,7369317.0,292.7613690254775,-5.545486894979856,5.168230985284472,12.0,0.9773614129890092,0.9415258296718716,1.0380611791921064,6.11348994449279,85.5184305138642,84.0752473162029,50.6502,11051.3450717678,22878.8834428789,10.5459552760673,16.0414047722644,7.81156,35.9,83.7065,20.8,1.19518756866455,76.9770247140928,86.8445071581285,9.310307425489734,10.037969643729474,2.5649493574615367,1.0715098279066761,1.0,0.6931471805599453,2.0,1.0986122886681096,36.0,3.6109179126442243,3.0655955862921536,214.70293339035413,20.036255802772242
CHL,Chile,2008,49820898789.8474,365582354184.76324,191225100461.158,2.93931579589844,7648250.0,285.6437055511585,-2.4312167612864144,3.789392806352243,12.0,1.0214234101512794,0.96009369922038,1.0638788807599722,10.4571112913238,102.741092757335,100.172568090545,56.37972,11356.0922105983,23509.7816931441,11.2649291903438,18.4111324189756,8.47544,37.3,87.871,20.9,1.21035730838776,80.6766262406468,86.8765769429469,9.337509637549179,10.065171855788924,2.5649493574615367,1.0781768317829872,12.0,2.5649493574615367,1.0,0.6931471805599453,48.0,3.8918202981106265,3.10450520044806,225.38466498950268,21.73907438220381
CHL,Chile,2009,44311906252.381,391615142727.90607,189087132632.604,2.95897746086121,6636881.0,301.05265545413033,5.394465063824794,-1.118037236428726,13.0,1.091211590813295,1.0064820168266464,1.0841838925784228,7.42256247898025,106.057558677782,102.687075908392,41.03934,11116.4093443103,23013.5817893814,12.8685277947587,21.3114681707184,9.72782,41.56,96.7107,20.9,1.19409048557281,66.6860309631418,86.9124897308683,9.3161776149694,10.04383983320914,2.639057329615259,1.0848437562417859,12.0,2.5649493574615367,12.0,2.5649493574615367,61.0,4.127134385045092,3.151273248174768,255.22508168722243,25.672274672177906
CHL,Chile,2010,49233500296.9704,421267885888.48114,200151851762.225,2.97877097129822,7340840.0,289.67120270273364,-3.780552187532793,5.8516510222405005,9.0,0.9614059965694506,0.9432218797337905,1.0192787266987406,6.84144686828522,104.998364924818,99.4755906592451,39.19497,11649.2897090856,24116.7694715614,12.5461769482963,20.2081834494716,10.4145,45.0,115.545,20.1,1.22541570663452,69.7176801370338,86.9560135592209,9.36300048795795,10.090662706197696,2.302585092994046,1.0915107897075746,13.0,2.639057329615259,12.0,2.5649493574615367,70.0,4.2626798770413155,2.8216239388174107,266.052194569997,23.98027245098649
CHL,Chile,2011,56650992420.0013,456855484014.05835,212609096429.355,2.9968798160553,7710081.0,288.5598297499301,-0.38366704816842345,6.223896785091387,27.0,1.0031081144030092,0.9792797555313218,1.0243325349442753,10.4897738058645,109.48836682336,101.863485350982,42.99328,12252.8441074615,25366.2690249825,12.3111909097858,19.4945095729622,11.591,52.2496,128.605,19.4,1.26333856582642,72.4816428077334,87.0109164653326,9.41351336106279,10.141175579302526,3.332204510175204,1.0975716861141265,9.0,2.302585092994046,13.0,2.639057329615259,97.0,4.584967478670572,4.20970246692507,428.53816103108204,38.623582477440785
CHL,Chile,2012,63454776828.14,497467486641.4954,225695909224.96,3.01509833335876,7882616.0,291.92705005588766,1.1669054243883092,6.155340018555333,35.0,1.0536406575752677,1.0242711655487877,1.0286735515108876,11.9097449981544,112.523013943091,104.266686517932,45.92777,12882.834417927,26670.4971338402,12.3259315107792,19.9248545225746,12.3655,55.05,136.656,18.8,1.28765678405762,68.156142891334,87.0824943735696,9.463651038951573,10.191313257191318,3.58351893845611,1.1036324443599905,27.0,3.332204510175204,9.0,2.302585092994046,132.0,4.890349128221754,4.614342471901971,489.7093640536582,44.31200343347903
CHL,Chile,2013,64293394414.6439,536887506724.0646,233163076995.037,3.03342795372009,8045054.0,288.63560458107156,-1.127489033368434,3.3085082471008276,25.0,1.0220924469352437,0.9763693155412478,1.0468297504501658,7.61396398974862,115.65655183501,106.039690607085,49.75086,13182.7329619856,27291.3576525957,12.7855842175532,20.1963012042744,12.9766,58.0,133.778,18.9,1.25513780117035,65.1432879523879,87.1827777654221,9.48666314331262,10.21432536155236,3.258096538021482,1.109693317902282,35.0,3.58351893845611,27.0,3.332204510175204,157.0,5.062595033026967,4.0893601247330125,435.8616386634378,42.27901553528957
CHL,Chile,2014,61687022446.504,571730153834.3654,237342873662.271,3.05186891555786,8159777.0,283.6616365942409,-1.7232690312236065,1.7926494713925045,22.0,1.0575997869922131,1.0095755574030212,1.0475687324609235,9.83500371419039,119.843191442011,109.059262772581,51.5858,13285.9540361192,27505.0495524158,13.2263259780646,20.6752522601778,13.9369,61.11,132.56,19.2,1.34870362281799,65.6346281218887,87.3133701497978,9.49446266864666,10.222124886886405,3.1354942159291497,1.1157541621583569,25.0,3.258096538021482,35.0,3.58351893845611,179.0,5.19295685089021,4.228852408348497,415.6411132635681,43.69906933798296
CHL,Chile,2015,61753005219.7252,604896651362.3722,242450355830.884,3.07042193412781,8302016.0,279.82489914183594,-1.3525753776472693,2.1519424998117875,32.0,1.2538342178258162,1.2334754506210777,1.01650520664557,7.32780348711267,121.69046154262,110.121398406265,55.29425,13433.9202987032,27811.3745158617,13.5921177180299,21.6348148833018,15.0681,76.6296,128.584,19.1,1.21972906589508,59.3491104775309,87.4653320342387,9.505538153004625,10.233200371244369,3.4965075614664802,1.121814989982041,22.0,3.1354942159291497,25.0,3.258096538021482,211.0,5.356586274672012,4.264791901842593,449.5949282836059,52.68572558693307
CHL,Chile,2016,60295644485.195,634947463279.4485,246700604515.86,3.08908796310425,8400305.0,276.7136110430538,-1.111869640022678,1.753038749071023,27.0,1.013674683490797,1.0190424420442552,0.9947325466222092,4.55707488153847,126.850899539002,111.31220923273,54.52404,13505.097711133,27958.7284996682,14.3426676192841,22.1268634762876,15.9005,83.5586,127.565,18.5,0.96039354801178,56.0578610877723,87.6306290578181,9.510822501382549,10.238484719622287,3.332204510175204,1.127875889770645,32.0,3.4965075614664802,22.0,3.1354942159291497,238.0,5.476463551931511,3.2002277122280196,425.0726683404999,52.98371781404082
CHL,Chile,2017,58290641702.5622,661490731818.0383,250050047209.619,3.10786700248718,8604646.0,271.1231439509966,-2.020307953405065,1.3576953734394603,27.0,0.7822325224890512,0.7672596170309419,1.0195147836869738,1.89647029836548,128.905998200165,113.584914657417,50.26846,13473.3458532934,27892.9946862827,14.6487131962187,22.3472564737029,16.501,82.3275,124.001,17.2,0.981475472450256,56.0261589675707,87.8000295757281,9.508468631529055,10.236130849768797,3.332204510175204,1.1339366395972557,27.0,3.332204510175204,32.0,3.4965075614664802,265.0,5.583496308781699,3.270476995925082,413.19669146623545,54.98470662240104
CHL,Chile,2018,62075415014.4734,690491610241.6097,260027117802.785,3.12676072120667,8791511.0,272.8100647140854,0.6221972563853484,3.990029477899748,38.0,1.0514398240869436,1.0473335582019387,1.0039206858720868,2.68461345207245,134.165138308804,118.194230900802,52.29836,13763.0068844795,28492.6611456515,14.856473757383,22.6179870091523,17.2067,84.9,133.27,15.9,0.940260529518127,58.177050633437,87.9620493753008,9.529739611195893,10.257401829435631,3.6635616461296463,1.13999755530697,27.0,3.332204510175204,27.0,3.332204510175204,303.0,5.717027701406222,3.444702413312162,488.242860579698,63.03780617645899
