Country,CountryName,Year,INVESTMENT,CAPITAL,GDP,HC_index,LABOR,EFFECTIVE_LABOR,TFP,TFP_Growth,GDP_Growth,AI_Patents,TFP_Change,Efficiency_Change,Technical_Change,TFP_Change_CRS,Efficiency_Change_CRS,Technical_Change_CRS,FDI_inflows,FIN_credit_private,GDPPC_constant2015,GOV_consumption,IND_va_pct,INF_broadband,INF_internet,INF_mobile,INST_rule_of_law,OPEN_trade,POP_total,SRV_va_pct,URB_urban_pop,LNPGDP_constant2015,AI_Patent_Stock,AI_Patent_Stock_PC,LN_AI,LN_AI_flow,LN_AI_stock_raw,LN_HC_index,LN_AI_L1,LN_AI_L2,IS_ratio,LN_IS,AI_x_RL,AI_x_MOBILE,AI_x_BROADBAND
BRA,Brazil,2013,390008184132.424,3925888635326.7285,1859094274383.73,2.68430471420288,90770602.0,243655954.85963336,257.0502628926404,-1.4739704581799518,3.004822670288765,114.0,1.0055836322577423,1.0,1.0055836322577423,0.9765479003343598,1.0054281931905686,0.9712756285811304,3.04150922966082,64.2305738280513,9366.73824670239,18.8924789945529,21.2248099504522,10.7622,51.04,136.589,-0.0920452028512955,25.7859573281452,198478299.0,59.6787579929242,85.1676585442726,9.144920208621224,278.7871352437319,1.4046227554768185,0.877393032824557,4.74493212836325,5.634029082774528,0.987421742547254,0.8363064006033605,0.8501636180670927,2.8117452232665445,1.0338053664534077,-0.08075981968664972,119.84223696047343,9.442679297864448
BRA,Brazil,2014,373533970831.149,4103128174391.541,1868463286696.58,2.74822163581848,91977782.0,252775330.50699556,248.38006879834847,-3.372956711549091,0.5039557402733541,86.0,0.9849639074919602,0.9999999999999996,0.9849639074919606,0.9616256691874624,1.0276154434883078,0.9357835903313804,3.57135261310663,66.0285103939577,9338.34170840985,19.1535387106968,20.4724627475115,11.9791,54.551,140.305,-0.0529657602310181,24.685405813292,200085127.0,61.250974009102,85.4331367898168,9.141883968180045,264.42376655598844,1.3215563321505073,0.8422377935939526,4.465908118654584,5.581327667835956,1.010954024607959,0.877393032824557,0.8363064006033605,2.9918713134084114,1.095899048962803,-0.044609765032999,118.17017363019951,10.089250753241318
BRA,Brazil,2015,321439054845.258,4219410820517.2217,1802211999456.42,2.81366038322449,91961930.0,258749639.2058637,233.666203981914,-5.923931371635205,-3.5457633934724786,80.0,0.9526046626978999,1.0,0.9526046626978999,0.9379605650988914,0.9510112650188052,0.9862770290952803,3.59214973121732,66.8297006472797,8936.1955889444,19.7768199561866,19.3600439809564,12.6354,58.328,127.836,-0.187332957983017,26.9536259372369,201675532.0,62.3078671737793,85.6935697061881,9.097865228260668,249.2312105958326,1.235802916319232,0.8046004102271672,4.394449154672439,5.52238533284236,1.0344862631445646,0.8422377935939526,0.877393032824557,3.218374257572386,1.1688763431042974,-0.15072817484220416,102.85689804180015,10.16644802338435
BRA,Brazil,2016,282449055268.201,4290889334759.5615,1743173031878.48,2.8806574344635,90212798.0,259872167.24245396,224.05523171125824,-4.113120385778879,-3.2759169063210747,140.0,0.9600290766091454,1.0000000000000002,0.9600290766091452,0.9511283348745335,1.0028074786146801,0.9484655381593899,4.13737853830264,62.1940069637572,8577.84277969667,20.3792974269012,18.3547582770536,13.2177,60.8725,120.101,-0.201301991939545,24.5336820770756,203218114.0,63.2036958322425,85.9487048448108,9.056937736591848,299.5079747813329,1.4738251865743273,0.9057656112370129,4.948759890378168,5.7054742919969454,1.058018543952268,0.8046004102271672,0.8422377935939526,3.4434501875874486,1.2364739302634438,-0.18233242177235023,108.7833556751765,11.972138119647466
BRA,Brazil,2017,275225828621.726,4351570696643.3096,1766232928473.27,2.94924998283386,90503629.0,266917826.27465203,222.01199292521332,-0.9119353163232868,1.3228690539079935,134.0,1.0043444646925104,0.9999999999999993,1.004344464692511,0.9990995171605973,1.0114239293783847,0.9878147907521213,3.33826028420938,59.4843092970149,8628.25209645723,20.1619046967128,18.1885023085758,14.1218,67.4713,108.093,-0.305428564548492,24.3197343741684,204703445.0,63.3386728622309,86.1982897571091,9.062797225494023,325.68510386005306,1.5910093934181373,0.9520475269760015,4.90527477843843,5.788996721791727,1.0815508949193045,0.9057656112370129,0.8046004102271672,3.48234680281328,1.2477064351265443,-0.2907825095462218,102.90967333341693,13.444624766449698
BRA,Brazil,2018,289624978886.943,4423617140698.087,1797736638146.82,3.01947546005249,92076304.0,278022140.3803329,218.80252758801248,-1.4456270109164615,1.7836667613700286,200.0,1.005008760353248,1.0000000000000007,1.0050087603532474,1.0012593938131562,1.060935520065911,0.9437514107840905,4.07858861807831,60.2183479382347,8722.33529970988,19.8950877838984,18.7490514527988,15.1538,70.4343,101.602,-0.30234295129776,28.876203376153,206107261.0,62.6533503532505,86.4420719945072,9.073642290648193,408.4384664704339,1.9816791727217893,1.0924866226007546,5.303304908059076,6.014786626972738,1.1050831275768038,0.9520475269760015,0.9057656112370129,3.3416810717588494,1.2064739952660097,-0.33030562973043426,110.99882582948187,16.555323781567314
BRA,Brazil,2019,301285475912.595,4503721759575.777,1819683008336.22,3.09137320518494,94129066.0,290988072.4614848,213.66177136934013,-2.349495810373814,1.220777822719521,396.0,0.9975895641129388,1.0000000000000002,0.9975895641129385,0.9942043307168056,1.0314324284243532,0.9639064114317034,3.69267330426814,62.7905050793429,8771.43950372603,19.9835812871943,18.7546275724707,15.8622,73.9124,97.3747,-0.224319815635681,28.8902578697354,207455459.0,63.0678492508986,86.6797991084296,9.079256211432273,657.4006185410777,3.1688759684124665,1.4276464475355999,5.983936280687191,6.489813588823351,1.1286153951643716,1.0924866226007546,0.9520475269760015,3.362788677471464,1.2127705932790054,-0.3202493879041207,139.01664453484477,22.645613480099193
BRA,Brazil,2020,296022135253.885,4574557806850.873,1760056385298.89,3.16498303413391,86874675.0,274956872.4708973,213.24674589697835,-0.19424414096256282,-3.276758796129453,554.0,0.9769173989548521,1.0,0.9769173989548521,0.9522550254238572,1.0640306727191753,0.8949507282438854,2.59263784624068,68.6961548472792,8435.01046209185,20.1351530146558,19.5061183897524,17.4181,81.3427,98.6456,-0.231919765472412,32.3020785443492,208660842.0,61.4484446411949,86.9112186503004,9.040146235298428,974.7363958662897,4.671391079052052,1.7354344278694906,6.318968113746434,6.883192463730674,1.1521476951185525,1.4276464475355999,1.0924866226007546,3.1502138669207,1.1474703447933705,-0.40248154550424176,171.19297039784263,30.227970408073574
BRA,Brazil,2021,334230064783.313,4680059981291.643,1843880907790.44,3.22658061981201,91187695.0,294224449.4523285,212.0819351669826,-0.5462267314308766,4.76260437970657,622.0,1.0241031842314872,0.9999999999999998,1.0241031842314874,1.0240095033973275,0.9518818697677077,1.0757737235264513,2.77979074096507,68.8052246831437,8799.22844579944,18.5475883604547,22.123475195366,19.8363,80.6899,104.825,-0.301417380571365,37.6563307592575,209550294.0,56.9133841883894,87.1360781715439,9.082419320008778,1245.8312933544255,5.94526149104055,1.938059627195203,6.434546518787453,7.128360646515028,1.1714229448511608,1.7354344278694906,1.4276464475355999,2.572533640660149,0.9448912656707482,-0.5841648562202943,203.15710042073718,38.44393218293221
BRA,Brazil,2022,337871418527.24,4783928400754.301,1899505159031.73,3.29099345207214,97918963.0,322250666.06669414,204.35715933796584,-3.64235446217267,3.0166943540809177,938.0,1.000119135392531,0.9999999999999933,1.0001191353925376,1.0078000092465187,0.9811988111917003,1.0271109154958211,3.86803201499441,70.6060973784652,9032.08377657776,18.4022127200972,22.8194568521446,20.9534,80.5278,101.245,-0.257879137992859,38.8160659764321,210306415.0,58.0872310746862,87.349556243881,9.108538381315462,1735.3320277468324,8.2514460043781,2.2247798641045184,6.844815479208263,7.4595301371552205,1.1911894803123502,1.938059627195203,1.7354344278694906,2.5455133069579214,0.934332321986708,-0.5737243135791432,225.24783734126197,46.616702404527615
BRA,Brazil,2023,327806716034.428,4872538696751.014,1961080569227.7,3.35838437080383,99281765.0,333426327.8818187,205.0364881074778,0.332422300110613,3.241655328135984,604.0,1.0199670952188102,1.0000000000000067,1.0199670952188034,1.0136413845096544,1.0607707609499353,0.955570630172653,2.86383330702497,71.0755405508788,9288.02594608687,19.0426107944103,22.1441739229749,22.4192,84.1506,101.02,-0.308802843093872,33.6662298301284,211140729.0,59.1789358564203,87.6159710235763,9.136481316880165,1714.6124977579727,8.120709376531387,2.2105475835757438,6.405228458030842,7.4475254373900155,1.211460016310846,2.2247798641045184,1.938059627195203,2.672438180004597,0.9829912317522659,-0.6826233786024783,223.30951689282162,49.558708385701316
BRA,Brazil,2024,350296743007.11,4979208504920.573,2028136094548.34,3.4271552788893853,102111527.0,349952058.793506,203.93202203530194,-0.5386680597050164,3.4193151659774657,244.0,1.0169338210448935,1.0,1.0169338210448935,1.0120375851698793,1.0381108682911644,0.9748839127710854,3.38960802616211,75.6163785183391,9566.74408628371,18.7696027831201,20.9406935313888,22.4192,84.4635,101.02,-0.308802843093872,35.5845239385389,211998573.0,59.1707527174248,87.8958549533146,9.166048205689753,1341.3519985651026,6.3271746577516,1.9915899924468219,5.501258210544727,7.202178577151311,1.2317305523093418,2.2105475835757438,2.2247798641045184,2.8256348161884666,1.0387330530490961,-0.6150086519448817,201.19042103697794,44.64985435866379
CHL,Chile,2000,22073999301.2587,175739038766.17032,131243743563.397,2.7866518497467,5496444.0,15316675.83962915,325.10061013724885,0.8939205306477183,4.971621488296507,10.0,0.9629171629762309,1.0365807009776404,0.928936031770672,0.9661735091293822,1.0300397304666677,0.9379963515500994,6.20376708218785,,8465.35303258864,12.5909258671039,27.8329007305146,0.0495368,16.6,21.9402,1.26092338562012,58.7119230876973,15503635.0,55.6064735933259,86.2710912457813,9.043736998669685,10.0,0.6450100250683146,0.4977464784652179,2.3978952727983707,2.3978952727983707,1.0248408213378217,,,1.9978684267127698,0.6920808255618798,0.6276201748068547,10.920657286822575,0.024656767754435805
CHL,Chile,2001,22569037125.1008,189521123952.9626,135383217071.739,2.80529260635376,5291164.5,14843264.65085149,333.3423798553605,2.5351443402804374,3.154034924600002,4.0,0.9528538222254328,1.0252541449805987,0.9293830479890076,0.9565261414870257,1.036522111814149,0.9228227073833358,5.8676609577396,73.0816959622537,8632.0148244056,12.6430976838425,28.4825729751045,0.425425,19.1,32.5225,1.25908172130585,62.1447669687645,15683849.0,56.1914535588133,86.4906345913002,9.063233224314345,10.4,0.6631025330580523,0.5086848537870504,1.6094379124341003,2.4336133554004498,1.0315078495247705,0.4977464784652179,,1.9728362886291224,0.6794722477382485,0.6404758013084141,16.543703157289347,0.21640725392235594
CHL,Chile,2002,23568705901.2465,203613773656.56094,139719269577.32,2.82405781745911,5085885.0,14362833.292948026,342.74231456237084,2.819903881135377,3.202799135201051,1.0,0.9585761939876056,1.000000000000008,0.958576193987598,0.9552233253148336,1.0172352367170308,0.9390387698303383,3.62905823074114,74.3460982791172,8810.69052712257,12.7485938739069,28.5180345922146,1.18839,22.1,39.3766,1.25724005699158,62.4838519016295,15857925.0,56.35055914484,86.6114115090282,9.083721095781787,7.656000000000001,0.48278699766835825,0.3939234234863411,0.6931471805599453,2.158252722104126,1.0381747930259149,0.5086848537870504,0.4977464784652179,1.9759622270822146,0.6810554832938842,0.4952563073942858,15.51136507725226,0.46813465723693287
CHL,Chile,2003,25583503697.446,219016588671.1789,146318553366.968,2.84294891357422,5994631.0,17042429.68872834,313.0667631199658,-8.658268962294935,4.723245268610543,1.0,0.972927238660639,1.0,0.972927238660639,0.9790449121014458,0.9719430525143906,1.0073068679987813,4.556949756395,75.8320621380067,9130.7842621819,12.1781884394566,29.7153366007983,2.19806,25.4738,45.3566,1.17721080780029,65.693419590905,16024752.0,55.6800266355176,86.6792973033246,9.119406869372144,5.89984,0.36817044032881135,0.31347440232319324,0.6931471805599453,1.9314982229285613,1.044841863310869,0.3939234234863411,0.5086848537870504,1.873780781403693,0.6279581980001738,0.36902545438359946,14.218133076412146,0.6890355447705181
CHL,Chile,2004,28977109190.0792,237042868427.69913,156084225513.955,2.8619658946991,6189195.666666667,17713266.91361946,316.7929203414288,1.1902116929720652,6.674254168228844,5.0,0.9803885767306374,0.9570567262748537,1.0243787539601734,0.9856205083045515,0.9460066483955979,1.0418748218906682,5.01507138064187,76.7499857822204,9642.37478651228,11.4302095052364,32.7525021838824,2.95838,28.1779,57.2138,1.16569674015045,69.8893600532458,16187322.0,53.64534841734,86.7336754490112,9.173922704414691,8.7758976,0.5421463537946548,0.43317518230699553,1.791759469228055,2.279919927742629,1.051508764466156,0.31347440232319324,0.3939234234863411,1.637900766059304,0.49341540121431376,0.5049508979293417,24.783598245475982,1.2814967958333694
CHL,Chile,2005,35665748849.1411,260856473855.45526,165194933117.629,2.88111042976379,6383760.333333333,18392318.477479033,316.4043492763111,-0.1226577490112124,5.837045719177714,2.0,0.9541635994042347,0.93604394610027,1.0193576950948238,0.9617517454095862,0.9328795549655133,1.030949537151278,4.89870698303569,77.634565408211,10104.4208391373,10.9536305505405,34.0353024141328,4.33405,31.1753,64.6505,1.21021103858948,72.0625342380294,16348778.0,52.1481091980374,86.7768244484887,9.22072831390893,7.616574464,0.46588035289243024,0.38245598546288057,1.0986122886681098,2.1536876117261765,1.0581757857266323,0.43317518230699553,0.31347440232319324,1.5321770485101802,0.42668963155370865,0.46285245538179576,24.72597068816796,1.6575833637953976
CHL,Chile,2006,37967086197.7195,285780736360.402,175189211415.667,2.90038323402405,6578325.0,19079663.53796126,317.34003274408343,0.29572395888755043,6.049990825639573,1.0,0.960549498619558,0.9503056124997444,1.0107795702614735,0.9680087962364439,0.9534578806250225,1.0152612044088227,3.0910197191962,78.1133233692663,10611.6144012877,10.2971154567969,38.684729192628,6.12777,34.4978,75.4174,1.18129122257233,73.7116350448521,16509195.0,48.4126070132585,86.8125123390851,9.269704378495659,5.87460765696,0.35583852858725096,0.3044201032147697,0.6931471805599453,1.9278345738456448,1.0648428779248964,0.38245598546288057,0.43317518230699553,1.2514655788900884,0.22431532762818374,0.3596087959021702,22.958572692189573,1.8654163758763693
CHL,Chile,2007,41980886339.0524,313472585881.43427,184243394522.927,2.91978454589844,6597843.666666667,19264281.974187233,321.0944071562694,1.1830762036927345,5.168230985284472,12.0,0.9516402936581171,0.9471402533965603,1.0047511867914167,0.9587777638732103,0.9492755460845039,1.0100099679465044,6.11348994449279,84.0752473162029,11051.3450717678,10.5459552760673,37.4665970166252,7.81156,35.9,83.7065,1.19518756866455,76.9770247140928,16671581.0,49.5481523450583,86.8445071581285,9.310307425489734,15.759748900454401,0.9453062010408251,0.6654193945206738,2.5649493574615367,2.8189801128685783,1.0715098279066761,0.3044201032147697,0.38245598546288057,1.3224620406030498,0.2794951815807671,0.795300988279401,55.699928547444784,5.1979635254619145
CHL,Chile,2008,49820898789.8474,347619855377.20996,191225100461.158,2.93931579589844,6617362.333333333,19450517.633550026,319.41333280637855,-0.5235451980553307,3.789392806352243,12.0,0.9287474103014012,0.9665882561331413,0.960851121879834,0.9359399023616355,0.9713040957797271,0.9635910179193649,10.4571112913238,100.172568090545,11356.0922105983,11.2649291903438,31.9839914243068,8.47544,37.3,87.871,1.21035730838776,80.6766262406468,16838988.0,54.4485312368393,86.8765769429469,9.337509637549179,22.086239296290817,1.3116132214293885,0.8379456450460065,2.5649493574615367,3.1392367385678663,1.0781768317829872,0.6654193945206738,0.3044201032147697,1.7023682414903405,0.5320203648515763,1.0142136355131297,73.63112177583764,7.101958037848727
CHL,Chile,2009,44311906252.381,374550768860.7304,189087132632.604,2.95897746086121,6636881.0,19638381.28941801,305.7838444735257,-4.267038014068991,-1.118037236428726,13.0,0.9136846113860326,1.0058152167518524,0.9084020565294852,0.9177216135436203,1.016903019416331,0.9024671930567797,7.42256247898025,102.687075908392,11116.4093443103,12.8685277947587,31.8892011542261,9.72782,41.56,96.7107,1.19409048557281,66.6860309631418,17009731.0,55.5112499818484,86.9124897308683,9.3161776149694,27.135193149626122,1.5952746783371308,0.9536923600864197,2.6390573296152584,3.3370212179630148,1.0848437562417859,0.8379456450460065,0.6654193945206738,1.7407538593826393,0.5543182719184229,1.138794973342672,92.23225572860972,9.277347614295875
CHL,Chile,2010,49233500296.9704,405056730714.66425,200151851762.225,2.97877097129822,7340840.0,21866681.096944824,293.67717749574456,-3.9592238754880604,5.8516510222405005,9.0,0.9749567903309222,0.9458374203389984,1.030786866078408,0.9787966541280969,0.9449770671475339,1.0357887912377062,6.84144686828522,99.4755906592451,11649.2897090856,12.5461769482963,33.4669030156191,10.4145,45.0,115.545,1.22541570663452,69.7176801370338,17181464.0,53.8127811770917,86.9560135592209,9.36300048795795,26.36652361576072,1.5345912092101535,0.9300323653453457,2.302585092994046,3.3093205005815096,1.0915107897075746,0.9536923600864197,0.8379456450460065,1.6079402731700962,0.47495402651600066,1.139676268172641,107.46058965382797,9.685822068889104
CHL,Chile,2011,56650992420.0013,441454886598.9323,212609096429.355,2.9968798160553,7710081.0,23106186.129051466,292.04397633524155,-0.556121239801366,6.223896785091387,27.0,0.9704334109588698,0.9867699116632687,0.9834444681467207,0.9746568825419164,0.9881206309173926,0.9863743879500055,10.4897738058645,101.863485350982,12252.8441074615,12.3111909097858,32.4417542348483,11.591,52.2496,128.605,1.26333856582642,72.4816428077334,17351816.0,54.3697640865635,87.0109164653326,9.41351336106279,43.87457511408686,2.5285292971114295,1.2608811544174565,3.332204510175204,3.8038713785538554,1.0975716861141265,0.9300323653453457,0.9536923600864197,1.675919362836445,0.5163618880363473,1.5929197892993103,162.155620863857,14.614873460852738
CHL,Chile,2012,63454776828.14,482836919097.1257,225695909224.96,3.01509833335876,7882616.0,23766862.3641071,294.99307413814915,1.0098129192441574,6.155340018555333,35.0,0.966598697486747,1.0332636993266173,0.9354811343093576,0.9705718791635257,1.0371772249138762,0.9357820976488553,11.9097449981544,104.266686517932,12882.834417927,12.3259315107792,30.5583003272184,12.3655,55.05,136.656,1.28765678405762,68.156142891334,17519119.0,56.2982132532287,87.0824943735696,9.463651038951573,63.07972807301559,3.6006221587407214,1.5261915462494926,3.58351893845611,4.160128059196412,1.1036324443599905,1.2608811544174565,0.9300323653453457,1.8423214855010657,0.6110264532781688,1.9652108982995482,208.56323194427068,18.872121565148102
CHL,Chile,2013,64293394414.6439,522988467556.91327,233163076995.037,3.03342795372009,8045054.0,24404091.692787625,291.29754023757937,-1.2527527676256978,3.3085082471008276,25.0,0.9506106049257654,0.9806149452320765,0.9694025259841312,0.9537717355712424,0.9819784492735001,0.9712756285811304,7.61396398974862,106.039690607085,13182.7329619856,12.7855842175532,29.4304373078105,12.9766,58.0,133.778,1.25513780117035,65.1432879523879,17687006.0,57.2209852364053,87.1827777654221,9.48666314331262,65.37102596672997,3.695991620443278,1.5467092981211534,3.258096538021482,4.195260605328697,1.109693317902282,1.5261915462494926,1.2608811544174565,1.9442791365257595,0.6648912844781885,1.94133330749352,206.91567648405166,20.071027877998958
CHL,Chile,2014,61687022446.504,558526066625.5715,237342873662.271,3.05186891555786,8159777.0,24902569.784183968,285.9909446574609,-1.8217097115857839,1.7926494713925045,22.0,0.9509424868122788,1.013998479177193,0.9378145099230515,0.953158409906239,1.0185671342758915,0.9357835903313804,9.83500371419039,109.059262772581,13285.9540361192,13.2263259780646,28.9028670653185,13.9369,61.11,132.56,1.34870362281799,65.6346281218887,17864195.0,57.1528758804213,87.3133701497978,9.49446266864666,63.837456618707186,3.573486329426385,1.520275787026265,3.1354942159291497,4.171883470600097,1.1157541621583569,1.5467092981211534,1.5261915462494926,1.9774119900029197,0.6817889139817396,2.0504014616447948,201.5277583282017,21.187931616206352
CHL,Chile,2015,61753005219.7252,592352768514.0181,242450355830.884,3.07042193412781,8302016.0,25490692.023880024,281.8847759500002,-1.4357687836510924,2.1519424998117875,32.0,0.9614892929347982,0.9758776304537138,0.9852560023204692,0.9631848735291464,0.9765865422341666,0.9862770290952804,7.32780348711267,110.121398406265,13433.9202987032,13.5921177180299,27.8806404106495,15.0681,76.6296,128.584,1.21972906589508,59.3491104775309,18047625.0,58.3447093583013,87.4653320342387,9.505538153004625,72.8559722359726,4.036873119647189,1.6167854767792222,3.4965075614664802,4.302116875524428,1.121814989982041,1.520275787026265,1.5467092981211534,2.0926603011606404,0.7384361279314668,1.9720402393446521,207.89274374617952,24.361885242657
CHL,Chile,2016,60295644485.195,623030774573.5121,246700604515.86,3.08908796310425,8400305.0,25949281.061904445,278.55465757959144,-1.181375744463553,1.753038749071023,27.0,0.9662233689521833,1.0161349845653505,0.9508809199847432,0.9674272390314264,1.0199919766287284,0.9484655381593895,4.55707488153847,111.31220923273,13505.097711133,14.3426676192841,26.7795650481896,15.9005,83.5586,127.565,0.96039354801178,56.0578610877723,18267221.0,58.9826363326027,87.6306290578181,9.510822501382549,73.62782223102246,4.0305978797225075,1.615538839815923,3.332204510175204,4.3125133898388235,1.127875889770645,1.6167854767792222,1.520275787026265,2.2025240599115015,0.7896040026784079,1.551553078321649,206.0862121011182,25.68787532249308
CHL,Chile,2017,58290641702.5622,650169877547.3987,250050047209.619,3.10786700248718,8604646.0,26742095.371483304,272.76617496449535,-2.078041941711972,1.3576953734394603,27.0,0.9704788040882126,0.9824972032772397,0.9877674978117615,0.9712686735921009,0.9832497778784801,0.9878147907521216,1.89647029836548,113.584914657417,13473.3458532934,14.6487131962187,27.3811560671383,16.501,82.3275,124.001,0.981475472450256,56.0261589675707,18558868.0,58.2768071532191,87.8000295757281,9.508468631529055,74.12180622785438,3.993875393038755,1.6082122402124421,3.332204510175204,4.319110879177693,1.1339366395972557,1.615538839815923,1.6167854767792222,2.1283545154311603,0.7553491532012422,1.5784208682627912,199.41992599858304,26.53711017574551
CHL,Chile,2018,62075415014.4734,679736798684.5021,260027117802.785,3.12676072120667,8791511.0,27488951.274856374,274.31310567233476,0.5671270303367892,3.990029477899748,38.0,0.9940707506362839,1.0503802459851905,0.9463913229859994,0.9946671250202244,1.0539503450318892,0.9437514107840904,2.68461345207245,118.194230900802,13763.0068844795,14.856473757383,27.8615227739821,17.2067,84.9,133.27,0.940260529518127,58.177050633437,18893191.0,58.0012686596891,87.9620493753008,9.529739611195893,85.4379559858268,4.522155944214337,1.7087683536405966,3.6635616461296463,4.459426884735161,1.13999755530697,1.6082122402124421,1.615538839815923,2.081769511674085,0.733218258816701,1.6066874370179256,227.72755848968234,29.402264430587657
CHL,Chile,2019,64859828465.1316,710609787215.4086,261676645417.276,3.14576888084412,8980466.0,28250470.478278674,267.00989369126427,-2.662363492684938,0.6343675338285504,29.0,0.9623782127834054,0.9962598786812068,0.9659911368280212,0.9626223006741181,0.9986678055645695,0.9639064114317033,4.87956164130548,124.875809607498,13630.5935435578,15.2539557255243,27.1184422429165,17.865,85.0176,130.493,0.924216628074646,57.6117545680829,19197744.0,58.8831754600692,88.1273685623538,9.520072070591876,83.68029183092915,4.358860698993025,1.6787513963314311,3.4011973816621555,4.438882892540002,1.1460583374886557,1.7087683536405966,1.6082122402124421,2.171333254787149,0.7753413820117598,1.5515299548930388,219.06530596147743,29.990893695461015
CHL,Chile,2020,57833106123.1192,732912403977.7573,245600606668.884,3.16489291191101,7883746.0,24951211.834706776,268.7519610367372,0.6524355039395191,-6.143474792240921,39.0,0.9100657792327622,1.0137370541329307,0.8977335646581049,0.9071835011804651,1.0105261956893752,0.8977337797379806,4.50610139661101,124.137775199712,12679.024004022,16.0263618695537,29.8295676046618,19.4306,87.4593,129.414,0.930162131786346,58.1828635629748,19370624.0,56.3446145785556,88.2953490438375,9.447704253737134,92.55538677179466,4.77813139998973,1.7540803432167056,3.6888794541139363,4.538553632802523,1.1521192199245127,1.6787513963314311,1.7087683536405966,1.8888847242207425,0.6359865618932533,1.6315791113709763,227.0025535370467,34.08283351690652
CHL,Chile,2021,67060872244.5355,763327656023.4049,273390120031.28,3.18922209739685,8314905.000000001,26518078.76375556,283.48600909643324,5.4823964829346705,11.31492048790479,32.0,1.0689598494770305,0.9953740405738187,1.0739277958874542,1.0682832816831085,0.999701641278145,1.068602108442355,4.81308998117864,109.321889639942,14051.4713630677,14.7373122384899,30.860053303873,22.014,90.2328,136.572,0.889890670776367,64.8774063237834,19456334.0,54.9981243742139,88.4660511664452,9.5504823926288,91.23544753394859,4.689241433352685,1.7385769234956645,3.4965075614664802,4.524344520167247,1.1597770304434867,1.7540803432167056,1.6787513963314311,1.7821785281009714,0.5778365081500364,1.5471433846458693,237.4409275956499,38.27303239383356
CHL,Chile,2022,70160762873.4074,795322036095.642,279278925615.692,3.21398735046387,8876952.0,28530411.43867495,272.2061211558679,-3.978992817500304,2.1539935619247164,36.0,0.9804401886037099,0.9552183796807117,1.0264042332722165,0.9804452148950241,0.9545660552363328,1.027110915495821,6.2318507042491,112.621993376229,14283.1489501524,14.7249541091785,31.0330474006021,22.7902,93.5377,135.114,0.688454449176788,75.2016177425303,19553036.0,55.3720887582081,88.6395352768685,9.566835726300333,94.3906864217271,4.827418433726972,1.7625740950433708,3.6109179126442243,4.557980947081819,1.1675123315464897,1.7385769234956645,1.7540803432167056,1.7842942732441345,0.5790229719248668,1.2134519777363595,238.14843627769002,40.16941614085743
CHL,Chile,2023,70123244870.3023,825679179161.1621,280734996501.051,3.23919916152954,9089552.0,29442869.217079155,264.5912659550468,-2.797459207928954,0.5213679772467561,31.0,0.9684637781253648,1.009102648708826,0.9597277138897022,0.9690150767968692,0.9901985785251348,0.9786068146453838,5.47730938390937,109.494972608125,14280.3475638842,15.299339236854,28.8030257311404,22.9954,94.4574,135.871,0.625093758106232,60.7247236874408,19658835.0,57.6027444991353,88.8158617217972,9.56663957480496,91.41003930990534,4.649819753302031,1.7316236425790308,3.4657359027997265,4.5262356232856975,1.175326126884688,1.7625740950433708,1.7385769234956645,1.9998851869530523,0.6930897723886539,1.082427130365329,235.2774359408555,39.819378310561845
CHL,Chile,2024,69107658604.9579,853502878808.0619,288158504434.814,3.2646087441941307,9319067.0,30423107.615930967,262.8012169459433,-0.6765336726601068,2.6443115487153834,43.0,0.9935230488731155,1.0166673542338223,0.9772351248770561,0.993117907611295,0.999059854981458,0.9940524610807495,3.79129110936144,103.388713916332,14579.4001071307,15.0673471779886,30.0858422756464,22.9954,94.4574,135.871,0.625093758106232,63.859857248066,19764771.0,56.0774691835569,88.9950908479196,9.587364859800584,101.50242515833942,5.135522448417916,1.8140952332034084,3.784189633918261,4.629886458379928,1.1831399222228862,1.7316236425790308,1.7625740950433708,1.8639155477109561,0.6226794082149861,1.13397960688572,246.48293343058032,41.71584552560566
COL,Colombia,2000,18357953718.4935,388555064830.23096,157016818928.93,2.16298365592957,5909700.0,12782584.511446979,331.38712879985434,-0.8138671630076422,2.924861481767227,6.0,0.9678635290724958,0.9766876051030879,0.9909653035581826,0.9707814674898424,0.9786721897601713,0.9919373183861875,2.43950747934181,20.9474743929536,4016.80951748167,16.4728505593893,27.3057722832576,0.0226964,2.20753,5.77336,-0.925037920475006,32.6670854693067,39089934.0,57.1943739779697,74.3493570179247,8.298243214136546,6.0,0.15349220083103746,0.14279403730065357,1.9459101490553132,1.9459101490553132,0.7714885907378288,,,2.094589136123359,0.7393574177318655,-0.13208989932082701,0.8244013831901014,0.0032409105881905536
COL,Colombia,2001,20142689594.0362,389270001182.7556,159651401476.819,2.18431115150452,15420171.0,33682451.473406605,179.379375308416,-45.87014409459621,1.677898307875858,3.0,0.7664568448500148,0.812249462718952,0.9436224707177405,0.7774831412099614,0.8256219793381089,0.9416938510203667,2.58851936306874,21.9066125992657,4020.50789754842,16.5662317191423,27.2228150417753,0.0348281,2.8542,8.22292,-0.837055504322052,33.9011117949445,39709262.0,57.1646793682561,74.7938371677676,8.299163516306239,6.84,0.17225200508637004,0.15892668944578445,1.3862943611198906,2.0592388343623163,0.7813005163725669,0.14279403730065357,,2.0998812679927825,0.741880804079929,-0.13303046018427525,1.3068414531775299,0.005535114632686726
