Country,Year,GDP,GFCF,POP,GDP_PC,TRADE,FDI,GOV_CONS,URBAN,RULE_OF_LAW,BROADBAND,MOBILE,INTERNET,CO2,RENEWABLES,ENERGY_USE,PM25,SERVICES_VA,INDUSTRY_VA,CAPITAL,LABOR,HC_index,AI_PUBS,EFFECTIVE_LABOR,REGION,LN_TFP_SOLOW,AI_PUBS_PM,LN_AI
DZA,2016,194806115978.439,82511624994.0329,40850721.0,4768.73140081027,49.7609327925216,0.906300705997455,20.0218426111777,70.7353778263851,-0.860594099999999,7.00004046440209,115.154200093555,42.94549942,160.7458,0.1,1371.20207705232,16.7302943332799,52.3939905220294,32.205164049828,728422688688.9939,10870000.0,2.26325869560242,516.0,24601622.021198306,AFRICA,5.37340914985413,12.631356004707971,2.6123727275323723
DZA,2017,197728207716.082,83831810995.1411,41689299.0,4742.90075532529,49.8208161712587,0.647902696344894,18.8290421977276,71.3227912436551,-0.8676221,7.70045809597326,109.96986300969,47.69110107,166.3203,0.1,1380.3468180174,15.3884102993683,51.2221393515536,33.4766949498416,775833365249.6853,10858275.0,2.30279946327209,506.0,25004429.842060752,AFRICA,5.355671662308319,12.137407251678663,2.5754636763630137
DZA,2018,200496402625.853,85592279025.0376,42505035.0,4717.0035885361,52.4361676779223,0.753576088552125,17.4037117605062,71.905249845153,-0.853582899999999,7.21566750856693,110.938066513767,49.0384680793271,174.8053,0.2,1442.30211193457,16.0599697647705,49.4261444653673,35.3432586054084,822633976012.2386,10858275.0,2.34303092956543,692.0,25441274.16672707,AFRICA,5.337815926006149,16.280424189745993,2.84957431109232
DZA,2019,202300870247.92,85078725351.113,43294546.0,4672.66408678635,46.5068426081672,0.713947308015691,18.2610260787535,72.4824561380175,-0.845730299999999,8.27526635803041,104.922068012909,55.79069901,181.6864,0.2,1463.50985736009,16.0043837868398,50.4800694011749,33.5743211841578,866581002562.7397,10858275.0,2.38396549224854,627.0,25885752.905345015,AFRICA,5.3173022430188155,14.482193669382745,2.7396905680301264
DZA,2020,192185826737.373,78953057125.3063,44042091.0,4363.68533767783,40.3897565625388,0.693816014772836,19.8031597171656,73.0541126293395,-0.7746944,8.6064465013707,103.436671524065,63.47269821,171.9505,0.1,1373.67832094406,15.3457911307566,52.8041887035021,30.0235803787213,902205009559.9089,10858275.0,2.42561507225037,677.0,26337995.49863939,AFRICA,5.240650875699567,15.371658897848425,2.795551723930366
DZA,2021,199488888151.485,79268869353.8451,44761099.0,4456.74687637774,46.8370592599607,0.466728479682941,18.4286289389909,73.6199218261573,-0.7553319,9.33184191925225,105.037092587919,72.21240234,181.3215,0.1,1451.44517709293,16.8669275134746,48.4879581553143,36.3214812457704,936363628435.7585,10858275.0,2.45266890525818,803.0,26631753.457242265,AFRICA,5.257730347247644,17.93968463553587,2.941259436908424
DZA,2022,206670488126.832,81329859958.3052,45477389.0,4544.46688060372,51.1900893683897,0.107187812155079,16.5400734153236,74.1795862354514,-0.798385,10.3517244580598,107.787115922596,74.78150177,189.1886,,1499.50999958517,19.1821741766237,42.7463000437695,43.0521306240802,970875306972.2758,10858275.0,2.48042869567871,970.0,26933176.895570744,AFRICA,5.273114031921418,21.329280799300065,3.1058988575098305
DZA,2023,215143978140.155,88812207074.4975,46164219.0,4660.40545687895,43.7397984507007,0.489819143410423,17.9064173126831,74.732808364138,-0.7329544,12.0086836084024,111.60623555659,76.19760132,190.5786,,1503.41406578063,16.5394687279881,45.5476795606292,37.5476547378243,1011143748698.1594,10858275.0,2.50891828536987,928.0,27242524.695074525,AFRICA,5.291648859121629,20.102148809232535,3.0493748745968716
ECU,2008,72000071699.6601,13737374574.4103,14575202.0,4939.90215021789,74.5902963648439,1.7294958127597,12.0058038479189,62.5395521004212,-1.10530638694763,1.0703,80.1668,18.8,32.6692,15.3,762.824711258849,19.1306658675447,50.1895274209096,38.9201614839835,92660835947.23663,6124977.0,2.66011524200439,,16293144.674626322,LATAM,5.367593089913877,,
ECU,2009,72785601820.191,13443754671.1937,14825954.0,4909.33681705683,57.3473460627608,0.513570185696715,14.3981565314825,62.6588021150118,-1.20504021644592,1.6271,89.3147,24.6,35.3903,12.9,830.344069134027,18.9870360482816,54.7057842337508,31.0916213331503,101471548821.0685,6125135.0,2.68247008323669,,16430491.393285962,LATAM,5.341196385649994,,
ECU,2010,75718234074.2169,14971025541.1436,15076695.0,5022.20374387205,65.7773849135062,0.243419054034351,13.6565759414611,62.7405258611644,-1.14322912693024,1.46796,98.0369,29.03,38.2529,11.8,867.465226710609,21.2083411774245,53.5584229032423,33.9061751825852,111368996921.15866,6143556.0,2.70501255989075,,16618396.142392177,LATAM,5.340731106974182,,
ECU,2011,82140258351.3877,17537559124.9331,15326227.0,5359.45724615639,70.0356837525249,0.817966548837347,13.0638269394594,62.7949053547691,-1.14428532123566,4.29932,100.042,31.3668,38.3188,13.2,891.346717905666,18.9757073503174,51.5008663236349,37.4057005178901,123338106200.03383,6264301.0,2.71133708953857,,16984631.641333554,LATAM,5.372243095664343,,
ECU,2012,86890603905.3287,19624339837.5976,15572194.0,5579.85624282158,67.0029290916898,0.646739602691481,13.7469463742699,62.8408732819135,-1.06392514705658,5.41802,105.68,35.1351,38.661,13.2,872.14170563726,18.0424343279012,51.742214810209,37.0917503800762,136795540727.62973,6506281.0,2.71767663955688,,17681967.884092774,LATAM,5.366065757880694,,
ECU,2013,93156490881.1886,23433995256.5528,15807128.0,5893.32172683036,63.4333003342414,0.752903273859877,14.2480971433732,62.8837286624122,-0.870363593101501,6.69605,105.182,40.2791,41.1583,11.8,911.670139950059,18.0517363768939,52.0189015811005,36.8322936524171,153389758947.80106,6695018.0,2.7240309715271,,18237436.386931423,LATAM,5.375518287024315,,
ECU,2014,97093344927.4784,23767083742.6868,16035124.0,6055.04172761485,61.4263766217565,0.751953401658059,14.7396467646102,62.9232432195799,-0.970792293548584,8.2296,103.559,45.5904,43.4594,12.2,983.169096054705,17.78596368057,52.8341973543552,35.7119955282529,169487354743.0978,6784360.0,2.73040008544922,,18524017.12371827,LATAM,5.3718470802202205,,
ECU,2015,97209558000.0,21912497000.0,16266225.0,5976.1596805651,47.8280397077826,1.36067004574537,15.3738143732739,62.959188676731,-0.956418454647064,9.14528,79.5746,48.9404,43.2759,13.1,937.035024847677,18.258248662138,57.6066295867738,28.0900423392523,182925484005.9429,7151013.0,2.73678398132324,,19570777.828634247,LATAM,5.310607971479106,,
ECU,2016,96540800718.3398,18509104793.3834,16505139.0,5849.13587933672,40.5344917996647,0.78469808886928,15.6897053000134,62.9913367571804,-0.649083614349365,9.75203,84.1088,54.0629,42.0681,14.8,885.908943461603,18.8225928822421,58.567451344755,27.5339637947157,192288314599.02914,7482136.0,2.74318289756775,154.0,20524867.512475975,LATAM,5.255293915967025,9.33042732933058,2.3350936500717205
ECU,2017,102304671535.156,20753552274.7095,16759519.0,6104.27253521751,43.6177233172817,0.605279629548276,15.2975347755569,63.0194591842425,-0.718140542507172,10.6125,87.4214,55.8,41.0581,17.0,900.097212296325,18.2778953966104,58.0552249529581,28.4680086969835,203427451143.78717,7766294.0,2.74959659576416,306.0,21354175.544103622,LATAM,5.267827223096935,18.25828056282522,2.957941127349691
ECU,2018,103373033702.498,20491181550.1201,17049547.0,6063.0956178776,48.0093476154836,1.29342873266166,15.5567599876593,63.0433276812321,-0.663264274597168,11.4584,92.5118,57.5,42.2145,16.3,859.0065244756,18.6076444108592,58.7476436434848,28.0147488586162,213747260136.7179,7778909.0,2.75602555274963,337.0,21438871.97651407,LATAM,5.2583233429454985,19.76592105350365,3.033313232155055
ECU,2019,103544017315.435,20020086191.1142,17340021.0,5971.38938386723,48.0828494933307,0.915058228783613,15.184077301137,63.0627139714638,-0.542950987815857,12.0672,91.4249,59.2,41.9254,17.7,904.417680495404,18.880438766098,59.4371120144712,26.6504631266844,223079983320.9962,7853175.0,2.76246953010559,370.0,21694156.652086966,LATAM,5.237324195216088,21.337921101710315,3.106285732091192
ECU,2020,93971273313.9152,15659988480.6966,17546065.0,5355.68934196443,43.9893109378389,1.16754746598289,16.3225877996763,63.0773897782521,-0.540949642658234,13.5147,88.2555,70.7,36.5986,20.2,785.501430511736,18.7426731318293,61.3211703446141,23.9811344799811,227585972635.64297,7063092.0,2.76892852783203,373.0,19557196.933502186,LATAM,5.200722063432577,21.25832772191372,3.10271621822367
ECU,2021,102825145845.295,17811083113.7868,17682454.0,5815.09477390949,53.261275610573,0.607511454080008,14.4433893877456,63.0871268249117,-0.354992210865021,14.0284,94.9506,69.1148,41.1607,18.9,886.251942198984,18.605495375963,58.4590001216096,27.3494898826986,234017757117.6476,7948655.0,2.8261821269989,379.0,22464346.69468044,LATAM,5.190927764983048,21.4336765700055,3.110563248162946
ECU,2022,108859360917.986,19447137620.1141,17823897.0,6107.49495006543,61.880792818786,0.759467924339618,13.5357543693328,63.0901835932266,-0.620780825614929,15.1129,98.1309,69.7181,44.1693,,907.425347450976,19.8012550282051,58.2031787469141,29.5835905417542,241764006881.87933,8150680.0,2.79839634895325,294.0,22808833.153486278,LATAM,5.226664866419052,16.494709321984974,2.861898510762215
ECU,2023,111023744250.546,19490827589.5174,17980083.0,6174.81822806637,56.9977535649091,0.39702767894988,13.5836201122079,63.1307729554263,-0.957790791988373,16.0679,101.032,72.6943,46.7901,,949.273888855786,18.6084478897872,58.6215899574019,27.5754259552504,249166634127.30276,8109647.0,2.82538056373596,409.0,22912839.012559637,LATAM,5.2328390459762595,22.747392211704472,3.1674727228395687
EGY,2008,262077623378.478,51556128028.841,85864789.0,3052.2129784594,71.6806253489671,5.8314126186488,10.8877721943049,42.9608989120873,-0.2146515,0.896460596904279,48.0833441516988,18.01,202.0257,5.9,859.150259001023,40.9756017153782,46.6682970407594,36.2125516471245,942071066708.822,22507311.0,2.27220916748047,,51141318.38953403,AFRICA,5.10436812652331,,
EGY,2009,274326082660.557,44297904886.708,87501636.0,3135.09661305712,56.5534446363462,3.54835118019574,11.3509882939935,42.9383470624904,-0.2094603,1.23139297646961,63.2585121037051,20.0,210.3425,5.7,862.435116243687,42.9563410045474,46.5660621761658,35.8164459796584,939265418260.0889,22975292.0,2.31382298469543,,53160758.709689036,AFRICA,5.125915749047312,,
EGY,2010,288446290410.386,47354667501.9162,89196072.0,3233.84521249306,47.9363500745898,2.91601657550141,11.163600198906,42.9057175520154,-0.2849681,1.62745731673027,79.2198618342745,21.6,211.7586,5.4,838.166707475228,46.3262890792464,46.2327200397812,35.7845184816841,939656814849.0005,23829005.0,2.35619902610779,,56145878.37411766,AFRICA,5.140450051708298,,
EGY,2011,293536132736.188,44009577808.9963,91093059.0,3222.37650111397,45.2556341623514,-0.204542848807527,11.4506600539713,42.8634168470177,-0.51085,2.02567464552925,91.5823290114783,25.6,219.3403,5.4,860.053119855617,40.8977537424026,45.7160236306615,35.9517175990081,936683551915.5468,23345812.0,2.39559030532837,,55927000.89721873,AFRICA,5.161590012479591,,
EGY,2012,300070833530.761,39724498782.625,93161001.0,3220.99194201188,40.7117692721084,1.00234071774049,11.1781214545889,42.8118514138525,-0.5396816,2.45679305227732,103.904852847169,26.4,232.9567,5.3,866.240866672303,42.6414652957417,51.771621185884,39.2513148623634,929573873102.3944,23564393.0,2.43564009666443,,57394380.44435862,AFRICA,5.169440133868898,,
EGY,2013,306628779734.432,37269211963.503,95333553.0,3216.37839024454,40.373038056332,1.45343420769727,11.3523973339067,42.7514277188751,-0.795294,2.80726241263661,104.585398175604,29.4,228.7539,5.3,825.189960336054,46.5554819136137,52.3007390883681,39.8869544184046,920364391410.7777,23975130.0,2.47635960578918,,59371043.47554435,AFRICA,5.172535070944429,,
EGY,2014,315569804751.828,37483611026.9047,97528654.0,3235.66246235519,36.9201877934272,1.50925042253521,11.849765258216,42.6825522284408,-0.839702699999999,3.14561708192958,97.7313128919015,33.8946039115275,233.1055,5.4,832.772090858109,43.5968296522207,52.320985915493,39.890323943662,911829782867.1434,24331249.0,2.51775979995728,,61260240.61495077,AFRICA,5.184177005214098,,
EGY,2015,329366576819.407,44973045822.1024,99597342.0,3306.98159414141,34.8459429600229,2.10258128401326,11.7598919759401,42.6056314089048,-0.8381446,3.84187963570353,94.3962460363651,37.8193834276939,239.4139,5.3,810.817127279737,45.6930204523881,53.1705429845738,36.6302017267482,911211339545.8887,24778768.0,2.5598521232605,,63429981.87657933,AFRICA,5.20458225479395,,
EGY,2016,343682967577.042,52886164883.6125,101644589.0,3381.22246307712,30.2465490514505,2.43856278142762,11.4268841809995,42.5210717266225,-0.8445636,4.39685382563749,96.2091951594197,41.2480670885772,250.123,5.1,872.581407763809,45.0345425155358,54.4832841219458,32.4559533476046,918536937452.2068,25331181.0,2.58862996101379,700.0,65573054.08446325,AFRICA,5.22272966337751,6.886741408339995,2.065183046803412
EGY,2017,358053111989.475,60413303884.1774,103696057.0,3452.90961245976,42.8321343581608,2.98301550917695,9.57903662572827,42.4486008687179,-0.774614199999999,5.04732016956055,99.2884367821237,44.9502042452857,261.7067,4.9,897.218073562482,45.0086404762345,53.1699504909872,34.3958677753768,933023394463.7738,26006180.0,2.61768794059753,731.0,68076063.76700868,AFRICA,5.23386498586005,7.049448370057118,2.0856035636237524
EGY,2018,377141312302.884,60485615729.6546,105682094.0,3568.63966286365,45.9110196733959,3.10040077579187,7.94222279370794,42.4577177449969,-0.739756099999999,6.26825297386708,88.7420881346276,46.92433676792,256.219,5.0,870.813573488394,44.9185945189461,51.6422459388796,35.3298750589345,946857840470.2397,26021022.0,2.64707231521606,888.0,68879526.94982803,AFRICA,5.273025399029141,8.402558715386544,2.240981855999761
EGY,2019,398080548970.536,68972522767.8081,107553158.0,3701.2446344954,41.1240171551108,2.82732944960686,7.2855611150822,42.4812027332648,-0.749387999999999,7.04130696004296,88.6447815879102,57.2828663990195,237.0298,6.2,844.783013447093,44.6262157169763,50.7617519656898,35.8254244102931,968487471214.5358,26122610.0,2.67678642272949,1066.0,69924647.7742576,AFRICA,5.3093660280008415,9.911377962514127,2.3898060945747006
EGY,2020,412213064650.314,54812097339.9258,109315124.0,3770.86947868544,32.1262555667523,1.52462948997172,7.5399018301206,42.5181534630674,-0.789880599999999,8.5396308016812,87.2316871725819,71.91420096,246.184,6.7,805.259456646637,39.7460127211742,52.0271088645451,32.3694442999707,974875194993.7347,26238958.0,2.70683407783508,1453.0,71024505.6812834,AFRICA,5.331806754883143,13.29184788739754,2.6596892969053596
EGY,2021,425777537422.894,53235669307.421,110957008.0,3837.31992325256,29.8569734808122,1.20617861055665,7.55804355330102,42.5686062621468,-0.8185251,9.76582299335252,84.0866220906029,72.05599976,261.6313,6.1,857.821938469275,41.5138300696419,52.4773050081794,31.1876357851451,979367104551.469,27240999.0,2.75470471382141,1952.0,75040908.35450432,AFRICA,5.3268189193948725,17.59239939130298,2.9227528623289887
EGY,2022,453827104224.859,62755270180.154,112618250.0,4029.78295458204,36.9831048772713,2.39118080969079,7.26809053235575,42.6325129008032,-0.772813099999999,10.6832498285136,90.6794715776528,72.19806556,258.9936,,902.48842991302,42.2068092839445,51.4288499840612,32.7114314313038,993154019504.0496,27976390.0,2.80485892295837,2393.0,78469827.1236633,AFRICA,5.356682995125842,21.24877628625911,3.102287008729406
EGY,2023,470892276432.179,52311579891.5339,114535772.0,4111.3118479018,40.4504007720031,2.48546400695984,6.78850660732221,42.7098115041919,-0.7776875,10.8642477216638,92.8261626420085,74.01190186,275.8365,,928.39494742708,43.1460553382462,51.6487720818481,32.7344752545444,995807898420.381,29886073.0,2.85743236541748,2641.0,85397432.26542948,AFRICA,5.3376708370938815,23.058298327966916,3.1804799818594045
ETH,2008,31192831993.2611,,85543668.0,364.642208155735,,0.400997134132688,,16.7936706542969,-0.858252,0.0017488144183857,2.28482954460171,0.449999988,6.8646,94.1,368.652913303335,23.3535997886864,37.9001296082826,10.2068542889297,,35497999.0,1.26257908344269,,44819031.04146953,AFRICA,,,
ETH,2009,33938597623.7578,,88007636.0,385.632419711374,,0.682729366934427,,17.1511001586914,-0.891399899999999,0.0039746551083362,4.60380846952871,0.540000021,6.9098,94.2,368.44943557023,22.68705677205,38.7708154845259,9.68348044252178,,35497999.0,1.27201545238495,,45154003.2567455,AFRICA,,,
ETH,2010,38198074328.8086,,90538514.0,421.898622378633,,0.963030625359937,,17.4937839508057,-0.8369645,0.004536191084382,7.57025899497312,0.75,6.8811,94.1,368.268746003103,24.166909022745,41.7550740909194,9.43512813822331,,35497999.0,1.28152239322662,,45491480.63323616,AFRICA,,,
ETH,2011,42467968231.3241,10029494823.6555,93149970.0,455.909628648555,48.232935411689,1.96735663905254,10.3182460672537,17.863790512085,-0.847511,0.0068201846978587,15.1655003216856,1.100000024,7.9585,93.6,371.320232525157,25.2350078828693,41.4300565862634,9.6646421928884,43534684888.066315,35497999.0,1.29974734783173,,46138430.053583406,AFRICA,4.427475696289298,,
ETH,2012,46140518129.2398,14694336024.477,95798767.0,481.639999909808,45.3979041835072,0.643172898229037,8.30218871752089,18.2061367034912,-0.7490211,0.0089093004714768,21.4239594545095,2.900000095,8.9861,93.3,371.675426449938,24.5351118806919,38.5815204962798,9.47613796506918,56052286668.13999,35497999.0,1.3182315826416,,46794583.40237994,AFRICA,4.412783835532453,,
ETH,2013,51023232360.2629,16081589572.6369,98438751.0,518.324662208106,41.4717870807625,2.82040845857162,8.9554736783348,18.615514755249,-0.8458441,0.241842767793752,26.0536269908585,4.599999905,10.4416,92.4,375.85804849591,24.8586639702578,39.6700979759192,10.9445569914695,69331261907.36989,35497999.0,1.33697867393494,,47460067.63036383,AFRICA,4.429780787422979,,
ETH,2014,56256936828.9833,20003957960.9811,101115610.0,556.362532243867,40.7410841498626,3.33569111068815,9.24959184376664,19.0262870788574,-0.7533654,0.466085305720848,30.1536033852735,7.699999809,12.4047,91.4,379.902875684312,21.7734035744035,39.8920084959331,13.4713245062584,85868656772.98248,35691303.75,1.35599231719971,,48397133.6758412,AFRICA,4.439847293767478,,
ETH,2015,62103418181.8182,25258250741.6268,103867135.0,597.912113218663,39.6561241449515,4.22926466080082,9.01378857603043,19.451566696167,-0.805187299999999,0.460203316477344,40.7363012371526,13.8551755555556,13.5098,91.5,379.764413056995,24.819463870742,39.5457091545031,16.2977936386153,106833474675.96016,35884608.5,1.37527632713318,,49351252.57849209,AFRICA,4.4495709575927815,,
ETH,2016,67961933367.1549,27930212171.1429,106718162.0,636.835680951429,34.8990210816111,6.0502150951561,11.0526402184145,19.8763618469238,-0.798565,0.523809621083991,47.9993274246983,15.3669238595896,16.0312,90.4,383.271232956714,23.6646171631837,36.7245794030803,21.9325618536317,129422013113.30504,36077913.25,1.39483463764191,25.0,50322723.054940015,AFRICA,4.459914335104001,0.23426190567262578,0.21047314418900426
ETH,2017,74461941569.3207,31249860706.5351,109666481.0,678.98541915757,31.1036494929016,5.26039764214773,15.4931325929715,20.3084850311279,-0.782502799999999,0.0574013129864174,36.1094836260863,15.62440014,15.8736,90.8,381.746445734134,25.1283378535126,36.6336554444575,23.5819066692345,154200773164.1749,36271218.0,1.41467106342316,38.0,51311842.53971326,AFRICA,4.477290635202621,0.34650514590688836,0.29751245495318185
ETH,2018,79537377550.6924,30264606771.5431,112664152.0,705.96881207336,31.1993689777881,4.03228222144798,10.2500179989793,20.7838096618652,-0.7938799,,,15.88619995,17.4696,90.0,384.353883621329,23.9359544258576,36.4097339173082,27.3057073073258,176755341277.50925,36464522.75,1.43478965759277,45.0,52318920.11075628,AFRICA,4.482816973627111,0.3994171988264732,0.3360558633973927
ETH,2019,86189951997.3118,33845305758.804,115737383.0,744.702789740042,28.8152939292608,2.77536541538477,9.20441363031239,21.2486705780029,-0.7767788,0.137379985514274,36.2199307720652,15.98460007,18.4825,89.3,385.847616822769,22.7924418312934,37.1502538857618,24.8223642567601,201762879972.4378,36657827.5,1.45519435405731,66.0,53344263.610006794,AFRICA,4.5042137434639145,0.5702565436441569,0.4512390096063078
ETH,2020,91412658764.8075,32743871369.1448,118917671.0,768.705424484873,24.0061143414049,2.4279259279615,9.12947509959983,21.6260051727295,-0.8139468,0.178274598062049,37.4208472347226,16.06959915,18.0158,90.7,379.568149086532,23.9067499898344,36.8280723461663,23.1022952225268,224418607342.96072,36851132.25,1.47588920593262,128.0,54388188.314170465,AFRICA,4.513199764596731,1.0763749316953912,0.7306235519330182
ETH,2021,96569731966.5325,32649757343.932,122138588.0,790.657019602458,24.3450574655662,3.90520609775086,8.83582491865751,22.1067085266113,-0.9484534,0.399382380284272,52.8088633217211,16.6981031,19.0941,90.6,372.343233834902,23.7887266123944,36.5357433727102,21.8500262627975,245847434319.7447,37044437.0,1.49691438674927,268.0,55452350.69432697,AFRICA,4.523566715669254,2.1942287395691853,1.1613456626227954
ETH,2022,101708941223.239,35630068101.2137,125384287.0,811.177729337321,26.5954996964257,2.98033315911234,7.36173479629288,22.7367687225342,-0.9181925,0.45157652011053,56.9642988837987,17.9836998,18.3349,,378.635522850201,23.5261339843168,36.5535172722288,22.7175269594537,269185130704.97113,37044437.0,1.51901984214783,588.0,56271234.84419523,AFRICA,4.534147110946353,4.689582834250993,1.7386369298531548
ETH,2023,108415879001.877,37549531767.1834,128691692.0,842.446604881663,20.5982015071406,2.40146315356828,6.31777188485736,23.0586471557617,-1.03931399999999,0.534823180349513,59.8748744402242,20.33749962,19.0165,,382.175692692495,23.8032820424199,36.9795925806776,24.4836822236256,293275405936.90594,37044437.0,1.54227304458618,409.0,57132636.63697094,AFRICA,4.558132162951889,3.1781383370109086,1.4298657734074074
GHA,2008,31103809332.791,17686638000.9677,24249946.0,1282.63416886747,69.5142256111434,9.46643908231485,8.73165976762738,49.4708679942306,0.0965169999999999,0.0947630976167947,47.7132196500561,4.27,8.6514,57.3,276.023736903457,34.1712364799862,46.173896812569,19.3995645523361,323183112563.137,10210130.0,2.22704744338989,,22738443.913178418,AFRICA,3.8743574668026106,,
GHA,2009,32610629348.5193,13237073728.862,24862664.0,1311.63053760125,71.5947385281523,9.10808669100415,7.57424395572255,50.1111250897099,0.0402315,0.114231524023331,60.7694975888344,5.44,9.9181,51.9,274.268692555035,29.4002555482537,47.9362071143916,18.5140921293401,320261030663.84216,10210130.0,2.24304246902466,,22901755.204262752,AFRICA,3.92019267560479,,
GHA,2010,35186775129.0417,9893669914.1008,25474995.0,1381.2279503506,75.3778157916824,7.84948455261709,7.06949942103097,50.7296926788704,0.0192559,0.204455388509399,68.4473107845556,7.8,11.128,51.9,296.099589771501,26.371447386165,48.1811608328439,18.0149428066597,314141649044.75085,10210130.0,2.25915217399597,,23066237.38628147,AFRICA,3.998325362072654,,
GHA,2011,40129504915.3457,12422881484.6625,26095088.0,1537.81834019283,86.2954538549695,8.2558797134245,13.7885981215538,51.3304086646488,0.1772023,0.249660012642992,81.1104488323626,9.0,11.9922,50.1,302.776311436787,30.3930045479609,45.844878600683,23.8636600934779,310857448077.1758,10819656.333333334,2.28744721412659,,24749392.73749045,AFRICA,4.087665104889423,,
GHA,2012,43858655296.9198,17684091440.0726,26734268.0,1640.54072088003,93.1680351286831,7.98251565917851,11.7643463119471,51.9197918381031,0.1657172,0.254848945181518,95.8261770997433,10.6,14.4756,46.5,328.520151456093,29.0418637003495,47.5829502482676,27.1365335859295,312998667113.3895,11429182.666666666,2.31609654426575,,26471090.478048675,AFRICA,4.130408800742423,,
GHA,2013,47065830437.531,13061115327.7541,27386193.0,1718.59704769958,60.7593219028775,5.13479660884921,8.78317284558237,52.4985794475913,0.2017795,0.251203224924326,102.337999297675,15.0,15.3977,46.2,323.671149524462,24.2061546021841,40.5885509559734,34.0898222065997,310409849085.4741,12038709.0,2.34510469436646,,28232032.99001175,AFRICA,4.162028253638059,,
GHA,2014,48410143589.6826,13728202977.7144,28041592.0,1726.36930134647,63.8365624430783,6.15120635162518,8.26779337958511,53.0663398797148,0.1435263,0.250235435990938,108.270496910446,19.0,14.8352,47.7,321.354700935333,23.6327809168327,37.4136837490477,33.8982030516643,308617559608.9148,10444377.0,2.37447643280029,,24799927.041781392,AFRICA,4.27646784534123,,
GHA,2015,49436806230.4839,13354179345.1441,28696068.0,1722.77282833606,76.5212709243242,6.45737614178894,7.6804908567544,53.6226415210752,0.2011809,0.254850246382187,121.997156544235,23.0,15.6106,44.0,325.604049227551,33.8697351229232,40.515265169488,31.1193795046839,306540860973.61316,8850045.0,2.40421557426453,,21277416.02194193,AFRICA,4.399393222851765,,
GHA,2016,51104539956.3997,14987803484.5049,29356742.0,1740.81101902928,67.8769994445865,6.20782671803196,7.88693112799624,54.167052758274,0.2040096,0.294978237026438,130.481366086196,28.0,16.04,45.2,327.930479432879,31.3095383111133,43.9159268124684,27.6932546491989,306201621409.4374,10478175.5,2.43432760238647,17.0,25507311.842299655,AFRICA,4.315101599199629,0.5790833328848276,0.456844509615448
GHA,2017,55258774288.879,15141979147.9301,30008354.0,1841.44636153249,70.5483652904116,5.39035841681501,6.9570521307014,54.6991419779128,0.2800282,0.189313949042323,122.471765695646,37.88420105,17.3725,45.3,351.113971311685,29.3568301115867,43.4828610342125,29.9522176933621,306033519486.8956,12106306.0,2.46481657028198,25.0,29839823.63370416,AFRICA,4.291476434721959,0.8331013423795254,0.6060092550431295
GHA,2018,58684861220.5087,17133698801.7126,30637585.0,1915.4532323781,67.9585174644902,4.4440435772374,7.10478039787287,55.218477566593,0.1999325,0.199976597372149,133.609992432498,43.0,19.0565,42.1,378.657496575592,25.8232291377847,43.6785254609153,31.1777436281076,307865542314.2634,11851059.5,2.49568748474121,56.0,29576540.87507342,AFRICA,4.3553026452958115,1.8278203063328913,1.0395062051148427
GHA,2019,62503939826.8611,15416407029.1999,31258945.0,1999.55372220211,76.824802732152,5.67619931009197,7.04320381025923,55.7246279109161,0.1177125,0.187204014722826,130.70523333401,22.0732,20.2766,42.6,380.421155062376,25.0476126459012,45.1411499576786,31.1077243700312,307888672227.7501,11595813.0,2.52694487571716,72.0,29301980.240124427,AFRICA,4.424386316811985,2.3033406917603902,1.1949342872476096
GHA,2020,62825173619.4157,15689366868.8773,31887809.0,1970.19411460398,66.5754987162431,2.67937438514205,7.83341015600264,56.2171613974837,0.1110047,0.245771040587956,126.887391353856,62.51760101,22.9458,40.0,392.373098140481,30.1543666247493,45.1881802776604,29.8767542337189,308183605485.2399,11340566.5,2.55859398841858,82.0,29015905.272161137,AFRICA,4.435554584585814,2.5715156535213817,1.272990058501614
GHA,2021,66014472471.1465,16602172852.6703,32518665.0,2030.04866500967,62.7078309128346,3.18633188953992,8.00565308777829,56.6952556826536,0.0415219,0.352237707175248,124.402625384529,68.6,24.4916,39.0,382.191892428598,29.2960702713952,45.322010852638,28.4050146696866,309376598063.6482,11085320.0,2.60027527809143,164.0,28824883.545732494,AFRICA,4.488013807656657,5.04325746459764,1.7989431818992132
GHA,2022,68526223982.9084,16732460158.1462,33149152.0,2067.20895855521,70.1154557937915,1.93240124333448,6.65253432776561,57.250609602871,0.0021348,0.62494509663475,120.803416027053,69.91329956,23.7878,,361.562855486466,30.0880306483719,42.776031666238,31.4700505018425,310640228318.61194,11676139.0,2.64216780662537,227.0,30850318.571482945,AFRICA,4.47978943816954,6.847837314209425,2.060237992462246
GHA,2023,70678009775.3851,11900634014.1781,33787914.0,2091.81335596465,64.3878615301086,1.63794208218413,5.49933849271349,57.8074737774654,-0.0029916,0.555476730525596,98.8059221412722,70.67430115,23.2246,,369.331287865765,28.143601284493,43.1127691309747,29.466622381614,307008850916.85944,49714384.0,2.65867567062378,213.0,132174423.22084813,AFRICA,3.5690890330856906,6.304029304679774,1.9884261554258802
