Country,Year,GDP,GFCF,POP,GDP_PC,TRADE,FDI,GOV_CONS,URBAN,RULE_OF_LAW,BROADBAND,MOBILE,INTERNET,CO2,RENEWABLES,ENERGY_USE,PM25,SERVICES_VA,INDUSTRY_VA,CAPITAL,LABOR,HC_index,AI_PUBS,EFFECTIVE_LABOR,REGION,LN_TFP_SOLOW,AI_PUBS_PM,LN_AI,MALM_CRS,MALM_EC,MALM_TC,GTFP_ML,ML_EFF,ML_TECH,LN_GDP_PC,LN_AI_L1,RENEW_L1,D_ASIA,D_AFRICA
CIV,2018,55294253263.7438,12764874023.856,27464173.0,2013.32307598499,46.0375087102874,1.05998699614336,10.047344032596,50.8718477756395,-0.6230846,0.640536308885034,123.098008449044,37.5465361301281,12.3432,60.5,358.54922881191,19.8798421869581,55.6186479812729,19.1116818893978,91969390078.59268,8423176.0,1.67633152008057,9.0,14120035.427986175,AFRICA,5.199263801651057,0.32769965438245674,0.28344786160670565,0.9500747862837273,1.0,0.9500747862837273,0.9580974203993163,1.0,0.9580974203993163,7.607541907538331,0.2617882813069462,62.5,0.0,1.0
CIV,2019,59010785540.9857,13647842191.3769,28193009.0,2093.09994335779,44.6604105830795,1.40583048179048,10.8276425991993,51.3514799771241,-0.599899499999999,0.768711846259475,132.574011521792,36.2889545655205,13.1832,61.1,376.743212908005,18.8155812927616,54.9974768932861,21.6420400540965,101018762766.03995,9142071.0,1.6955418586731,7.0,15500764.055461446,AFRICA,5.170825914177282,0.24828850301150898,0.22177341551590352,0.9716946015904895,1.0,0.9716946015904895,0.974464267815872,0.9999999999999998,0.9744642678158723,7.646401472551903,0.28344786160670565,60.5,0.0,1.0
CIV,2020,59423700880.6615,14163831254.7395,28915449.0,2055.08483996432,41.9426318190526,1.13111245703154,11.3216044456757,51.8357660823651,-0.618331,0.903911262107671,138.663750301785,36.01660156,13.2881,61.8,385.900911896689,22.0556108824208,55.5728121351951,20.7022034045474,110131655882.47745,9956622.0,1.71353816986084,17.0,17061051.83987618,AFRICA,5.085228473162362,0.5879210106680343,0.4624256201948743,0.9223340707959821,1.0,0.9223340707959821,0.9310029626114833,1.0000000000000002,0.9310029626114831,7.628072410732317,0.22177341551590352,61.1,0.0,1.0
CIV,2021,63620521822.0335,16270732119.0722,29639736.0,2146.46047529012,45.1140327762435,1.91282655892028,9.96265946726249,52.3183461956059,-0.6527655,1.13037781443128,150.343798608733,35.95069885,17.2006,58.2,475.7701142407,21.3540188476971,54.1000329007516,22.1030350664638,120895805207.42578,10771173.0,1.71744728088379,16.0,18498921.780778896,AFRICA,5.068238757199758,0.539815874203468,0.43166284707186725,0.9771303144013437,1.0,0.9771303144013437,0.9706988018014059,1.0,0.9706988018014059,7.671575473933528,0.4624256201948743,61.8,0.0,1.0
CIV,2022,67692161181.7305,18414164839.9599,30395002.0,2227.08197820584,52.8663910413483,2.2547265327193,9.46903676410753,52.8492549676673,-0.6021757,1.25179133069312,161.231833444196,38.41328122,18.4103,,483.894918210023,21.8306712275434,52.9655573840158,23.0445423474416,133265179787.01439,11585724.0,1.73017752170563,20.0,20045359.23748544,AFRICA,5.043993491464944,0.6580029177165377,0.5056138164923375,0.967391270447438,1.0,0.967391270447438,0.9717737019262744,1.0,0.9717737019262744,7.708447477628731,0.43166284707186725,58.2,0.0,1.0
CIV,2023,72159844125.7554,18956238337.5795,31165654.0,2315.36434710324,48.8170039103332,3.07641433618414,9.26221456590428,53.4075201638704,-0.6022948,1.36336622359986,171.988943341282,40.65284979,17.925,,483.503922762538,20.3873194822538,52.2715206592214,23.9006374307143,145558159135.24316,11585724.0,1.7432347536087,28.0,20196636.722518403,AFRICA,5.072137683331285,0.8984249135282064,0.6410245494878851,0.9847019750678109,1.0,0.9847019750678109,0.9886301225254668,1.0,0.9886301225254668,7.747322339494329,0.5056138164923375,,0.0,1.0
COL,2016,299618678572.191,66620549038.7795,47437512.0,6316.07067782542,36.202652984202,4.90164572903473,14.5412847223026,77.2036266362166,-0.266068160533905,12.4648,123.71,58.1365,88.4935,30.5,923.380646133256,19.6738712609183,56.8986156229234,27.689162311787,654494689200.5762,20930863.0,2.53814482688904,415.0,53125561.64577321,LATAM,5.3409714816369505,8.748350883157617,2.2770981305149784,,,,,,,8.750852565595604,,,0.0,0.0
COL,2017,303691577641.583,67855877161.6442,48131078.0,6309.67745292518,35.2829149424588,4.3931823276543,14.8806426275244,77.2245191706503,-0.366633266210556,13.1537,129.272,62.2599,80.9994,32.2,870.764598847956,18.4571577570909,57.6083331251066,26.8148589146209,689625831902.1915,21125155.0,2.5629780292511,495.0,54143308.12952402,LATAM,5.3238390076306334,10.284415404117896,2.4234226060138933,0.9677280384609923,0.9568801181024198,1.01133676011587,0.9604666725119637,0.9445282926012172,1.01687443355122,8.749839837418161,2.2770981305149784,30.5,0.0,0.0
COL,2018,311479214511.795,68559434276.7921,49024465.0,6353.5464285392,36.5347527968973,3.38083573220188,15.4214808598175,77.2804816598084,-0.383742153644562,13.6229,131.595,64.1264,85.3965,30.4,829.434495650998,18.3860185548236,57.6526815895265,26.8954667535946,723703974583.874,21271706.0,2.58082032203674,581.0,54898451.129190855,LATAM,5.323274350291905,11.851225709449354,2.5534391927416444,0.9838135501926828,1.0202316758123111,0.9643040630054619,0.9839115380997804,1.0245366952931885,0.9603477773123757,8.75676842867108,2.4234226060138933,32.2,0.0,0.0
COL,2019,321405606655.842,70092743821.6765,49907985.0,6439.96359812647,37.558533980839,4.33058240931506,15.7732334152149,77.4595528518377,-0.391183972358704,13.9253,132.811,65.0069,86.0607,31.5,899.552647463233,19.7067243599727,58.1364591705438,25.993426836769,757611519676.3568,21309813.0,2.59878706932068,674.0,55379666.47404173,LATAM,5.3329469455375715,13.504852980940827,2.6744832817716264,0.9920032587323477,1.011791389477899,0.9804424795947688,0.990786522576733,1.01161785379664,0.9794079047322799,8.77027816661759,2.5534391927416444,30.4,0.0,0.0
COL,2020,298309675728.093,53535626766.5933,50629997.0,5891.95523215403,34.0555709680101,2.7588942895314,17.15883586003,77.6382533537045,-0.491402626037598,15.3363,133.661,69.7953,84.3026,32.0,814.027717297433,19.1676132940414,60.1218262723705,23.439238595813,773266570459.1322,19049197.0,2.61687898635864,778.0,49849443.33630604,LATAM,5.319599950007074,15.36638447756574,2.795229504287131,0.9277823709879833,1.014150139769697,0.9148372953916597,0.9247988439589262,1.0166168152790387,0.9096828126978104,8.681343179480681,2.6744832817716264,31.5,0.0,0.0
COL,2021,330530695024.886,62473975248.1539,51188173.0,6457.16921807086,40.0591463936128,3.00175693787234,16.04633106217,77.8339570326128,-0.470828503370285,16.4768,146.628,73.0284,92.1683,29.7,880.466204307389,16.6640289062553,58.19295777246,24.5553120236384,797077217184.3295,20741208.0,2.63825917243958,788.0,54720682.2534772,LATAM,5.350950283354647,15.394180995676482,2.7969264545307877,1.0650821033128453,1.0583909780719223,1.006321978720106,1.0691126782914004,1.0552191058029845,1.0131665285550753,8.772946299201278,2.795229504287131,32.0,0.0,0.0
COL,2022,354752900899.02,69657260568.4434,51737944.0,6856.72590505374,48.2826551123359,4.97124137726565,14.0050262426423,78.0464633137335,-0.427760243415833,17.0075,156.195,72.7964,88.3446,,863.76322070814,18.8527177779036,54.908743854001,26.1230022316952,826880616893.5563,22032180.0,2.6601254940033,599.0,58608363.706469625,LATAM,5.364210992285795,11.577576410844621,2.531915578566204,1.030271541171912,1.0343296547962912,0.9960765761616122,1.029520888559324,1.032585422191441,0.9970321742237915,8.832985333472989,2.7969264545307877,29.7,0.0,0.0
COL,2023,357280089727.874,60802434419.3706,52321152.0,6828.59753791113,40.3881324933957,4.58478761240549,14.6540810646728,78.275571579544,-0.458272933959961,17.037,166.98,77.3369,92.7973,,872.633394703758,18.3566187713727,56.7402222191369,24.6925648854384,846339020468.249,22788394.0,2.68249130249023,714.0,61129668.70272054,LATAM,5.335790705202633,13.646488517684014,2.684200615106783,0.9810453419387699,0.9708525154455009,1.0104988413081382,0.981682401090617,0.9933378978444966,0.9882663323536014,8.828874592960394,2.531915578566204,,0.0,0.0
CRI,2016,58814921621.3159,11360656068.2955,4866998.0,12084.4351325634,62.1784781768295,4.45296211770326,16.7086790790549,75.5423088085047,0.431041657924652,13.131,171.166,65.8804,8.2325,34.1,1001.15093508133,18.2625400009976,67.455208004105,19.6500112824728,160001249992.4115,2072882.9999999998,2.63974022865295,23.0,5471872.644390812,LATAM,5.683369364540775,4.725705660861172,1.7449658013835398,,,,,,,9.399673550842316,,,0.0,0.0
CRI,2017,61260269007.514,11369574479.9032,4913177.0,12468.5654531709,65.0719537438815,4.83327522078441,16.3581746478518,76.0539254265608,0.42886871099472,15.1438,179.931,71.5817,8.396,33.3,972.752740541664,18.3536882830973,68.3430015552082,19.3145397059632,163370761972.69412,2118331.0,2.65795803070068,23.0,5630434.893132202,LATAM,5.698243297937982,4.681288705861808,1.7371780918334134,1.0179612239193025,1.0303793353257218,0.9879480197431427,1.0094563293656895,0.9735758026116241,1.0368543740074636,9.430965992214544,1.7449658013835398,34.1,0.0,0.0
CRI,2018,62862779082.5908,11552889634.9592,4957818.0,12679.5253643016,66.945342016636,4.829438721344,16.1957338928329,76.5544308439668,0.467835366725922,16.8377,171.357,73.4797,8.4405,33.1,950.307226341185,17.6199561122599,68.6706106301098,19.5581432647296,166755113509.01862,2201777.0,2.67630171775818,48.0,5892619.567220452,LATAM,5.687305529301591,9.681678512603732,2.368529985284538,1.0009847879755003,1.0244215787595214,0.9771219278566926,1.0092894266290242,1.0407734953786083,0.9697493557537887,9.447743795453215,1.7371780918334134,33.3,0.0,0.0
CRI,2019,64382494195.8,10609590131.5992,4999553.0,12877.650101079,65.7605300176622,4.22094016659811,16.7512009792355,77.0435864735963,0.529464185237885,18.0963,146.212,81.2026,8.193,33.4,996.673606298647,17.841294618157,69.2049940233732,19.2336569312753,169026947965.1669,2260413.0,2.6947717666626,59.0,6091297.133397107,LATAM,5.684902658598892,11.801055014318282,2.549527590522599,1.0086111775869606,1.0229188974745784,0.9860128501654029,1.0256361966025354,1.0409518826988666,0.9852868452895033,9.463248537444727,2.368529985284538,33.1,0.0,0.0
CRI,2020,61631202097.7205,10252022654.1773,5034320.0,12242.2098908533,60.1398862509533,3.37043523313038,17.7047320692606,77.5211537281257,0.498832434415817,19.7191,149.223,80.5302,7.1754,36.4,948.979659241415,17.9677813432914,68.2324072882969,20.3678511278951,170827623221.08585,2024586.0,2.71336936950684,57.0,5493449.638332375,LATAM,5.704668287387847,11.322283843696864,2.5114093178486416,0.9651908207789393,1.0492994453814672,0.9198430677031848,1.0347475464336433,1.0351292194333896,0.999631279851268,9.412645086408077,2.549527590522599,33.4,0.0,0.0
CRI,2021,66522107766.4296,11055185810.0793,5059988.0,13146.6927918465,70.7816423027085,5.53072986406838,16.5307979779817,77.9868940200009,0.423667222261429,20.9243,154.831,82.749,8.0531,34.2,996.593947554107,18.054990422746,67.0794161390985,20.6057923603832,173341427870.11084,2122234.0,2.70895266532898,55.0,5749031.450751782,LATAM,5.746362735765727,10.86959099507746,2.4739797509999044,1.0586991546877977,1.0408001014411776,1.0171973976768791,0.988676203992616,1.0,0.988676203992616,9.483925507255908,2.5114093178486416,36.4,0.0,0.0
CRI,2022,69549856033.0247,11216193280.4422,5081765.0,13686.1614090822,82.2275325353143,5.4175310653788,15.3958787283636,78.4405687613972,0.435932785272598,21.7576,154.989,82.598,8.1977,,1009.21522950084,18.2413082350632,67.2830902367432,20.6464381116167,175890549757.0475,2235855.0,2.70455527305603,57.0,6046993.43003869,LATAM,5.752918329278259,11.216575343409229,2.5027936643358655,1.027424802901923,1.022254399559585,1.0050578440597229,1.0137373150527604,1.0,1.0137373150527604,9.524140485179723,2.4739797509999044,34.2,0.0,0.0
CRI,2023,73105190307.8725,12180565513.4389,5105525.0,14318.8389652137,72.4719990801769,5.4191807109794,14.873493459823,78.8819393641702,0.389316648244858,22.5231,145.789,85.3951,8.0978,,1025.14935705085,17.6979830088429,67.9930784438128,20.459253835237,179276587782.634,2163953.0,2.70017671585083,48.0,5843055.504795551,LATAM,5.818399858790755,9.401579661249333,2.3419576851178756,1.0364620052502673,1.0646409836287607,0.9735319428691848,1.0434905463019313,1.0000000000000002,1.043490546301931,9.569331359379445,2.5027936643358655,,0.0,0.0
DOM,2016,75735566406.0476,17923228254.1553,10551430.0,7177.75376475488,51.7306571245477,3.33024928523507,10.3233829732791,74.0506780735522,-0.394124180078506,7.21471,82.5303,63.8709,24.8714,15.3,842.638249219176,13.1164167913019,62.0130672048251,25.8795514870557,255765199958.5521,4262420.0,2.66348338127136,2.0,11352884.83399867,LATAM,5.297641149179464,0.18954776745900792,0.17357320754937508,,,,,,,8.87874176696129,,,0.0,0.0
DOM,2017,78714898894.6559,17424681240.4748,10666843.0,7379.39978067137,50.7595355508472,4.55025610026855,10.667738860033,73.926806252977,-0.428010761737823,7.69279,82.2092,67.5712,23.7887,16.9,824.396571608205,14.0184540517008,62.1317869930781,25.7840049829017,260401621201.09927,4382658.0,2.69760131835938,1.0,11822663.998718282,LATAM,5.30358264504115,0.09374845022093228,0.08961074174782135,1.01830576504434,1.0330340234913387,0.9857427169753599,1.0220126133742249,1.000542054895442,1.0214589265625886,8.906447583754677,0.17357320754937508,15.3,0.0,0.0
DOM,2018,84301701754.6018,19610141780.1026,10782053.0,7818.70593240469,52.3351709577013,3.22902365102652,10.1454233339167,73.7589255716938,-0.365240544080734,7.98202,82.8937,74.822,25.6286,15.9,860.8644315883,13.9700529917489,61.067519765139,26.9196437003489,266991681921.1469,4539256.0,2.73215627670288,5.0,12401956.771961208,LATAM,5.3323115847796565,0.4637335765275871,0.38099041573197595,1.0415916526555098,1.0714511917953726,0.972131685168198,0.9986452014310913,1.0173274016046518,0.9816360002255982,8.964274338056054,0.08961074174782135,16.9,0.0,0.0
DOM,2019,88427452425.8944,20687566066.4377,10894043.0,8117.04639185786,50.912982200697,3.17366550445317,10.4392552012067,73.5403464672933,-0.320300966501236,8.5357,82.1376,79.7155,28.4615,14.4,927.882170823972,13.2694812112673,60.9652850214225,27.3564369481505,274329663891.52728,4663268.0,2.76715397834778,5.0,12903980.598301895,LATAM,5.3448094187200255,0.4589664277991192,0.37772825885720657,1.01939995422999,1.035646595046265,0.9843125629012963,1.002693644088163,1.0148995941334598,0.9879732437416942,9.00172162213943,0.38099041573197595,15.9,0.0,0.0
DOM,2020,81415993438.0734,18969849200.0413,11008300.0,7395.8734262396,44.7331613466756,3.13265976088131,12.0062907437446,73.2643793773663,-0.171013608574867,9.37345,81.6619,81.6173,26.926,16.0,862.922281087901,12.8896641072094,60.0654313134599,28.8243175766758,279583029896.9922,4390655.0,2.80260014533997,5.0,12305250.341137664,LATAM,5.286440986227651,0.45420273793410426,0.37445780400890316,0.9101514754906734,0.9971961380883468,0.9127105899501973,0.943570496863625,0.9989167757526437,0.9445937036673376,8.908677478547647,0.37772825885720657,14.4,0.0,0.0
DOM,2021,92824351636.8768,23586046073.3354,11123476.0,8344.90510312395,51.9500227303115,3.53154938314388,10.4769394644063,72.9243347395035,-0.11635073274374,10.3195,87.5208,85.243,29.6681,14.8,954.921847557077,13.666329634232,57.806877007564,30.8689593199686,289189924475.47797,4556645.0,2.84226489067078,3.0,12951192.102750557,LATAM,5.372498574139858,0.2696998671997854,0.23878054750179836,1.1002881570735852,1.0837636204526289,1.015247362348309,1.0731190169373817,1.07133795599266,1.0016624641503264,9.029406464326538,0.37445780400890316,16.0,0.0,0.0
DOM,2022,97686450823.9666,24798030966.5934,11230734.0,8698.13592094395,54.3781976712844,3.56897098132173,10.9578295683435,72.4203155643711,-0.0933533534407616,10.6744,90.376,81.5127,32.1128,,960.933551504942,12.8281909827094,58.3198656685618,30.8255427451738,299528459218.2974,4687379.0,2.88338804244995,4.0,13515532.559031004,LATAM,5.383534767330394,0.356165500847941,0.3046612328434321,1.0153772125928213,1.013504234741259,1.0018480217322825,1.015811103273179,1.0155834384531532,1.0002241714579083,9.070864019724837,0.23878054750179836,14.8,0.0,0.0
DOM,2023,99828029402.8707,25305355574.0775,11331265.0,8809.96335385949,49.8436131764417,3.94375586800192,11.2787393309517,72.3577991823338,-0.128592282533646,11.1346,91.8676,84.6161,32.7889,,1011.62393484072,13.5127642846618,59.5911487632596,29.3086832346831,309857391831.4601,4835318.0,2.92603707313538,6.0,14148319.728398819,LATAM,5.363613357660229,0.5295083999888803,0.42494637657731676,0.9866116183466975,1.0005009139873344,0.9861176582185384,0.9873206166653402,1.0060153316726244,0.9814170674951823,9.083638559314252,0.3046612328434321,,0.0,0.0
DZA,2016,194806115978.439,82511624994.0329,40850721.0,4768.73140081027,49.7609327925216,0.906300705997455,20.0218426111777,70.7353778263851,-0.860594099999999,7.00004046440209,115.154200093555,42.94549942,160.7458,0.1,1371.20207705232,16.7302943332799,52.3939905220294,32.205164049828,728422688688.9939,10870000.0,2.26325869560242,516.0,24601622.021198306,AFRICA,5.37340914985413,12.631356004707971,2.6123727275323723,,,,,,,8.46983559480189,,,0.0,1.0
DZA,2017,197728207716.082,83831810995.1411,41689299.0,4742.90075532529,49.8208161712587,0.647902696344894,18.8290421977276,71.3227912436551,-0.8676221,7.70045809597326,109.96986300969,47.69110107,166.3203,0.1,1380.3468180174,15.3884102993683,51.2221393515536,33.4766949498416,775833365249.6853,10858275.0,2.30279946327209,506.0,25004429.842060752,AFRICA,5.355671662308319,12.137407251678663,2.5754636763630137,0.9647912305657778,0.9743225891101356,0.9902174509234534,0.9979548353703763,0.9884146986344958,1.0096519575731322,8.4644042012069,2.6123727275323723,0.1,0.0,1.0
DZA,2018,200496402625.853,85592279025.0376,42505035.0,4717.0035885361,52.4361676779223,0.753576088552125,17.4037117605062,71.905249845153,-0.853582899999999,7.21566750856693,110.938066513767,49.0384680793271,174.8053,0.2,1442.30211193457,16.0599697647705,49.4261444653673,35.3432586054084,822633976012.2386,10858275.0,2.34303092956543,692.0,25441274.16672707,AFRICA,5.337815926006149,16.280424189745993,2.84957431109232,0.9670705006486789,0.9958119509684579,0.971137672838906,0.9958484159246633,1.00289431294228,0.9929744371598384,8.458929044050583,2.5754636763630137,0.1,0.0,1.0
DZA,2019,202300870247.92,85078725351.113,43294546.0,4672.66408678635,46.5068426081672,0.713947308015691,18.2610260787535,72.4824561380175,-0.845730299999999,8.27526635803041,104.922068012909,55.79069901,181.6864,0.2,1463.50985736009,16.0043837868398,50.4800694011749,33.5743211841578,866581002562.7397,10858275.0,2.38396549224854,627.0,25885752.905345015,AFRICA,5.3173022430188155,14.482193669382745,2.7396905680301264,0.9699037318026269,0.9902966101730555,0.9794073026596901,0.9935408499007283,0.9960029973276484,0.9975279718700384,8.449484656270382,2.84957431109232,0.2,0.0,1.0
DZA,2020,192185826737.373,78953057125.3063,44042091.0,4363.68533767783,40.3897565625388,0.693816014772836,19.8031597171656,73.0541126293395,-0.7746944,8.6064465013707,103.436671524065,63.47269821,171.9505,0.1,1373.67832094406,15.3457911307566,52.8041887035021,30.0235803787213,902205009559.9089,10858275.0,2.42561507225037,677.0,26337995.49863939,AFRICA,5.240650875699567,15.371658897848425,2.795551723930366,0.9210785362261678,0.9888258792258252,0.931487085418215,0.9711332539490116,0.9838396903669164,0.9870848507716069,8.381072240246514,2.7396905680301264,0.2,0.0,1.0
DZA,2021,199488888151.485,79268869353.8451,44761099.0,4456.74687637774,46.8370592599607,0.466728479682941,18.4286289389909,73.6199218261573,-0.7553319,9.33184191925225,105.037092587919,72.21240234,181.3215,0.1,1451.44517709293,16.8669275134746,48.4879581553143,36.3214812457704,936363628435.7585,10858275.0,2.45266890525818,803.0,26631753.457242265,AFRICA,5.257730347247644,17.93968463553587,2.941259436908424,1.0080269400009483,0.9745632152592891,1.0343371514722683,1.0128724317598496,1.0341917707491943,0.9793855070284494,8.402174378957262,2.795551723930366,0.1,0.0,1.0
DZA,2022,206670488126.832,81329859958.3052,45477389.0,4544.46688060372,51.1900893683897,0.107187812155079,16.5400734153236,74.1795862354514,-0.798385,10.3517244580598,107.787115922596,74.78150177,189.1886,,1499.50999958517,19.1821741766237,42.7463000437695,43.0521306240802,970875306972.2758,10858275.0,2.48042869567871,970.0,26933176.895570744,AFRICA,5.273114031921418,21.329280799300065,3.1058988575098305,1.0070413341300064,0.9811665879800916,1.0263714097757677,1.0119570874382042,1.0122526633634559,0.9997080018300277,8.42166570173465,2.941259436908424,0.1,0.0,1.0
DZA,2023,215143978140.155,88812207074.4975,46164219.0,4660.40545687895,43.7397984507007,0.489819143410423,17.9064173126831,74.732808364138,-0.7329544,12.0086836084024,111.60623555659,76.19760132,190.5786,,1503.41406578063,16.5394687279881,45.5476795606292,37.5476547378243,1011143748698.1594,10858275.0,2.50891828536987,928.0,27242524.695074525,AFRICA,5.291648859121629,20.102148809232535,3.0493748745968716,1.0291791037037896,1.0859718860643166,0.9477032664571545,1.0184199244588659,1.011063829581388,1.0072755988912425,8.44685773124866,3.1058988575098305,,0.0,1.0
ECU,2016,96540800718.3398,18509104793.3834,16505139.0,5849.13587933672,40.5344917996647,0.78469808886928,15.6897053000134,62.9913367571804,-0.649083614349365,9.75203,84.1088,54.0629,42.0681,14.8,885.908943461603,18.8225928822421,58.567451344755,27.5339637947157,192288314599.02914,7482136.0,2.74318289756775,154.0,20524867.512475975,LATAM,5.255293915967025,9.33042732933058,2.3350936500717205,,,,,,,8.674049216381379,,,0.0,0.0
ECU,2017,102304671535.156,20753552274.7095,16759519.0,6104.27253521751,43.6177233172817,0.605279629548276,15.2975347755569,63.0194591842425,-0.718140542507172,10.6125,87.4214,55.8,41.0581,17.0,900.097212296325,18.2778953966104,58.0552249529581,28.4680086969835,203427451143.78717,7766294.0,2.74959659576416,306.0,21354175.544103622,LATAM,5.267827223096935,18.25828056282522,2.957941127349691,1.0054424399064912,0.9777914073143801,1.028279070960603,0.9982231510060193,0.9634931688686574,1.0360459038626524,8.716744220594295,2.3350936500717205,14.8,0.0,0.0
ECU,2018,103373033702.498,20491181550.1201,17049547.0,6063.0956178776,48.0093476154836,1.29342873266166,15.5567599876593,63.0433276812321,-0.663264274597168,11.4584,92.5118,57.5,42.2145,16.3,859.0065244756,18.6076444108592,58.7476436434848,28.0147488586162,213747260136.7179,7778909.0,2.75602555274963,337.0,21438871.97651407,LATAM,5.2583233429454985,19.76592105350365,3.033313232155055,0.9722154320629559,1.0139767295231699,0.9588143433233892,0.9689327860339784,1.014981265661912,0.9546312023819441,8.709975776667743,2.957941127349691,17.0,0.0,0.0
ECU,2019,103544017315.435,20020086191.1142,17340021.0,5971.38938386723,48.0828494933307,0.915058228783613,15.184077301137,63.0627139714638,-0.542950987815857,12.0672,91.4249,59.2,41.9254,17.7,904.417680495404,18.880438766098,59.4371120144712,26.6504631266844,223079983320.9962,7853175.0,2.76246953010559,370.0,21694156.652086966,LATAM,5.237324195216088,21.337921101710315,3.106285732091192,0.9661887531680864,0.9884803303657209,0.9774486385688756,0.960577088252599,0.9841927334498018,0.9760050603966308,8.694734906925728,3.033313232155055,16.3,0.0,0.0
ECU,2020,93971273313.9152,15659988480.6966,17546065.0,5355.68934196443,43.9893109378389,1.16754746598289,16.3225877996763,63.0773897782521,-0.540949642658234,13.5147,88.2555,70.7,36.5986,20.2,785.501430511736,18.7426731318293,61.3211703446141,23.9811344799811,227585972635.64297,7063092.0,2.76892852783203,373.0,19557196.933502186,LATAM,5.200722063432577,21.25832772191372,3.10271621822367,0.9120825751108286,0.9949454825108262,0.9167161328368603,0.8997565646015994,0.9878305720884206,0.9108409782250212,8.585914703255183,3.106285732091192,17.7,0.0,0.0
ECU,2021,102825145845.295,17811083113.7868,17682454.0,5815.09477390949,53.261275610573,0.607511454080008,14.4433893877456,63.0871268249117,-0.354992210865021,14.0284,94.9506,69.1148,41.1607,18.9,886.251942198984,18.605495375963,58.4590001216096,27.3494898826986,234017757117.6476,7948655.0,2.8261821269989,379.0,22464346.69468044,LATAM,5.190927764983048,21.4336765700055,3.110563248162946,1.0420782240424784,1.0446534743873293,0.9975348281435036,1.0469260492287196,1.0387457745383895,1.007875146056758,8.66821236299871,3.10271621822367,20.2,0.0,0.0
ECU,2022,108859360917.986,19447137620.1141,17823897.0,6107.49495006543,61.880792818786,0.759467924339618,13.5357543693328,63.0901835932266,-0.620780825614929,15.1129,98.1309,69.7181,44.1693,,907.425347450976,19.8012550282051,58.2031787469141,29.5835905417542,241764006881.87933,8150680.0,2.79839634895325,294.0,22808833.153486278,LATAM,5.226664866419052,16.494709321984974,2.861898510762215,1.0276611610197752,1.0402074763054021,0.9879386415004545,1.029465275845331,1.0248928283662175,1.0044613908425943,8.717271976290036,3.110563248162946,18.9,0.0,0.0
ECU,2023,111023744250.546,19490827589.5174,17980083.0,6174.81822806637,56.9977535649091,0.39702767894988,13.5836201122079,63.1307729554263,-0.957790791988373,16.0679,101.032,72.6943,46.7901,,949.273888855786,18.6084478897872,58.6215899574019,27.5754259552504,249166634127.30276,8109647.0,2.82538056373596,409.0,22912839.012559637,LATAM,5.2328390459762595,22.747392211704472,3.1674727228395687,0.9924610914976633,0.9736727437239816,1.0192963682046006,0.9928926413180196,0.9897064436277516,1.0032193361079766,8.728234724312523,2.861898510762215,,0.0,0.0
EGY,2016,343682967577.042,52886164883.6125,101644589.0,3381.22246307712,30.2465490514505,2.43856278142762,11.4268841809995,42.5210717266225,-0.8445636,4.39685382563749,96.2091951594197,41.2480670885772,250.123,5.1,872.581407763809,45.0345425155358,54.4832841219458,32.4559533476046,918536937452.2068,25331181.0,2.58862996101379,700.0,65573054.08446325,AFRICA,5.22272966337751,6.886741408339995,2.065183046803412,,,,,,,8.125992598554863,,,0.0,1.0
EGY,2017,358053111989.475,60413303884.1774,103696057.0,3452.90961245976,42.8321343581608,2.98301550917695,9.57903662572827,42.4486008687179,-0.774614199999999,5.04732016956055,99.2884367821237,44.9502042452857,261.7067,4.9,897.218073562482,45.0086404762345,53.1699504909872,34.3958677753768,933023394463.7738,26006180.0,2.61768794059753,731.0,68076063.76700868,AFRICA,5.23386498586005,7.049448370057118,2.0856035636237524,1.0219474854107997,1.0158309591021768,1.0060212048607269,1.0302228262690374,1.0212946729786199,1.0087419953580865,8.146972520522551,2.065183046803412,5.1,0.0,1.0
EGY,2018,377141312302.884,60485615729.6546,105682094.0,3568.63966286365,45.9110196733959,3.10040077579187,7.94222279370794,42.4577177449969,-0.739756099999999,6.26825297386708,88.7420881346276,46.92433676792,256.219,5.0,870.813573488394,44.9185945189461,51.6422459388796,35.3298750589345,946857840470.2397,26021022.0,2.64707231521606,888.0,68879526.94982803,AFRICA,5.273025399029141,8.402558715386544,2.240981855999761,1.038488537724272,1.0758076323329364,0.9653106247928952,1.042209506102031,1.0806290185476217,0.9644470842572531,8.179939755339994,2.0856035636237524,4.9,0.0,1.0
EGY,2019,398080548970.536,68972522767.8081,107553158.0,3701.2446344954,41.1240171551108,2.82732944960686,7.2855611150822,42.4812027332648,-0.749387999999999,7.04130696004296,88.6447815879102,57.2828663990195,237.0298,6.2,844.783013447093,44.6262157169763,50.7617519656898,35.8254244102931,968487471214.5358,26122610.0,2.67678642272949,1066.0,69924647.7742576,AFRICA,5.3093660280008415,9.911377962514127,2.3898060945747006,1.033257481961379,1.0535869263256459,0.9807045400276887,1.0274457504977366,1.0482077738852837,0.9801928359006624,8.216424429768118,2.240981855999761,5.0,0.0,1.0
