cik,name,country,form,filing_date,report_date,fy,accession,primary_doc
1342874,Ternium S.A.,Mexico,20-F,2019-04-16,2018-12-31,2018,0001342874-19-000026,a2018ternium20-f.htm
1342874,Ternium S.A.,Mexico,20-F,2020-04-09,2019-12-31,2019,0001342874-20-000029,a2019ternium20-f.htm
1342874,Ternium S.A.,Mexico,20-F,2021-03-31,2020-12-31,2020,0001342874-21-000031,tx-20201231.htm
1342874,Ternium S.A.,Mexico,20-F,2022-03-30,2021-12-31,2021,0001342874-22-000023,tx-20211231.htm
1342874,Ternium S.A.,Mexico,20-F,2023-03-30,2022-12-31,2022,0001342874-23-000021,tx-20221231.htm
1342874,Ternium S.A.,Mexico,20-F,2024-03-28,2023-12-31,2023,0001342874-24-000018,tx-20231231.htm
1342874,Ternium S.A.,Mexico,20-F,2025-03-28,2024-12-31,2024,0001342874-25-000024,tx-20241231.htm
1342874,Ternium S.A.,Mexico,20-F,2026-03-31,2025-12-31,2025,0001342874-26-000020,tx-20251231.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2018-04-18,2017-12-31,2017,0001193125-18-121137,d522035d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2019-04-24,2018-12-31,2018,0001193125-19-117216,d722677d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2020-04-08,2019-12-31,2019,0001193125-20-101308,d866272d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2021-04-23,2020-12-31,2020,0001193125-21-128866,d128959d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2022-04-04,2021-12-31,2021,0001193125-22-094968,d176309d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2023-03-24,2022-12-31,2022,0001193125-23-079096,d801760d20f.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2024-04-29,2023-12-31,2023,0001628280-24-018938,cpa-20231231.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2025-04-29,2024-12-31,2024,0001628280-25-020427,cpa-20241231.htm
1345105,"Copa Holdings, S.A.",Panama,20-F,2026-02-26,2025-12-31,2025,0001345105-26-000019,cpa-20251231.htm
1347557,Pacific Airport Group,Mexico,20-F,2018-04-20,2017-12-31,2017,0001564590-18-008605,pac-20f_20171231.htm
1347557,Pacific Airport Group,Mexico,20-F,2019-04-17,2018-12-31,2018,0001564590-19-011864,pac-20f_20181231.htm
1347557,Pacific Airport Group,Mexico,20-F,2020-05-28,2019-12-31,2019,0001564590-20-027372,pac-20f_20191231.htm
1347557,Pacific Airport Group,Mexico,20-F,2021-04-22,2020-12-31,2020,0001564590-21-020157,pac-20f_20201231.htm
1347557,Pacific Airport Group,Mexico,20-F,2022-04-22,2021-12-31,2021,0001564590-22-015156,pac-20f_20211231.htm
1347557,Pacific Airport Group,Mexico,20-F,2023-04-13,2022-12-31,2022,0000950170-23-012620,pac-20221231.htm
1347557,Pacific Airport Group,Mexico,20-F,2024-04-29,2023-12-31,2023,0000950170-24-050071,pac-20231231.htm
1347557,Pacific Airport Group,Mexico,20-F,2025-04-24,2024-12-31,2024,0000950170-25-057571,pac-20241231.htm
1347557,Pacific Airport Group,Mexico,20-F,2026-04-17,2025-12-31,2025,0001193125-26-161714,pac-20251231.htm
1355444,EMBRAER S.A.,Brazil,20-F,2018-03-23,2017-12-31,2017,0001193125-18-092436,d534706d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2019-04-01,2018-12-31,2018,0001193125-19-093273,d706597d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2020-06-01,2019-12-31,2019,0001193125-20-157452,d879846d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2021-04-09,2020-12-31,2020,0001193125-21-110513,d116496d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2022-03-31,2021-12-31,2021,0001193125-22-091513,d82032d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2023-03-31,2022-12-31,2022,0001193125-23-085895,d439126d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2024-04-05,2023-12-31,2023,0001193125-24-087644,d679073d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2025-04-01,2024-12-31,2024,0001193125-25-069283,d914513d20f.htm
1355444,EMBRAER S.A.,Brazil,20-F,2026-03-30,2025-12-31,2025,0001628280-26-021824,erj-20251231.htm
1378239,Central North Airport Group,Mexico,20-F,2018-04-30,2017-12-31,2017,0001558370-18-003456,omab-20171231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2019-04-30,2018-12-31,2018,0001558370-19-003586,omab-20181231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2020-04-30,2019-12-31,2019,0001558370-20-004773,omab-20191231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2021-04-30,2020-12-31,2020,0001558370-21-005352,omab-20201231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2022-04-29,2021-12-31,2021,0001558370-22-006443,omab-20211231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2023-04-28,2022-12-31,2022,0001558370-23-007311,omab-20221231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2024-04-29,2023-12-31,2023,0001558370-24-006069,omab-20231231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2025-04-29,2024-12-31,2024,0001558370-25-005842,omab-20241231x20f.htm
1378239,Central North Airport Group,Mexico,20-F,2026-04-30,2025-12-31,2025,0001104659-26-051987,omab-20251231x20f.htm
1389207,Gafisa S.A.,Brazil,20-F,2018-04-30,2017-12-31,2017,0000950103-18-005402,dp89950_20f.htm
1389207,Gafisa S.A.,Brazil,20-F,2019-11-12,2018-12-31,2018,0000950103-19-015320,dp115150_20f.htm
1389207,Gafisa S.A.,Brazil,20-F,2020-06-23,2019-12-31,2019,0000950103-20-012143,dp130702_20f.htm
1389207,Gafisa S.A.,Brazil,20-F,2021-05-10,2020-12-31,2020,0000950103-21-006923,dp150684_20f.htm
1389207,Gafisa S.A.,Brazil,20-F,2022-08-01,2021-12-31,2021,0000950103-22-013356,dp172077_20f.htm
1395213,EDENOR,Argentina,20-F,2018-04-27,2017-12-31,2017,0001292814-18-001396,ednaform-20f.htm
1395213,EDENOR,Argentina,20-F,2019-04-30,2018-12-31,2018,0001292814-19-001619,ednform20f_2018.htm
1395213,EDENOR,Argentina,20-F,2020-04-27,2019-12-31,2019,0001292814-20-001461,ednform20f_2019.htm
1395213,EDENOR,Argentina,20-F,2021-04-26,2020-12-31,2020,0001292814-21-001740,ednform20f_2020.htm
1395213,EDENOR,Argentina,20-F,2022-04-05,2021-12-31,2021,0001292814-22-001393,ednform20f_2021.htm
1395213,EDENOR,Argentina,20-F,2023-04-19,2022-12-31,2022,0001292814-23-001639,edndorm20f_2022.htm
1395213,EDENOR,Argentina,20-F,2024-04-24,2023-12-31,2023,0001292814-24-001535,ednform20f_2023.htm
1395213,EDENOR,Argentina,20-F,2025-04-22,2024-12-31,2024,0001292814-25-001581,ednform20f_2024.htm
1395213,EDENOR,Argentina,20-F,2026-04-15,2025-12-31,2025,0001292814-26-002270,ednform20f_2025.htm
1402902,Cosan Ltd.,Brazil,20-F,2018-04-27,2017-12-31,2017,0001193125-18-138511,d489582d20f.htm
1402902,Cosan Ltd.,Brazil,20-F,2019-04-30,2018-12-31,2018,0001193125-19-129575,d655063d20f.htm
1402902,Cosan Ltd.,Brazil,20-F,2020-05-28,2019-12-31,2019,0001193125-20-154411,d880563d20f.htm
1430162,Cosan S.A.,Brazil,20-F,2021-04-30,2020-12-31,2020,0001554855-21-000173,MainDocument.htm
1430162,Cosan S.A.,Brazil,20-F,2022-05-16,2021-12-31,2021,0001554855-22-000330,csan-20211231.htm
1430162,Cosan S.A.,Brazil,20-F,2023-04-24,2022-12-31,2022,0001554855-23-000287,csan-20221231.htm
1430162,Cosan S.A.,Brazil,20-F,2024-11-08,2023-12-31,2023,0001554855-24-000744,csan-20231231.htm
1430162,Cosan S.A.,Brazil,20-F,2025-04-30,2024-12-31,2024,0001554855-25-000406,csan-20241231.htm
1430162,Cosan S.A.,Brazil,20-F,2026-04-10,2025-12-31,2025,0001554855-26-000590,csan-20251231.htm
1432364,AZUL SA,Brazil,20-F,2018-04-27,2017-12-31,2017,0001193125-18-137918,d567425d20f.htm
1432364,AZUL SA,Brazil,20-F,2019-04-30,2018-12-31,2018,0001193125-19-129160,d658299d20f.htm
1432364,AZUL SA,Brazil,20-F,2020-04-30,2019-12-31,2019,0001193125-20-128789,d846546d20f.htm
1432364,AZUL SA,Brazil,20-F,2021-04-30,2020-12-31,2020,0001628280-21-008429,azul-20201231.htm
1432364,AZUL SA,Brazil,20-F,2022-05-02,2021-12-31,2021,0001628280-22-011577,azul-20211231.htm
1432364,AZUL SA,Brazil,20-F,2023-04-20,2022-12-31,2022,0001628280-23-012117,azul-20221231.htm
1432364,AZUL SA,Brazil,20-F,2024-05-16,2023-12-31,2023,0001628280-24-023656,azul-20231231.htm
1432364,AZUL SA,Brazil,20-F,2025-04-29,2024-12-31,2024,0001628280-25-020401,azul-20241231.htm
1432364,AZUL SA,Brazil,20-F,2026-04-03,2025-12-31,2025,0001628280-26-023423,azul-20251231.htm
1439124,AXIA Energia S.A.,Brazil,20-F,2023-04-20,2022-12-31,2022,0001104659-23-047827,ebr-20221231x20f.htm
1439124,AXIA Energia S.A.,Brazil,20-F,2024-04-25,2023-12-31,2023,0001104659-24-052084,ebr-20231231x20f.htm
1439124,AXIA Energia S.A.,Brazil,20-F,2025-04-17,2024-12-31,2024,0001410578-25-000792,ebr-20241231x20f.htm
1439124,AXIA Energia S.A.,Brazil,20-F,2026-04-24,2025-12-31,2025,0001439124-26-000013,ebr-20251231.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2018-04-19,2017-12-31,2017,0001144204-18-021353,tv489450_20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2019-04-05,2018-12-31,2018,0001144204-19-018453,tv515871_20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2020-04-01,2019-12-31,2019,0001104659-20-041416,tm206789d1_20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2021-04-09,2020-12-31,2020,0001104659-21-048256,tm214046d1_20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2022-04-26,2021-12-31,2021,0001410578-22-001007,ec-20211231x20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2023-03-29,2022-12-31,2022,0001410578-23-000400,ec-20221231x20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2024-04-18,2023-12-31,2023,0001410578-24-000515,ec-20231231x20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2025-04-23,2024-12-31,2024,0001410578-25-000839,ec-20241231x20f.htm
1444406,ECOPETROL S.A.,Colombia,20-F,2026-04-30,2025-12-31,2025,0001104659-26-053172,ec-20251231x20f.htm
1449877,Petrobras Argentina S.A.,Argentina,20-F,2018-04-30,2017-12-31,2017,0001292814-18-001514,petrobrasargentina20f-2017.htm
1450123,JBS S.A.,Brazil,20-F,2024-03-27,2023-12-31,2023,0001213900-24-026192,ea0201896-20f_jbssa.htm
1450123,JBS S.A.,Brazil,20-F,2025-03-26,2024-12-31,2024,0001013762-25-002376,ea0234555-20f_jbssa.htm
1464591,GeoPark Ltd,Colombia,20-F,2018-04-12,2017-12-31,2017,0001144204-18-020167,tv487929_20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2019-04-11,2018-12-31,2018,0001144204-19-019340,tv515868_20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2020-04-01,2019-12-31,2019,0001558370-20-003471,gprk-20191231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2021-03-31,2020-12-31,2020,0001558370-21-003846,gprk-20201231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2022-03-31,2021-12-31,2021,0001558370-22-004908,gprk-20211231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2023-03-30,2022-12-31,2022,0001558370-23-005101,gprk-20221231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2024-03-28,2023-12-31,2023,0001558370-24-004128,gprk-20231231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2025-04-02,2024-12-31,2024,0001558370-25-004328,gprk-20241231x20f.htm
1464591,GeoPark Ltd,Colombia,20-F,2026-03-31,2025-12-31,2025,0001104659-26-037819,gprk-20251231x20f.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2018-04-30,2017-12-31,2017,0001292814-18-001513,pamform20f-2017.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2019-04-30,2018-12-31,2018,0001292814-19-001636,pamform20f_2018.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2020-04-30,2019-12-31,2019,0001292814-20-001571,pamform20f_2019.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2021-04-30,2020-12-31,2020,0001292814-21-001956,pamform20f_2020.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2022-04-29,2021-12-31,2021,0001292814-22-001955,pamform20f_2021.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2023-04-28,2022-12-31,2022,0001292814-23-001936,pamform20f_2022.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2024-04-30,2023-12-31,2023,0001292814-24-001730,pamform20f_2023.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2025-04-16,2024-12-31,2024,0001292814-25-001504,pamform20f_2024.htm
1469395,Pampa Energy Inc.,Argentina,20-F,2026-04-09,2025-12-31,2025,0001292814-26-002185,pamform20f_2025.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2018-04-09,2017-12-31,2017,0000950103-18-004611,dp88531_20f.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2019-03-26,2018-12-31,2018,0000950103-19-003668,dp103900_20f.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2020-03-06,2019-12-31,2019,0000950103-20-004861,dp123082_20f.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2021-02-26,2020-12-31,2020,0000950103-21-003166,dp146764_20f.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2022-02-28,2021-12-31,2021,0001292814-22-000736,bsbrform20f_2021.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2023-02-28,2022-12-31,2022,0001292814-23-000614,bsbrform20f_2022.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2024-02-26,2023-12-31,2023,0001292814-24-000531,bsbrform20f_2023.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2025-02-28,2024-12-31,2024,0001292814-25-000697,bsbrform20f_2024.htm
1471055,Banco Santander (Brasil) S.A.,Brazil,20-F,2026-02-27,2025-12-31,2025,0001292814-26-000592,bsbrform20f_2025.htm
1499505,Adecoagro S.A.,Argentina,20-F,2018-04-27,2017-12-31,2017,0001628280-18-005268,agro1231201720-ffinal.htm
1499505,Adecoagro S.A.,Argentina,20-F,2019-04-29,2018-12-31,2018,0001628280-19-004963,agro1231201820-ffinal.htm
1499505,Adecoagro S.A.,Argentina,20-F,2020-04-28,2019-12-31,2019,0001628280-20-005757,agro1231201920-ffinal.htm
1499505,Adecoagro S.A.,Argentina,20-F,2021-04-29,2020-12-31,2020,0001628280-21-007998,agro-20201231.htm
1499505,Adecoagro S.A.,Argentina,20-F,2022-04-28,2021-12-31,2021,0001628280-22-011147,agro-20211231.htm
1499505,Adecoagro S.A.,Argentina,20-F,2023-04-26,2022-12-31,2022,0001628280-23-013277,agro-20221231.htm
1499505,Adecoagro S.A.,Argentina,20-F,2024-04-26,2023-12-31,2023,0001628280-24-018617,agro-20231231.htm
1499505,Adecoagro S.A.,Argentina,20-F,2025-04-25,2024-12-31,2024,0001499505-25-000006,agro-20241231.htm
1499505,Adecoagro S.A.,Argentina,20-F,2026-04-29,2025-12-31,2025,0001499505-26-000069,agro-20251231.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2017-10-26,2017-06-30,2017,0001292814-17-002608,lndform20f_2017.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2018-10-30,2018-06-30,2018,0001615774-18-011433,s113519_20f.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2019-10-29,2019-06-30,2019,0001615774-19-013572,f20f2019_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2020-10-30,2020-06-30,2020,0001213900-20-034148,f20f2020_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2021-10-29,2021-06-30,2021,0001213900-21-055410,f20f2021_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2022-11-04,2022-06-30,2022,0001213900-22-069303,f20f2022_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2023-10-31,2023-06-30,2023,0001213900-23-081851,f20f2023_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2024-10-31,2024-06-30,2024,0001213900-24-092692,ea0218881-20f_brasilagro.htm
1499849,BrasilAgro - Brazilian Agricultural Real Estate Co,Brazil,20-F,2025-10-30,2025-06-30,2025,0001213900-25-103992,ea0262205-20f_brasil.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2018-04-27,2017-12-31,2017,0001144204-18-022931,tv489627_20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2019-04-26,2018-12-31,2018,0001558370-19-003337,aval-20181231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2020-04-27,2019-12-31,2019,0001558370-20-004325,aval-20191231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2021-04-12,2020-12-31,2020,0001558370-21-004137,aval-20201231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2022-04-21,2021-12-31,2021,0001558370-22-005673,aval-20211231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2023-04-14,2022-12-31,2022,0001558370-23-005915,aval-20221231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2024-04-17,2023-12-31,2023,0001558370-24-005220,aval-20231231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2025-04-28,2024-12-31,2024,0001558370-25-005663,aval-20241231x20f.htm
1504764,Grupo Aval Acciones Y Valores S.A.,Colombia,20-F,2026-04-17,2025-12-31,2025,0001104659-26-044493,aval-20251231x20f.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2018-04-27,2017-12-31,2017,0000950103-18-005331,dp89847_20f.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2019-04-26,2018-12-31,2018,0000950103-19-005187,dp105200_20f.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2020-04-29,2019-12-31,2019,0001628280-20-005849,arcosdoradosholdingsde.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2021-04-29,2020-12-31,2020,0001628280-21-008225,arco-20201231.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2022-04-29,2021-12-31,2021,0001628280-22-011552,arco-20211231.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2023-04-28,2022-12-31,2022,0001628280-23-014221,arco-20221231.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2024-04-29,2023-12-31,2023,0001628280-24-019077,arco-20231231.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2025-04-29,2024-12-31,2024,0001628280-25-020727,arco-20241231.htm
1508478,Arcos Dorados Holdings Inc.,Argentina,20-F,2026-04-30,2025-12-31,2025,0001628280-26-028950,arco-20251231.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2018-04-27,2017-12-31,2017,0001104659-18-027863,a18-12131_120f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2019-05-10,2018-12-31,2018,0001193125-19-144326,d655811d20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2020-04-30,2019-12-31,2019,0001104659-20-054569,tm2011881-1_20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2021-04-30,2020-12-31,2020,0001104659-21-059154,tm214268d1_20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2022-04-29,2021-12-31,2021,0001558370-22-006510,tmb-20211231x20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2023-04-26,2022-12-31,2022,0001558370-23-006859,tmb-20221231x20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2024-04-26,2023-12-31,2023,0001558370-24-005935,supv-20231231x20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2025-04-21,2024-12-31,2024,0001517399-25-000017,supv-20241231x20f.htm
1517399,Grupo Supervielle S.A.,Argentina,20-F,2026-04-08,2025-12-31,2025,0001104659-26-040713,supv-20251231x20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2018-04-26,2017-12-31,2017,0001104659-18-026761,a18-7996_120f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2019-04-26,2018-12-31,2018,0001104659-19-023832,a19-2927_120f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2020-04-28,2019-12-31,2019,0001104659-20-051844,tm2011259-1_20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2021-04-30,2020-12-31,2020,0001104659-21-058061,tm2039362d1_20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2022-04-27,2021-12-31,2021,0001104659-22-050520,vlrs-20211231x20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2023-05-01,2022-12-31,2022,0001104659-23-053342,vlrs-20221231x20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2024-04-29,2023-12-31,2023,0001104659-24-054211,vlrs-20231231x20f.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2025-04-30,2024-12-31,2024,0001292814-25-001765,vlrsform20f_2024.htm
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Mexico,20-F,2026-04-28,2025-12-31,2025,0001292814-26-002559,vlrsform20f_2025.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2018-03-14,2017-12-31,2017,0001493152-18-003346,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2019-03-08,2018-12-31,2018,0001493152-19-003046,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2020-03-06,2019-12-31,2019,0001493152-20-003520,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2021-03-08,2020-12-31,2020,0001493152-21-005578,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2022-03-16,2021-12-31,2021,0001493152-22-006996,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2023-03-07,2022-12-31,2022,0001493152-23-006931,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2024-02-29,2023-12-31,2023,0001493152-24-008362,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2025-02-28,2024-12-31,2024,0001493152-25-008697,form10-k.htm
1534675,Tecnoglass Inc.,Colombia,10-K,2026-03-02,2025-12-31,2025,0001493152-26-008465,form10-k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2018-04-17,2017-12-31,2017,0001079974-18-000213,bmix10k_12312017.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2019-04-15,2018-12-31,2018,0001079974-19-000195,bmix10k_12312018.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2020-04-14,2019-12-31,2019,0001079974-20-000156,bmix10k_12312019.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2021-03-31,2020-12-31,2020,0001520138-21-000181,bmix-20201231_10k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2022-03-25,2021-12-31,2021,0001493152-22-007760,form10-k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2023-03-30,2022-12-31,2022,0001493152-23-009846,form10-k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2024-03-27,2023-12-31,2023,0001493152-24-011539,form10-k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2025-03-14,2024-12-31,2024,0001493152-25-010384,form10-k.htm
1540684,Atlas Lithium Corp,Brazil,10-K,2026-03-04,2025-12-31,2025,0001493152-26-008854,form10-k.htm
1557860,Globant S.A.,Argentina,20-F,2018-04-13,2017-12-31,2017,0001144204-18-020505,tv490757_20f.htm
1557860,Globant S.A.,Argentina,20-F,2019-03-29,2018-12-31,2018,0001144204-19-016991,tv516975_20f.htm
1557860,Globant S.A.,Argentina,20-F,2020-02-28,2019-12-31,2019,0001104659-20-027221,tm209501-1_20f.htm
1557860,Globant S.A.,Argentina,20-F,2021-02-26,2020-12-31,2020,0001104659-21-029294,glob-20201231.htm
1557860,Globant S.A.,Argentina,20-F,2022-02-28,2021-12-31,2021,0001628280-22-004280,glob-20211231.htm
1557860,Globant S.A.,Argentina,20-F,2023-02-28,2022-12-31,2022,0001628280-23-005607,glob-20221231.htm
1557860,Globant S.A.,Argentina,20-F,2024-02-29,2023-12-31,2023,0001628280-24-008037,glob-20231231.htm
1557860,Globant S.A.,Argentina,20-F,2025-02-28,2024-12-31,2024,0001628280-25-009110,glob-20241231.htm
1557860,Globant S.A.,Argentina,20-F,2026-02-27,2025-12-31,2025,0001628280-26-012910,glob-20251231.htm
1562767,Netshoes (Cayman) Ltd.,Brazil,20-F,2018-03-29,2017-12-31,2017,0001193125-18-100098,d534694d20f.htm
1562767,Netshoes (Cayman) Ltd.,Brazil,20-F,2019-04-30,2018-12-31,2018,0001292814-19-001626,netsform20f_2018.htm
1565025,AMBEV S.A.,Brazil,20-F,2018-03-19,2017-12-31,2017,0001292814-18-000752,ambevsaform_20f.htm
1565025,AMBEV S.A.,Brazil,20-F,2019-03-22,2018-12-31,2018,0001292814-19-000845,ambevsaform20f_2018.htm
1565025,AMBEV S.A.,Brazil,20-F,2020-03-24,2019-12-31,2019,0001292814-20-000888,ambevsaform20f_2019.htm
1565025,AMBEV S.A.,Brazil,20-F,2021-03-22,2020-12-31,2020,0001292814-21-001039,ambevsaform20f_2020.htm
1565025,AMBEV S.A.,Brazil,20-F,2022-03-18,2021-12-31,2021,0001171843-22-001985,abev20211231_20f.htm
1565025,AMBEV S.A.,Brazil,20-F,2023-03-17,2022-12-31,2022,0001292814-23-000992,abevform20f_2022.htm
1565025,AMBEV S.A.,Brazil,20-F,2024-03-11,2023-12-31,2023,0001292814-24-000771,abevform20f_2023.htm
1565025,AMBEV S.A.,Brazil,20-F,2025-03-12,2024-12-31,2024,0001292814-25-000831,abevform20f_2024.htm
1565025,AMBEV S.A.,Brazil,20-F,2026-03-03,2025-12-31,2025,0001292814-26-000640,abevform20f_2025.htm
1572621,AENZA S.A.A.,Peru,20-F,2018-07-02,2017-12-31,2017,0001193125-18-211621,d709209d20f.htm
1572621,AENZA S.A.A.,Peru,20-F,2019-05-01,2018-12-31,2018,0001193125-19-130450,d655899d20f.htm
1572621,AENZA S.A.A.,Peru,20-F,2020-06-15,2019-12-31,2019,0001193125-20-168063,d862224d20f.htm
1572621,AENZA S.A.A.,Peru,20-F,2021-05-17,2020-12-31,2020,0001193125-21-162643,d106587d20f.htm
1572621,AENZA S.A.A.,Peru,20-F,2022-05-16,2021-12-31,2021,0001213900-22-027149,f20f2021_aenzasaa.htm
